Time,temperatureSensor_port_T,onOffController_reference
2.619,301.474,27.575
2.62,301.483,27.5792
2.621,301.492,27.5833
2.622,301.501,27.5875
2.623,301.509,27.5917
2.624,301.518,27.5958
2.625,301.527,27.6
2.626,301.536,27.6042
2.627,301.545,27.6083
2.628,301.554,27.6125
2.629,301.562,27.6167
2.63,301.571,27.6208
2.631,301.58,27.625
2.632,301.589,27.6292
2.633,301.598,27.6333
2.634,301.607,27.6375
2.635,301.615,27.6417
2.636,301.624,27.6458
2.637,301.633,27.65
2.638,301.642,27.6542
2.639,301.651,27.6583
2.64,301.66,27.6625
2.641,301.668,27.6667
2.642,301.677,27.6708
2.643,301.686,27.675
2.644,301.695,27.6792
2.645,301.704,27.6833
2.646,301.713,27.6875
2.647,301.721,27.6917
2.648,301.73,27.6958
2.649,301.739,27.7
2.65,301.748,27.7042
2.651,301.757,27.7083
2.652,301.765,27.7125
2.653,301.774,27.7167
2.654,301.783,27.7208
2.655,301.792,27.725
2.656,301.801,27.7292
2.657,301.809,27.7333
2.658,301.818,27.7375
2.659,301.827,27.7417
2.66,301.836,27.7458
2.661,301.845,27.75
2.662,301.853,27.7542
2.663,301.862,27.7583
2.664,301.871,27.7625
2.665,301.88,27.7667
2.666,301.889,27.7708
2.667,301.897,27.775
2.668,301.906,27.7792
2.669,301.915,27.7833
2.67,301.924,27.7875
2.671,301.933,27.7917
2.672,301.941,27.7958
2.673,301.95,27.8
2.674,301.949,27.8042
2.675,301.948,27.8083
2.676,301.947,27.8125
2.677,301.946,27.8167
2.678,301.946,27.8208
2.679,301.945,27.825
2.68,301.944,27.8292
2.681,301.943,27.8333
2.682,301.942,27.8375
2.683,301.941,27.8417
2.684,301.94,27.8458
2.685,301.939,27.85
2.686,301.939,27.8542
2.687,301.938,27.8583
2.688,301.937,27.8625
2.689,301.936,27.8667
2.69,301.935,27.8708
2.691,301.934,27.875
2.692,301.933,27.8792
2.693,301.932,27.8833
2.694,301.932,27.8875
2.695,301.931,27.8917
2.696,301.93,27.8958
2.697,301.929,27.9
2.698,301.928,27.9042
2.699,301.927,27.9083
2.7,301.926,27.9125
2.701,301.925,27.9167
2.702,301.924,27.9208
2.703,301.924,27.925
2.704,301.923,27.9292
2.705,301.922,27.9333
2.706,301.921,27.9375
2.707,301.92,27.9417
2.708,301.919,27.9458
2.709,301.918,27.95
2.71,301.917,27.9542
2.711,301.917,27.9583
2.712,301.916,27.9625
2.713,301.915,27.9667
2.714,301.914,27.9708
2.715,301.913,27.975
2.716,301.912,27.9792
2.717,301.911,27.9833
2.718,301.91,27.9875
2.719,301.91,27.9917
2.72,301.909,27.9958
2.721,301.908,28
2.722,301.907,28.0042
2.723,301.906,28.0083
2.724,301.905,28.0125
2.725,301.904,28.0167
2.726,301.903,28.0208
2.727,301.903,28.025
2.728,301.902,28.0292
2.729,301.901,28.0333
2.73,301.9,28.0375
2.731,301.899,28.0417
2.732,301.898,28.0458
2.733,301.897,28.05
2.734,301.896,28.0542
2.735,301.896,28.0583
2.736,301.895,28.0625
2.737,301.894,28.0667
2.738,301.893,28.0708
2.739,301.892,28.075
2.74,301.891,28.0792
2.741,301.89,28.0833
2.742,301.889,28.0875
2.743,301.889,28.0917
2.744,301.888,28.0958
2.745,301.887,28.1
2.746,301.886,28.1042
2.747,301.885,28.1083
2.748,301.884,28.1125
2.749,301.883,28.1167
2.75,301.882,28.1208
2.751,301.882,28.125
2.752,301.881,28.1292
2.753,301.88,28.1333
2.754,301.879,28.1375
2.755,301.878,28.1417
2.756,301.877,28.1458
2.757,301.876,28.15
2.758,301.875,28.1542
2.759,301.875,28.1583
2.76,301.874,28.1625
2.761,301.873,28.1667
2.762,301.872,28.1708
2.763,301.871,28.175
2.764,301.87,28.1792
2.765,301.869,28.1833
2.766,301.869,28.1875
2.767,301.868,28.1917
2.768,301.867,28.1958
2.769,301.866,28.2
2.77,301.865,28.2042
2.771,301.864,28.2083
2.772,301.863,28.2125
2.773,301.862,28.2167
2.774,301.862,28.2208
2.775,301.861,28.225
2.776,301.86,28.2292
2.777,301.859,28.2333
2.778,301.858,28.2375
2.779,301.857,28.2417
2.78,301.856,28.2458
2.781,301.855,28.25
2.782,301.855,28.2542
2.783,301.854,28.2583
2.784,301.853,28.2625
2.785,301.852,28.2667
2.786,301.851,28.2708
2.787,301.85,28.275
2.788,301.849,28.2792
2.789,301.848,28.2833
2.79,301.848,28.2875
2.791,301.847,28.2917
2.792,301.846,28.2958
2.793,301.845,28.3
2.794,301.844,28.3042
2.795,301.843,28.3083
2.796,301.842,28.3125
2.797,301.842,28.3167
2.798,301.841,28.3208
2.799,301.84,28.325
2.8,301.839,28.3292
2.801,301.838,28.3333
2.802,301.837,28.3375
2.803,301.836,28.3417
2.804,301.835,28.3458
2.805,301.835,28.35
2.806,301.834,28.3542
2.807,301.833,28.3583
2.808,301.832,28.3625
2.809,301.831,28.3667
2.81,301.83,28.3708
2.811,301.829,28.375
2.812,301.829,28.3792
2.813,301.828,28.3833
2.814,301.827,28.3875
2.815,301.826,28.3917
2.816,301.825,28.3958
2.817,301.824,28.4
2.818,301.823,28.4042
2.819,301.822,28.4083
2.82,301.822,28.4125
2.821,301.821,28.4167
2.822,301.82,28.4208
2.823,301.819,28.425
2.824,301.818,28.4292
2.825,301.817,28.4333
2.826,301.816,28.4375
2.827,301.815,28.4417
2.828,301.815,28.4458
2.829,301.814,28.45
2.83,301.813,28.4542
2.831,301.812,28.4583
2.832,301.811,28.4625
2.833,301.81,28.4667
2.834,301.809,28.4708
2.835,301.809,28.475
2.836,301.808,28.4792
2.837,301.807,28.4833
2.838,301.806,28.4875
2.839,301.805,28.4917
2.84,301.804,28.4958
2.841,301.803,28.5
2.842,301.803,28.5042
2.843,301.802,28.5083
2.844,301.801,28.5125
2.845,301.8,28.5167
2.846,301.799,28.5208
2.847,301.798,28.525
2.848,301.797,28.5292
2.849,301.796,28.5333
2.85,301.796,28.5375
2.851,301.795,28.5417
2.852,301.794,28.5458
2.853,301.793,28.55
2.854,301.792,28.5542
2.855,301.791,28.5583
2.856,301.79,28.5625
2.857,301.79,28.5667
2.858,301.789,28.5708
2.859,301.788,28.575
2.86,301.787,28.5792
2.861,301.786,28.5833
2.862,301.785,28.5875
2.863,301.784,28.5917
2.864,301.783,28.5958
2.865,301.783,28.6
2.866,301.782,28.6042
2.867,301.781,28.6083
2.868,301.78,28.6125
2.869,301.779,28.6167
2.87,301.778,28.6208
2.871,301.777,28.625
2.872,301.777,28.6292
2.873,301.776,28.6333
2.874,301.775,28.6375
2.875,301.774,28.6417
2.876,301.773,28.6458
2.877,301.772,28.65
2.878,301.771,28.6542
2.879,301.771,28.6583
2.88,301.77,28.6625
2.881,301.769,28.6667
2.882,301.768,28.6708
2.883,301.767,28.675
2.884,301.766,28.6792
2.885,301.765,28.6833
2.886,301.765,28.6875
2.887,301.764,28.6917
2.888,301.763,28.6958
2.889,301.762,28.7
2.89,301.761,28.7042
2.891,301.76,28.7083
2.892,301.759,28.7125
2.893,301.758,28.7167
2.894,301.758,28.7208
2.895,301.757,28.725
2.896,301.756,28.7292
2.897,301.755,28.7333
2.898,301.754,28.7375
2.899,301.753,28.7417
2.9,301.752,28.7458
2.901,301.752,28.75
2.902,301.751,28.7542
2.903,301.75,28.7583
2.904,301.749,28.7625
2.905,301.748,28.7667
2.906,301.747,28.7708
2.907,301.746,28.775
2.908,301.746,28.7792
2.909,301.745,28.7833
2.91,301.744,28.7875
2.911,301.743,28.7917
2.912,301.742,28.7958
2.913,301.741,28.8
2.914,301.74,28.8042
2.915,301.74,28.8083
2.916,301.739,28.8125
2.917,301.738,28.8167
2.918,301.737,28.8208
2.919,301.736,28.825
2.92,301.735,28.8292
2.921,301.734,28.8333
2.922,301.734,28.8375
2.923,301.733,28.8417
2.924,301.732,28.8458
2.925,301.731,28.85
2.926,301.73,28.8542
2.927,301.729,28.8583
2.928,301.728,28.8625
2.929,301.728,28.8667
2.93,301.727,28.8708
2.931,301.726,28.875
2.932,301.725,28.8792
2.933,301.724,28.8833
2.934,301.723,28.8875
2.935,301.722,28.8917
2.936,301.722,28.8958
2.937,301.721,28.9
2.938,301.72,28.9042
2.939,301.719,28.9083
2.94,301.718,28.9125
2.941,301.717,28.9167
2.942,301.716,28.9208
2.943,301.716,28.925
2.944,301.715,28.9292
2.945,301.714,28.9333
2.946,301.713,28.9375
2.947,301.712,28.9417
2.948,301.711,28.9458
2.949,301.71,28.95
2.95,301.71,28.9542
2.951,301.709,28.9583
2.952,301.708,28.9625
2.953,301.707,28.9667
2.954,301.706,28.9708
2.955,301.705,28.975
2.956,301.704,28.9792
2.957,301.704,28.9833
2.958,301.703,28.9875
2.959,301.702,28.9917
2.96,301.701,28.9958
2.961,301.7,29
2.962,301.699,29.0042
2.963,301.698,29.0083
2.964,301.698,29.0125
2.965,301.697,29.0167
2.966,301.696,29.0208
2.967,301.695,29.025
2.968,301.694,29.0292
2.969,301.693,29.0333
2.97,301.692,29.0375
2.971,301.692,29.0417
2.972,301.691,29.0458
2.973,301.69,29.05
2.974,301.689,29.0542
2.975,301.688,29.0583
2.976,301.687,29.0625
2.977,301.686,29.0667
2.978,301.686,29.0708
2.979,301.685,29.075
2.98,301.684,29.0792
2.981,301.683,29.0833
2.982,301.682,29.0875
2.983,301.681,29.0917
2.984,301.681,29.0958
2.985,301.68,29.1
2.986,301.679,29.1042
2.987,301.678,29.1083
2.988,301.677,29.1125
2.989,301.676,29.1167
2.99,301.675,29.1208
2.991,301.675,29.125
2.992,301.674,29.1292
2.993,301.673,29.1333
2.994,301.672,29.1375
2.995,301.671,29.1417
2.996,301.67,29.1458
2.997,301.669,29.15
2.998,301.669,29.1542
2.999,301.668,29.1583
3,301.667,29.1625
3.001,301.666,29.1667
3.002,301.665,29.1708
3.003,301.664,29.175
3.004,301.663,29.1792
3.005,301.663,29.1833
3.006,301.662,29.1875
3.007,301.661,29.1917
3.008,301.66,29.1958
3.009,301.659,29.2
3.01,301.658,29.2042
3.011,301.658,29.2083
3.012,301.657,29.2125
3.013,301.656,29.2167
3.014,301.655,29.2208
3.015,301.654,29.225
3.016,301.653,29.2292
3.017,301.652,29.2333
3.018,301.652,29.2375
3.019,301.651,29.2417
3.02,301.65,29.2458
3.021,301.649,29.25
3.022,301.648,29.2542
3.023,301.647,29.2583
3.024,301.646,29.2625
3.025,301.646,29.2667
3.026,301.645,29.2708
3.027,301.644,29.275
3.028,301.643,29.2792
3.029,301.642,29.2833
3.03,301.641,29.2875
3.031,301.641,29.2917
3.032,301.64,29.2958
3.033,301.639,29.3
3.034,301.638,29.3042
3.035,301.637,29.3083
3.036,301.636,29.3125
3.037,301.635,29.3167
3.038,301.635,29.3208
3.039,301.634,29.325
3.04,301.633,29.3292
3.041,301.632,29.3333
3.042,301.631,29.3375
3.043,301.63,29.3417
3.044,301.629,29.3458
3.045,301.629,29.35
3.046,301.628,29.3542
3.047,301.627,29.3583
3.048,301.626,29.3625
3.049,301.625,29.3667
3.05,301.624,29.3708
3.051,301.624,29.375
3.052,301.623,29.3792
3.053,301.622,29.3833
3.054,301.621,29.3875
3.055,301.62,29.3917
3.056,301.619,29.3958
3.057,301.618,29.4
3.058,301.618,29.4042
3.059,301.617,29.4083
3.06,301.616,29.4125
3.061,301.615,29.4167
3.062,301.614,29.4208
3.063,301.613,29.425
3.064,301.613,29.4292
3.065,301.612,29.4333
3.066,301.611,29.4375
3.067,301.61,29.4417
3.068,301.609,29.4458
3.069,301.608,29.45
3.07,301.607,29.4542
3.071,301.616,29.4583
3.072,301.625,29.4625
3.073,301.634,29.4667
3.074,301.643,29.4708
3.075,301.652,29.475
3.076,301.66,29.4792
3.077,301.669,29.4833
3.078,301.678,29.4875
3.079,301.687,29.4917
3.08,301.696,29.4958
3.081,301.705,29.5
3.082,301.713,29.5042
3.083,301.722,29.5083
3.084,301.731,29.5125
3.085,301.74,29.5167
3.086,301.749,29.5208
3.087,301.757,29.525
3.088,301.766,29.5292
3.089,301.775,29.5333
3.09,301.784,29.5375
3.091,301.793,29.5417
3.092,301.802,29.5458
3.093,301.81,29.55
3.094,301.819,29.5542
3.095,301.828,29.5583
3.096,301.837,29.5625
3.097,301.846,29.5667
3.098,301.854,29.5708
3.099,301.863,29.575
3.1,301.872,29.5792
3.101,301.881,29.5833
3.102,301.89,29.5875
3.103,301.898,29.5917
3.104,301.907,29.5958
3.105,301.916,29.6
3.106,301.925,29.6042
3.107,301.933,29.6083
3.108,301.942,29.6125
3.109,301.951,29.6167
3.11,301.96,29.6208
3.111,301.969,29.625
3.112,301.977,29.6292
3.113,301.986,29.6333
3.114,301.995,29.6375
3.115,302.004,29.6417
3.116,302.013,29.6458
3.117,302.021,29.65
3.118,302.03,29.6542
3.119,302.039,29.6583
3.12,302.048,29.6625
3.121,302.056,29.6667
3.122,302.065,29.6708
3.123,302.074,29.675
3.124,302.083,29.6792
3.125,302.091,29.6833
3.126,302.1,29.6875
3.127,302.109,29.6917
3.128,302.118,29.6958
3.129,302.127,29.7
3.13,302.135,29.7042
3.131,302.144,29.7083
3.132,302.153,29.7125
3.133,302.162,29.7167
3.134,302.17,29.7208
3.135,302.179,29.725
3.136,302.188,29.7292
3.137,302.197,29.7333
3.138,302.205,29.7375
3.139,302.214,29.7417
3.14,302.223,29.7458
3.141,302.232,29.75
3.142,302.24,29.7542
3.143,302.249,29.7583
3.144,302.258,29.7625
3.145,302.267,29.7667
3.146,302.275,29.7708
3.147,302.284,29.775
3.148,302.293,29.7792
3.149,302.302,29.7833
3.15,302.31,29.7875
3.151,302.319,29.7917
3.152,302.328,29.7958
3.153,302.336,29.8
3.154,302.345,29.8042
3.155,302.354,29.8083
3.156,302.363,29.8125
3.157,302.371,29.8167
3.158,302.38,29.8208
3.159,302.389,29.825
3.16,302.398,29.8292
3.161,302.406,29.8333
3.162,302.415,29.8375
3.163,302.424,29.8417
3.164,302.432,29.8458
3.165,302.441,29.85
3.166,302.45,29.8542
3.167,302.459,29.8583
3.168,302.467,29.8625
3.169,302.476,29.8667
3.17,302.485,29.8708
3.171,302.493,29.875
3.172,302.502,29.8792
3.173,302.511,29.8833
3.174,302.52,29.8875
3.175,302.528,29.8917
3.176,302.537,29.8958
3.177,302.546,29.9
3.178,302.554,29.9042
3.179,302.563,29.9083
3.18,302.572,29.9125
3.181,302.581,29.9167
3.182,302.589,29.9208
3.183,302.598,29.925
3.184,302.607,29.9292
3.185,302.615,29.9333
3.186,302.624,29.9375
3.187,302.633,29.9417
3.188,302.641,29.9458
3.189,302.65,29.95
3.19,302.659,29.9542
3.191,302.667,29.9583
3.192,302.676,29.9625
3.193,302.685,29.9667
3.194,302.694,29.9708
3.195,302.702,29.975
3.196,302.711,29.9792
3.197,302.72,29.9833
3.198,302.728,29.9875
3.199,302.737,29.9917
3.2,302.746,29.9958
3.201,302.754,30
3.202,302.763,30.0042
3.203,302.772,30.0083
3.204,302.78,30.0125
3.205,302.789,30.0167
3.206,302.798,30.0208
3.207,302.806,30.025
3.208,302.815,30.0292
3.209,302.824,30.0333
3.21,302.832,30.0375
3.211,302.841,30.0417
3.212,302.85,30.0458
3.213,302.858,30.05
3.214,302.867,30.0542
3.215,302.876,30.0583
3.216,302.884,30.0625
3.217,302.893,30.0667
3.218,302.902,30.0708
3.219,302.91,30.075
3.22,302.919,30.0792
3.221,302.928,30.0833
3.222,302.936,30.0875
3.223,302.945,30.0917
3.224,302.954,30.0958
3.225,302.962,30.1
3.226,302.971,30.1042
3.227,302.98,30.1083
3.228,302.988,30.1125
3.229,302.997,30.1167
3.23,303.005,30.1208
3.231,303.014,30.125
3.232,303.023,30.1292
3.233,303.031,30.1333
3.234,303.04,30.1375
3.235,303.049,30.1417
3.236,303.057,30.1458
3.237,303.066,30.15
3.238,303.075,30.1542
3.239,303.083,30.1583
3.24,303.092,30.1625
3.241,303.1,30.1667
3.242,303.109,30.1708
3.243,303.118,30.175
3.244,303.126,30.1792
3.245,303.135,30.1833
3.246,303.144,30.1875
3.247,303.152,30.1917
3.248,303.161,30.1958
3.249,303.169,30.2
3.25,303.178,30.2042
3.251,303.187,30.2083
3.252,303.195,30.2125
3.253,303.204,30.2167
3.254,303.213,30.2208
3.255,303.221,30.225
3.256,303.23,30.2292
3.257,303.238,30.2333
3.258,303.247,30.2375
3.259,303.256,30.2417
3.26,303.264,30.2458
3.261,303.273,30.25
3.262,303.281,30.2542
3.263,303.29,30.2583
3.264,303.299,30.2625
3.265,303.307,30.2667
3.266,303.316,30.2708
3.267,303.324,30.275
3.268,303.333,30.2792
3.269,303.342,30.2833
3.27,303.35,30.2875
3.271,303.359,30.2917
3.272,303.367,30.2958
3.273,303.376,30.3
3.274,303.385,30.3042
3.275,303.393,30.3083
3.276,303.402,30.3125
3.277,303.41,30.3167
3.278,303.419,30.3208
3.279,303.428,30.325
3.28,303.436,30.3292
3.281,303.445,30.3333
3.282,303.453,30.3375
3.283,303.462,30.3417
3.284,303.47,30.3458
3.285,303.479,30.35
3.286,303.488,30.3542
3.287,303.496,30.3583
3.288,303.505,30.3625
3.289,303.513,30.3667
3.29,303.522,30.3708
3.291,303.53,30.375
3.292,303.539,30.3792
3.293,303.548,30.3833
3.294,303.556,30.3875
3.295,303.565,30.3917
3.296,303.573,30.3958
3.297,303.582,30.4
3.298,303.59,30.4042
3.299,303.599,30.4083
3.3,303.608,30.4125
3.301,303.616,30.4167
3.302,303.625,30.4208
3.303,303.633,30.425
3.304,303.642,30.4292
3.305,303.65,30.4333
3.306,303.659,30.4375
3.307,303.667,30.4417
3.308,303.676,30.4458
3.309,303.685,30.45
3.31,303.693,30.4542
3.311,303.702,30.4583
3.312,303.71,30.4625
3.313,303.719,30.4667
3.314,303.727,30.4708
3.315,303.736,30.475
3.316,303.744,30.4792
3.317,303.753,30.4833
3.318,303.761,30.4875
3.319,303.77,30.4917
3.32,303.779,30.4958
3.321,303.787,30.5
3.322,303.796,30.5042
3.323,303.804,30.5083
3.324,303.813,30.5125
3.325,303.821,30.5167
3.326,303.83,30.5208
3.327,303.838,30.525
3.328,303.847,30.5292
3.329,303.855,30.5333
3.33,303.864,30.5375
3.331,303.872,30.5417
3.332,303.881,30.5458
3.333,303.889,30.55
3.334,303.898,30.5542
3.335,303.906,30.5583
3.336,303.915,30.5625
3.337,303.923,30.5667
3.338,303.932,30.5708
3.339,303.94,30.575
3.34,303.949,30.5792
3.341,303.958,30.5833
3.342,303.966,30.5875
3.343,303.975,30.5917
3.344,303.983,30.5958
3.345,303.992,30.6
3.346,304,30.6042
3.347,304.009,30.6083
3.348,304.017,30.6125
3.349,304.026,30.6167
3.35,304.034,30.6208
3.351,304.043,30.625
3.352,304.051,30.6292
3.353,304.06,30.6333
3.354,304.068,30.6375
3.355,304.077,30.6417
3.356,304.085,30.6458
3.357,304.094,30.65
3.358,304.102,30.6542
3.359,304.111,30.6583
3.36,304.119,30.6625
3.361,304.128,30.6667
3.362,304.136,30.6708
3.363,304.145,30.675
3.364,304.153,30.6792
3.365,304.161,30.6833
3.366,304.17,30.6875
3.367,304.178,30.6917
3.368,304.187,30.6958
3.369,304.195,30.7
3.37,304.204,30.7042
3.371,304.212,30.7083
3.372,304.221,30.7125
3.373,304.229,30.7167
3.374,304.238,30.7208
3.375,304.246,30.725
3.376,304.255,30.7292
3.377,304.263,30.7333
3.378,304.272,30.7375
3.379,304.28,30.7417
3.38,304.289,30.7458
3.381,304.297,30.75
3.382,304.306,30.7542
3.383,304.314,30.7583
3.384,304.323,30.7625
3.385,304.331,30.7667
3.386,304.339,30.7708
3.387,304.348,30.775
3.388,304.356,30.7792
3.389,304.365,30.7833
3.39,304.373,30.7875
3.391,304.382,30.7917
3.392,304.39,30.7958
3.393,304.399,30.8
3.394,304.407,30.8042
3.395,304.416,30.8083
3.396,304.424,30.8125
3.397,304.432,30.8167
3.398,304.441,30.8208
3.399,304.449,30.825
3.4,304.458,30.8292
3.401,304.466,30.8333
3.402,304.475,30.8375
3.403,304.483,30.8417
3.404,304.492,30.8458
3.405,304.5,30.85
3.406,304.508,30.8542
3.407,304.517,30.8583
3.408,304.525,30.8625
3.409,304.534,30.8667
3.41,304.542,30.8708
3.411,304.551,30.875
3.412,304.559,30.8792
3.413,304.567,30.8833
3.414,304.576,30.8875
3.415,304.584,30.8917
3.416,304.593,30.8958
3.417,304.601,30.9
3.418,304.61,30.9042
3.419,304.618,30.9083
3.42,304.626,30.9125
3.421,304.635,30.9167
3.422,304.643,30.9208
3.423,304.652,30.925
3.424,304.66,30.9292
3.425,304.669,30.9333
3.426,304.677,30.9375
3.427,304.685,30.9417
3.428,304.694,30.9458
3.429,304.702,30.95
3.43,304.711,30.9542
3.431,304.719,30.9583
3.432,304.727,30.9625
3.433,304.736,30.9667
3.434,304.744,30.9708
3.435,304.753,30.975
3.436,304.761,30.9792
3.437,304.769,30.9833
3.438,304.778,30.9875
3.439,304.786,30.9917
3.44,304.795,30.9958
3.441,304.803,31
3.442,304.811,31.0042
3.443,304.82,31.0083
3.444,304.828,31.0125
3.445,304.837,31.0167
3.446,304.845,31.0208
3.447,304.853,31.025
3.448,304.862,31.0292
3.449,304.87,31.0333
3.45,304.879,31.0375
3.451,304.887,31.0417
3.452,304.895,31.0458
3.453,304.904,31.05
3.454,304.912,31.0542
3.455,304.92,31.0583
3.456,304.929,31.0625
3.457,304.937,31.0667
3.458,304.946,31.0708
3.459,304.954,31.075
3.46,304.962,31.0792
3.461,304.971,31.0833
3.462,304.979,31.0875
3.463,304.987,31.0917
3.464,304.996,31.0958
3.465,305.004,31.1
3.466,305.013,31.1042
3.467,305.021,31.1083
3.468,305.029,31.1125
3.469,305.038,31.1167
3.47,305.046,31.1208
3.471,305.054,31.125
3.472,305.063,31.1292
3.473,305.071,31.1333
3.474,305.08,31.1375
3.475,305.088,31.1417
3.476,305.096,31.1458
3.477,305.105,31.15
3.478,305.113,31.1542
3.479,305.121,31.1583
3.48,305.13,31.1625
3.481,305.138,31.1667
3.482,305.146,31.1708
3.483,305.155,31.175
3.484,305.163,31.1792
3.485,305.171,31.1833
3.486,305.18,31.1875
3.487,305.188,31.1917
3.488,305.196,31.1958
3.489,305.205,31.2
3.49,305.213,31.2042
3.491,305.221,31.2083
3.492,305.23,31.2125
3.493,305.238,31.2167
3.494,305.247,31.2208
3.495,305.255,31.225
3.496,305.263,31.2292
3.497,305.272,31.2333
3.498,305.28,31.2375
3.499,305.288,31.2417
3.5,305.297,31.2458
3.501,305.305,31.25
3.502,305.313,31.2542
3.503,305.321,31.2583
3.504,305.33,31.2625
3.505,305.338,31.2667
3.506,305.346,31.2708
3.507,305.355,31.275
3.508,305.363,31.2792
3.509,305.371,31.2833
3.51,305.38,31.2875
3.511,305.388,31.2917
3.512,305.396,31.2958
3.513,305.405,31.3
3.514,305.413,31.3042
3.515,305.421,31.3083
3.516,305.43,31.3125
3.517,305.438,31.3167
3.518,305.446,31.3208
3.519,305.455,31.325
3.52,305.463,31.3292
3.521,305.471,31.3333
3.522,305.48,31.3375
3.523,305.488,31.3417
3.524,305.496,31.3458
3.525,305.495,31.35
3.526,305.493,31.3542
3.527,305.492,31.3583
3.528,305.491,31.3625
3.529,305.49,31.3667
3.53,305.488,31.3708
3.531,305.487,31.375
3.532,305.486,31.3792
3.533,305.485,31.3833
3.534,305.483,31.3875
3.535,305.482,31.3917
3.536,305.481,31.3958
3.537,305.48,31.4
3.538,305.479,31.4042
3.539,305.477,31.4083
3.54,305.476,31.4125
3.541,305.475,31.4167
3.542,305.474,31.4208
3.543,305.472,31.425
3.544,305.471,31.4292
3.545,305.47,31.4333
3.546,305.469,31.4375
3.547,305.467,31.4417
3.548,305.466,31.4458
3.549,305.465,31.45
3.55,305.464,31.4542
3.551,305.463,31.4583
3.552,305.461,31.4625
3.553,305.46,31.4667
3.554,305.459,31.4708
3.555,305.458,31.475
3.556,305.456,31.4792
3.557,305.455,31.4833
3.558,305.454,31.4875
3.559,305.453,31.4917
3.56,305.451,31.4958
3.561,305.45,31.5
3.562,305.449,31.5042
3.563,305.448,31.5083
3.564,305.447,31.5125
3.565,305.445,31.5167
3.566,305.444,31.5208
3.567,305.443,31.525
3.568,305.442,31.5292
3.569,305.44,31.5333
3.57,305.439,31.5375
3.571,305.438,31.5417
3.572,305.437,31.5458
3.573,305.435,31.55
3.574,305.434,31.5542
3.575,305.433,31.5583
3.576,305.432,31.5625
3.577,305.431,31.5667
3.578,305.429,31.5708
3.579,305.428,31.575
3.58,305.427,31.5792
3.581,305.426,31.5833
3.582,305.424,31.5875
3.583,305.423,31.5917
3.584,305.422,31.5958
3.585,305.421,31.6
3.586,305.419,31.6042
3.587,305.418,31.6083
3.588,305.417,31.6125
3.589,305.416,31.6167
3.59,305.415,31.6208
3.591,305.413,31.625
3.592,305.412,31.6292
3.593,305.411,31.6333
3.594,305.41,31.6375
3.595,305.408,31.6417
3.596,305.407,31.6458
3.597,305.406,31.65
3.598,305.405,31.6542
3.599,305.404,31.6583
3.6,305.402,31.6625
3.601,305.401,31.6667
3.602,305.4,31.6708
3.603,305.399,31.675
3.604,305.397,31.6792
3.605,305.396,31.6833
3.606,305.395,31.6875
3.607,305.394,31.6917
3.608,305.393,31.6958
3.609,305.391,31.7
3.61,305.39,31.7042
3.611,305.389,31.7083
3.612,305.388,31.7125
3.613,305.386,31.7167
3.614,305.385,31.7208
3.615,305.384,31.725
3.616,305.383,31.7292
3.617,305.382,31.7333
3.618,305.38,31.7375
3.619,305.379,31.7417
3.62,305.378,31.7458
3.621,305.377,31.75
3.622,305.375,31.7542
3.623,305.374,31.7583
3.624,305.373,31.7625
3.625,305.372,31.7667
3.626,305.371,31.7708
3.627,305.369,31.775
3.628,305.368,31.7792
3.629,305.367,31.7833
3.63,305.366,31.7875
3.631,305.364,31.7917
3.632,305.363,31.7958
3.633,305.362,31.8
3.634,305.361,31.8042
3.635,305.36,31.8083
3.636,305.358,31.8125
3.637,305.357,31.8167
3.638,305.356,31.8208
3.639,305.355,31.825
3.64,305.353,31.8292
3.641,305.352,31.8333
3.642,305.351,31.8375
3.643,305.35,31.8417
3.644,305.349,31.8458
3.645,305.347,31.85
3.646,305.346,31.8542
3.647,305.345,31.8583
3.648,305.344,31.8625
3.649,305.342,31.8667
3.65,305.341,31.8708
3.651,305.34,31.875
3.652,305.339,31.8792
3.653,305.338,31.8833
3.654,305.336,31.8875
3.655,305.335,31.8917
3.656,305.334,31.8958
3.657,305.333,31.9
3.658,305.331,31.9042
3.659,305.33,31.9083
3.66,305.329,31.9125
3.661,305.328,31.9167
3.662,305.327,31.9208
3.663,305.325,31.925
3.664,305.324,31.9292
3.665,305.323,31.9333
3.666,305.322,31.9375
3.667,305.321,31.9417
3.668,305.319,31.9458
3.669,305.318,31.95
3.67,305.317,31.9542
3.671,305.316,31.9583
3.672,305.314,31.9625
3.673,305.313,31.9667
3.674,305.312,31.9708
3.675,305.311,31.975
3.676,305.31,31.9792
3.677,305.308,31.9833
3.678,305.307,31.9875
3.679,305.306,31.9917
3.68,305.305,31.9958
3.681,305.303,32
3.682,305.302,32.0042
3.683,305.301,32.0083
3.684,305.3,32.0125
3.685,305.299,32.0167
3.686,305.297,32.0208
3.687,305.296,32.025
3.688,305.295,32.0292
3.689,305.294,32.0333
3.69,305.293,32.0375
3.691,305.291,32.0417
3.692,305.29,32.0458
3.693,305.289,32.05
3.694,305.288,32.0542
3.695,305.286,32.0583
3.696,305.285,32.0625
3.697,305.284,32.0667
3.698,305.283,32.0708
3.699,305.282,32.075
3.7,305.28,32.0792
3.701,305.279,32.0833
3.702,305.278,32.0875
3.703,305.277,32.0917
3.704,305.276,32.0958
3.705,305.274,32.1
3.706,305.273,32.1042
3.707,305.272,32.1083
3.708,305.271,32.1125
