Time,circle_SWC_fmu.Circle_SWC_output_Coords_x,circle_SWC_fmu.Circle_SWC_output_Coords_y,circle_SWC_fmu.fmi_loggingOn,circle_SWC_fmu.fmi_pullInputsForInitialization,circle_SWC_fmu.fmi_StartTime,circle_SWC_fmu.fmi_StopTime,circle_SWC_fmu.fmi_NumberOfSteps,circle_SWC_fmu.fmi_CommunicationStepSize,circle_SWC_fmu.stepSizeScaleFactor,circle_SWC_fmu.fmi_forceShutDownAtStopTime
1.542,-0.96,0.3,0,1,0,1,500,0.002,1,0
1.544,-0.96,0.3,0,1,0,1,500,0.002,1,0
1.546,-0.96,0.3,0,1,0,1,500,0.002,1,0
1.546,-0.98,0.2,0,1,0,1,500,0.002,1,0
1.548,-0.98,0.2,0,1,0,1,500,0.002,1,0
1.55,-0.98,0.2,0,1,0,1,500,0.002,1,0
1.552,-0.98,0.2,0,1,0,1,500,0.002,1,0
1.554,-0.98,0.2,0,1,0,1,500,0.002,1,0
1.556,-0.98,0.2,0,1,0,1,500,0.002,1,0
1.556,-1,0.1,0,1,0,1,500,0.002,1,0
1.558,-1,0.1,0,1,0,1,500,0.002,1,0
1.56,-1,0.1,0,1,0,1,500,0.002,1,0
1.562,-1,0.1,0,1,0,1,500,0.002,1,0
1.564,-1,0.1,0,1,0,1,500,0.002,1,0
1.566,-1,0.1,0,1,0,1,500,0.002,1,0
1.566,-1,0,0,1,0,1,500,0.002,1,0
1.568,-1,0,0,1,0,1,500,0.002,1,0
1.57,-1,0,0,1,0,1,500,0.002,1,0
1.572,-1,0,0,1,0,1,500,0.002,1,0
1.574,-1,0,0,1,0,1,500,0.002,1,0
1.576,-1,-0.1,0,1,0,1,500,0.002,1,0
1.578,-1,-0.1,0,1,0,1,500,0.002,1,0
1.58,-1,-0.1,0,1,0,1,500,0.002,1,0
1.582,-1,-0.1,0,1,0,1,500,0.002,1,0
1.584,-1,-0.1,0,1,0,1,500,0.002,1,0
1.586,-1,-0.1,0,1,0,1,500,0.002,1,0
1.586,-0.99,-0.2,0,1,0,1,500,0.002,1,0
1.588,-0.99,-0.2,0,1,0,1,500,0.002,1,0
1.59,-0.99,-0.2,0,1,0,1,500,0.002,1,0
1.592,-0.99,-0.2,0,1,0,1,500,0.002,1,0
1.594,-0.99,-0.2,0,1,0,1,500,0.002,1,0
1.596,-0.99,-0.2,0,1,0,1,500,0.002,1,0
1.596,-0.96,-0.29,0,1,0,1,500,0.002,1,0
1.598,-0.96,-0.29,0,1,0,1,500,0.002,1,0
1.6,-0.96,-0.29,0,1,0,1,500,0.002,1,0
1.602,-0.96,-0.29,0,1,0,1,500,0.002,1,0
1.604,-0.96,-0.29,0,1,0,1,500,0.002,1,0
1.606,-0.96,-0.29,0,1,0,1,500,0.002,1,0
1.606,-0.93,-0.39,0,1,0,1,500,0.002,1,0
1.608,-0.93,-0.39,0,1,0,1,500,0.002,1,0
1.61,-0.93,-0.39,0,1,0,1,500,0.002,1,0
1.612,-0.93,-0.39,0,1,0,1,500,0.002,1,0
1.614,-0.93,-0.39,0,1,0,1,500,0.002,1,0
1.616,-0.89,-0.48,0,1,0,1,500,0.002,1,0
1.618,-0.89,-0.48,0,1,0,1,500,0.002,1,0
1.62,-0.89,-0.48,0,1,0,1,500,0.002,1,0
1.622,-0.89,-0.48,0,1,0,1,500,0.002,1,0
1.624,-0.89,-0.48,0,1,0,1,500,0.002,1,0
1.626,-0.89,-0.48,0,1,0,1,500,0.002,1,0
1.626,-0.83,-0.56,0,1,0,1,500,0.002,1,0
1.628,-0.83,-0.56,0,1,0,1,500,0.002,1,0
1.63,-0.83,-0.56,0,1,0,1,500,0.002,1,0
1.632,-0.83,-0.56,0,1,0,1,500,0.002,1,0
1.634,-0.83,-0.56,0,1,0,1,500,0.002,1,0
1.636,-0.83,-0.56,0,1,0,1,500,0.002,1,0
1.636,-0.77,-0.64,0,1,0,1,500,0.002,1,0
1.638,-0.77,-0.64,0,1,0,1,500,0.002,1,0
1.64,-0.77,-0.64,0,1,0,1,500,0.002,1,0
1.642,-0.77,-0.64,0,1,0,1,500,0.002,1,0
1.644,-0.77,-0.64,0,1,0,1,500,0.002,1,0
1.646,-0.77,-0.64,0,1,0,1,500,0.002,1,0
1.646,-0.71,-0.72,0,1,0,1,500,0.002,1,0
1.648,-0.71,-0.72,0,1,0,1,500,0.002,1,0
1.65,-0.71,-0.72,0,1,0,1,500,0.002,1,0
1.652,-0.71,-0.72,0,1,0,1,500,0.002,1,0
1.654,-0.71,-0.72,0,1,0,1,500,0.002,1,0
1.656,-0.63,-0.78,0,1,0,1,500,0.002,1,0
1.658,-0.63,-0.78,0,1,0,1,500,0.002,1,0
1.66,-0.63,-0.78,0,1,0,1,500,0.002,1,0
1.662,-0.63,-0.78,0,1,0,1,500,0.002,1,0
1.664,-0.63,-0.78,0,1,0,1,500,0.002,1,0
1.666,-0.63,-0.78,0,1,0,1,500,0.002,1,0
1.666,-0.55,-0.84,0,1,0,1,500,0.002,1,0
1.668,-0.55,-0.84,0,1,0,1,500,0.002,1,0
1.67,-0.55,-0.84,0,1,0,1,500,0.002,1,0
1.672,-0.55,-0.84,0,1,0,1,500,0.002,1,0
1.674,-0.55,-0.84,0,1,0,1,500,0.002,1,0
1.676,-0.55,-0.84,0,1,0,1,500,0.002,1,0
1.676,-0.47,-0.89,0,1,0,1,500,0.002,1,0
1.678,-0.47,-0.89,0,1,0,1,500,0.002,1,0
1.68,-0.47,-0.89,0,1,0,1,500,0.002,1,0
1.682,-0.47,-0.89,0,1,0,1,500,0.002,1,0
1.684,-0.47,-0.89,0,1,0,1,500,0.002,1,0
1.686,-0.47,-0.89,0,1,0,1,500,0.002,1,0
1.686,-0.37,-0.93,0,1,0,1,500,0.002,1,0
1.688,-0.37,-0.93,0,1,0,1,500,0.002,1,0
1.69,-0.37,-0.93,0,1,0,1,500,0.002,1,0
1.692,-0.37,-0.93,0,1,0,1,500,0.002,1,0
1.694,-0.37,-0.93,0,1,0,1,500,0.002,1,0
1.696,-0.28,-0.97,0,1,0,1,500,0.002,1,0
1.698,-0.28,-0.97,0,1,0,1,500,0.002,1,0
1.7,-0.28,-0.97,0,1,0,1,500,0.002,1,0
1.702,-0.28,-0.97,0,1,0,1,500,0.002,1,0
1.704,-0.28,-0.97,0,1,0,1,500,0.002,1,0
1.706,-0.28,-0.97,0,1,0,1,500,0.002,1,0
1.706,-0.18,-0.99,0,1,0,1,500,0.002,1,0
1.708,-0.18,-0.99,0,1,0,1,500,0.002,1,0
1.71,-0.18,-0.99,0,1,0,1,500,0.002,1,0
1.712,-0.18,-0.99,0,1,0,1,500,0.002,1,0
1.714,-0.18,-0.99,0,1,0,1,500,0.002,1,0
1.716,-0.18,-0.99,0,1,0,1,500,0.002,1,0
1.716,-0.08,-1,0,1,0,1,500,0.002,1,0
1.718,-0.08,-1,0,1,0,1,500,0.002,1,0
1.72,-0.08,-1,0,1,0,1,500,0.002,1,0
1.722,-0.08,-1,0,1,0,1,500,0.002,1,0
1.724,-0.08,-1,0,1,0,1,500,0.002,1,0
1.726,-0.08,-1,0,1,0,1,500,0.002,1,0
1.726,0.02,-1,0,1,0,1,500,0.002,1,0
1.728,0.02,-1,0,1,0,1,500,0.002,1,0
1.73,0.02,-1,0,1,0,1,500,0.002,1,0
1.732,0.02,-1,0,1,0,1,500,0.002,1,0
1.734,0.02,-1,0,1,0,1,500,0.002,1,0
1.736,0.12,-1,0,1,0,1,500,0.002,1,0
1.738,0.12,-1,0,1,0,1,500,0.002,1,0
1.74,0.12,-1,0,1,0,1,500,0.002,1,0
1.742,0.12,-1,0,1,0,1,500,0.002,1,0
1.744,0.12,-1,0,1,0,1,500,0.002,1,0
1.746,0.12,-1,0,1,0,1,500,0.002,1,0
1.746,0.21,-0.98,0,1,0,1,500,0.002,1,0
1.748,0.21,-0.98,0,1,0,1,500,0.002,1,0
1.75,0.21,-0.98,0,1,0,1,500,0.002,1,0
1.752,0.21,-0.98,0,1,0,1,500,0.002,1,0
1.754,0.21,-0.98,0,1,0,1,500,0.002,1,0
1.756,0.21,-0.98,0,1,0,1,500,0.002,1,0
1.756,0.31,-0.95,0,1,0,1,500,0.002,1,0
1.758,0.31,-0.95,0,1,0,1,500,0.002,1,0
1.76,0.31,-0.95,0,1,0,1,500,0.002,1,0
1.762,0.31,-0.95,0,1,0,1,500,0.002,1,0
1.764,0.31,-0.95,0,1,0,1,500,0.002,1,0
1.766,0.31,-0.95,0,1,0,1,500,0.002,1,0
1.766,0.4,-0.92,0,1,0,1,500,0.002,1,0
1.768,0.4,-0.92,0,1,0,1,500,0.002,1,0
1.77,0.4,-0.92,0,1,0,1,500,0.002,1,0
1.772,0.4,-0.92,0,1,0,1,500,0.002,1,0
1.774,0.4,-0.92,0,1,0,1,500,0.002,1,0
1.776,0.49,-0.87,0,1,0,1,500,0.002,1,0
1.778,0.49,-0.87,0,1,0,1,500,0.002,1,0
1.78,0.49,-0.87,0,1,0,1,500,0.002,1,0
1.782,0.49,-0.87,0,1,0,1,500,0.002,1,0
1.784,0.49,-0.87,0,1,0,1,500,0.002,1,0
1.786,0.49,-0.87,0,1,0,1,500,0.002,1,0
1.786,0.58,-0.82,0,1,0,1,500,0.002,1,0
1.788,0.58,-0.82,0,1,0,1,500,0.002,1,0
1.79,0.58,-0.82,0,1,0,1,500,0.002,1,0
1.792,0.58,-0.82,0,1,0,1,500,0.002,1,0
1.794,0.58,-0.82,0,1,0,1,500,0.002,1,0
1.796,0.58,-0.82,0,1,0,1,500,0.002,1,0
1.796,0.66,-0.76,0,1,0,1,500,0.002,1,0
1.798,0.66,-0.76,0,1,0,1,500,0.002,1,0
1.8,0.66,-0.76,0,1,0,1,500,0.002,1,0
1.802,0.66,-0.76,0,1,0,1,500,0.002,1,0
1.804,0.66,-0.76,0,1,0,1,500,0.002,1,0
1.806,0.66,-0.76,0,1,0,1,500,0.002,1,0
1.806,0.73,-0.69,0,1,0,1,500,0.002,1,0
1.808,0.73,-0.69,0,1,0,1,500,0.002,1,0
1.81,0.73,-0.69,0,1,0,1,500,0.002,1,0
1.812,0.73,-0.69,0,1,0,1,500,0.002,1,0
1.814,0.73,-0.69,0,1,0,1,500,0.002,1,0
1.816,0.79,-0.61,0,1,0,1,500,0.002,1,0
1.818,0.79,-0.61,0,1,0,1,500,0.002,1,0
1.82,0.79,-0.61,0,1,0,1,500,0.002,1,0
1.822,0.79,-0.61,0,1,0,1,500,0.002,1,0
1.824,0.79,-0.61,0,1,0,1,500,0.002,1,0
1.826,0.79,-0.61,0,1,0,1,500,0.002,1,0
1.826,0.85,-0.53,0,1,0,1,500,0.002,1,0
1.828,0.85,-0.53,0,1,0,1,500,0.002,1,0
1.83,0.85,-0.53,0,1,0,1,500,0.002,1,0
1.832,0.85,-0.53,0,1,0,1,500,0.002,1,0
1.834,0.85,-0.53,0,1,0,1,500,0.002,1,0
1.836,0.85,-0.53,0,1,0,1,500,0.002,1,0
1.836,0.9,-0.44,0,1,0,1,500,0.002,1,0
1.838,0.9,-0.44,0,1,0,1,500,0.002,1,0
1.84,0.9,-0.44,0,1,0,1,500,0.002,1,0
1.842,0.9,-0.44,0,1,0,1,500,0.002,1,0
1.844,0.9,-0.44,0,1,0,1,500,0.002,1,0
1.846,0.9,-0.44,0,1,0,1,500,0.002,1,0
1.846,0.93,-0.35,0,1,0,1,500,0.002,1,0
1.848,0.93,-0.35,0,1,0,1,500,0.002,1,0
1.85,0.93,-0.35,0,1,0,1,500,0.002,1,0
1.852,0.93,-0.35,0,1,0,1,500,0.002,1,0
1.854,0.93,-0.35,0,1,0,1,500,0.002,1,0
1.856,0.96,-0.25,0,1,0,1,500,0.002,1,0
1.858,0.96,-0.25,0,1,0,1,500,0.002,1,0
1.86,0.96,-0.25,0,1,0,1,500,0.002,1,0
1.862,0.96,-0.25,0,1,0,1,500,0.002,1,0
1.864,0.96,-0.25,0,1,0,1,500,0.002,1,0
1.866,0.96,-0.25,0,1,0,1,500,0.002,1,0
1.866,0.98,-0.15,0,1,0,1,500,0.002,1,0
1.868,0.98,-0.15,0,1,0,1,500,0.002,1,0
1.87,0.98,-0.15,0,1,0,1,500,0.002,1,0
1.872,0.98,-0.15,0,1,0,1,500,0.002,1,0
1.874,0.98,-0.15,0,1,0,1,500,0.002,1,0
1.876,0.98,-0.15,0,1,0,1,500,0.002,1,0
1.876,0.99,-0.05,0,1,0,1,500,0.002,1,0
1.878,0.99,-0.05,0,1,0,1,500,0.002,1,0
1.88,0.99,-0.05,0,1,0,1,500,0.002,1,0
1.882,0.99,-0.05,0,1,0,1,500,0.002,1,0
1.884,0.99,-0.05,0,1,0,1,500,0.002,1,0
1.886,0.99,-0.05,0,1,0,1,500,0.002,1,0
1.886,0.99,0.05,0,1,0,1,500,0.002,1,0
1.888,0.99,0.05,0,1,0,1,500,0.002,1,0
1.89,0.99,0.05,0,1,0,1,500,0.002,1,0
1.892,0.99,0.05,0,1,0,1,500,0.002,1,0
1.894,0.99,0.05,0,1,0,1,500,0.002,1,0
1.896,0.98,0.14,0,1,0,1,500,0.002,1,0
1.898,0.98,0.14,0,1,0,1,500,0.002,1,0
1.9,0.98,0.14,0,1,0,1,500,0.002,1,0
1.902,0.98,0.14,0,1,0,1,500,0.002,1,0
1.904,0.98,0.14,0,1,0,1,500,0.002,1,0
1.906,0.98,0.14,0,1,0,1,500,0.002,1,0
1.906,0.96,0.24,0,1,0,1,500,0.002,1,0
1.908,0.96,0.24,0,1,0,1,500,0.002,1,0
1.91,0.96,0.24,0,1,0,1,500,0.002,1,0
1.912,0.96,0.24,0,1,0,1,500,0.002,1,0
1.914,0.96,0.24,0,1,0,1,500,0.002,1,0
1.916,0.96,0.24,0,1,0,1,500,0.002,1,0
1.916,0.93,0.34,0,1,0,1,500,0.002,1,0
1.918,0.93,0.34,0,1,0,1,500,0.002,1,0
1.92,0.93,0.34,0,1,0,1,500,0.002,1,0
1.922,0.93,0.34,0,1,0,1,500,0.002,1,0
1.924,0.93,0.34,0,1,0,1,500,0.002,1,0
1.926,0.93,0.34,0,1,0,1,500,0.002,1,0
1.926,0.9,0.43,0,1,0,1,500,0.002,1,0
1.928,0.9,0.43,0,1,0,1,500,0.002,1,0
1.93,0.9,0.43,0,1,0,1,500,0.002,1,0
1.932,0.9,0.43,0,1,0,1,500,0.002,1,0
1.934,0.9,0.43,0,1,0,1,500,0.002,1,0
1.936,0.85,0.52,0,1,0,1,500,0.002,1,0
1.938,0.85,0.52,0,1,0,1,500,0.002,1,0
1.94,0.85,0.52,0,1,0,1,500,0.002,1,0
1.942,0.85,0.52,0,1,0,1,500,0.002,1,0
1.944,0.85,0.52,0,1,0,1,500,0.002,1,0
1.946,0.85,0.52,0,1,0,1,500,0.002,1,0
1.946,0.79,0.6,0,1,0,1,500,0.002,1,0
1.948,0.79,0.6,0,1,0,1,500,0.002,1,0
1.95,0.79,0.6,0,1,0,1,500,0.002,1,0
1.952,0.79,0.6,0,1,0,1,500,0.002,1,0
1.954,0.79,0.6,0,1,0,1,500,0.002,1,0
1.956,0.79,0.6,0,1,0,1,500,0.002,1,0
1.956,0.73,0.68,0,1,0,1,500,0.002,1,0
1.958,0.73,0.68,0,1,0,1,500,0.002,1,0
1.96,0.73,0.68,0,1,0,1,500,0.002,1,0
1.962,0.73,0.68,0,1,0,1,500,0.002,1,0
1.964,0.73,0.68,0,1,0,1,500,0.002,1,0
1.966,0.73,0.68,0,1,0,1,500,0.002,1,0
1.966,0.65,0.75,0,1,0,1,500,0.002,1,0
1.968,0.65,0.75,0,1,0,1,500,0.002,1,0
1.97,0.65,0.75,0,1,0,1,500,0.002,1,0
1.972,0.65,0.75,0,1,0,1,500,0.002,1,0
1.974,0.65,0.75,0,1,0,1,500,0.002,1,0
1.976,0.58,0.81,0,1,0,1,500,0.002,1,0
1.978,0.58,0.81,0,1,0,1,500,0.002,1,0
1.98,0.58,0.81,0,1,0,1,500,0.002,1,0
1.982,0.58,0.81,0,1,0,1,500,0.002,1,0
1.984,0.58,0.81,0,1,0,1,500,0.002,1,0
1.986,0.58,0.81,0,1,0,1,500,0.002,1,0
1.986,0.49,0.86,0,1,0,1,500,0.002,1,0
1.988,0.49,0.86,0,1,0,1,500,0.002,1,0
1.99,0.49,0.86,0,1,0,1,500,0.002,1,0
1.992,0.49,0.86,0,1,0,1,500,0.002,1,0
1.994,0.49,0.86,0,1,0,1,500,0.002,1,0
1.996,0.49,0.86,0,1,0,1,500,0.002,1,0
1.996,0.4,0.91,0,1,0,1,500,0.002,1,0
1.998,0.4,0.91,0,1,0,1,500,0.002,1,0
2,0.4,0.91,0,1,0,1,500,0.002,1,0
2.002,0.4,0.91,0,1,0,1,500,0.002,1,0
2.004,0.4,0.91,0,1,0,1,500,0.002,1,0
2.006,0.4,0.91,0,1,0,1,500,0.002,1,0
2.006,0.31,0.94,0,1,0,1,500,0.002,1,0
2.008,0.31,0.94,0,1,0,1,500,0.002,1,0
2.01,0.31,0.94,0,1,0,1,500,0.002,1,0
2.012,0.31,0.94,0,1,0,1,500,0.002,1,0
2.014,0.31,0.94,0,1,0,1,500,0.002,1,0
2.016,0.21,0.97,0,1,0,1,500,0.002,1,0
2.018,0.21,0.97,0,1,0,1,500,0.002,1,0
2.02,0.21,0.97,0,1,0,1,500,0.002,1,0
2.022,0.21,0.97,0,1,0,1,500,0.002,1,0
2.024,0.21,0.97,0,1,0,1,500,0.002,1,0
2.026,0.21,0.97,0,1,0,1,500,0.002,1,0
2.026,0.12,0.99,0,1,0,1,500,0.002,1,0
2.028,0.12,0.99,0,1,0,1,500,0.002,1,0
2.03,0.12,0.99,0,1,0,1,500,0.002,1,0
2.032,0.12,0.99,0,1,0,1,500,0.002,1,0
2.034,0.12,0.99,0,1,0,1,500,0.002,1,0
2.036,0.12,0.99,0,1,0,1,500,0.002,1,0
2.036,0.02,0.99,0,1,0,1,500,0.002,1,0
2.038,0.02,0.99,0,1,0,1,500,0.002,1,0
2.04,0.02,0.99,0,1,0,1,500,0.002,1,0
2.042,0.02,0.99,0,1,0,1,500,0.002,1,0
2.044,0.02,0.99,0,1,0,1,500,0.002,1,0
2.046,0.02,0.99,0,1,0,1,500,0.002,1,0
2.046,-0.08,0.99,0,1,0,1,500,0.002,1,0
2.048,-0.08,0.99,0,1,0,1,500,0.002,1,0
2.05,-0.08,0.99,0,1,0,1,500,0.002,1,0
2.052,-0.08,0.99,0,1,0,1,500,0.002,1,0
2.054,-0.08,0.99,0,1,0,1,500,0.002,1,0
2.056,-0.18,0.98,0,1,0,1,500,0.002,1,0
2.058,-0.18,0.98,0,1,0,1,500,0.002,1,0
2.06,-0.18,0.98,0,1,0,1,500,0.002,1,0
2.062,-0.18,0.98,0,1,0,1,500,0.002,1,0
2.064,-0.18,0.98,0,1,0,1,500,0.002,1,0
2.066,-0.18,0.98,0,1,0,1,500,0.002,1,0
2.066,-0.28,0.96,0,1,0,1,500,0.002,1,0
2.068,-0.28,0.96,0,1,0,1,500,0.002,1,0
2.07,-0.28,0.96,0,1,0,1,500,0.002,1,0
2.072,-0.28,0.96,0,1,0,1,500,0.002,1,0
2.074,-0.28,0.96,0,1,0,1,500,0.002,1,0
2.076,-0.28,0.96,0,1,0,1,500,0.002,1,0
2.076,-0.38,0.92,0,1,0,1,500,0.002,1,0
2.078,-0.38,0.92,0,1,0,1,500,0.002,1,0
2.08,-0.38,0.92,0,1,0,1,500,0.002,1,0
2.082,-0.38,0.92,0,1,0,1,500,0.002,1,0
2.084,-0.38,0.92,0,1,0,1,500,0.002,1,0
2.086,-0.38,0.92,0,1,0,1,500,0.002,1,0
2.086,-0.47,0.88,0,1,0,1,500,0.002,1,0
2.088,-0.47,0.88,0,1,0,1,500,0.002,1,0
2.09,-0.47,0.88,0,1,0,1,500,0.002,1,0
2.092,-0.47,0.88,0,1,0,1,500,0.002,1,0
2.094,-0.47,0.88,0,1,0,1,500,0.002,1,0
2.096,-0.55,0.83,0,1,0,1,500,0.002,1,0
2.098,-0.55,0.83,0,1,0,1,500,0.002,1,0
2.1,-0.55,0.83,0,1,0,1,500,0.002,1,0
2.102,-0.55,0.83,0,1,0,1,500,0.002,1,0
2.104,-0.55,0.83,0,1,0,1,500,0.002,1,0
2.106,-0.55,0.83,0,1,0,1,500,0.002,1,0
2.106,-0.63,0.77,0,1,0,1,500,0.002,1,0
2.108,-0.63,0.77,0,1,0,1,500,0.002,1,0
2.11,-0.63,0.77,0,1,0,1,500,0.002,1,0
2.112,-0.63,0.77,0,1,0,1,500,0.002,1,0
2.114,-0.63,0.77,0,1,0,1,500,0.002,1,0
2.116,-0.63,0.77,0,1,0,1,500,0.002,1,0
2.116,-0.71,0.71,0,1,0,1,500,0.002,1,0
2.118,-0.71,0.71,0,1,0,1,500,0.002,1,0
2.12,-0.71,0.71,0,1,0,1,500,0.002,1,0
2.122,-0.71,0.71,0,1,0,1,500,0.002,1,0
2.124,-0.71,0.71,0,1,0,1,500,0.002,1,0
2.126,-0.71,0.71,0,1,0,1,500,0.002,1,0
2.126,-0.78,0.63,0,1,0,1,500,0.002,1,0
2.128,-0.78,0.63,0,1,0,1,500,0.002,1,0
2.13,-0.78,0.63,0,1,0,1,500,0.002,1,0
2.132,-0.78,0.63,0,1,0,1,500,0.002,1,0
2.134,-0.78,0.63,0,1,0,1,500,0.002,1,0
2.136,-0.84,0.55,0,1,0,1,500,0.002,1,0
2.138,-0.84,0.55,0,1,0,1,500,0.002,1,0
2.14,-0.84,0.55,0,1,0,1,500,0.002,1,0
2.142,-0.84,0.55,0,1,0,1,500,0.002,1,0
2.144,-0.84,0.55,0,1,0,1,500,0.002,1,0
2.146,-0.84,0.55,0,1,0,1,500,0.002,1,0
2.146,-0.89,0.47,0,1,0,1,500,0.002,1,0
2.148,-0.89,0.47,0,1,0,1,500,0.002,1,0
2.15,-0.89,0.47,0,1,0,1,500,0.002,1,0
2.152,-0.89,0.47,0,1,0,1,500,0.002,1,0
2.154,-0.89,0.47,0,1,0,1,500,0.002,1,0
2.156,-0.89,0.47,0,1,0,1,500,0.002,1,0
2.156,-0.93,0.38,0,1,0,1,500,0.002,1,0
2.158,-0.93,0.38,0,1,0,1,500,0.002,1,0
2.16,-0.93,0.38,0,1,0,1,500,0.002,1,0
2.162,-0.93,0.38,0,1,0,1,500,0.002,1,0
2.164,-0.93,0.38,0,1,0,1,500,0.002,1,0
2.166,-0.93,0.38,0,1,0,1,500,0.002,1,0
2.166,-0.96,0.28,0,1,0,1,500,0.002,1,0
2.168,-0.96,0.28,0,1,0,1,500,0.002,1,0
2.17,-0.96,0.28,0,1,0,1,500,0.002,1,0
2.172,-0.96,0.28,0,1,0,1,500,0.002,1,0
2.174,-0.96,0.28,0,1,0,1,500,0.002,1,0
2.176,-0.99,0.18,0,1,0,1,500,0.002,1,0
2.178,-0.99,0.18,0,1,0,1,500,0.002,1,0
2.18,-0.99,0.18,0,1,0,1,500,0.002,1,0
2.182,-0.99,0.18,0,1,0,1,500,0.002,1,0
2.184,-0.99,0.18,0,1,0,1,500,0.002,1,0
2.186,-0.99,0.18,0,1,0,1,500,0.002,1,0
2.186,-1,0.09,0,1,0,1,500,0.002,1,0
2.188,-1,0.09,0,1,0,1,500,0.002,1,0
2.19,-1,0.09,0,1,0,1,500,0.002,1,0
2.192,-1,0.09,0,1,0,1,500,0.002,1,0
2.194,-1,0.09,0,1,0,1,500,0.002,1,0
2.196,-1,0.09,0,1,0,1,500,0.002,1,0
2.196,-1,-0.01,0,1,0,1,500,0.002,1,0
2.198,-1,-0.01,0,1,0,1,500,0.002,1,0
2.2,-1,-0.01,0,1,0,1,500,0.002,1,0
2.202,-1,-0.01,0,1,0,1,500,0.002,1,0
2.204,-1,-0.01,0,1,0,1,500,0.002,1,0
2.206,-1,-0.01,0,1,0,1,500,0.002,1,0
2.206,-1,-0.11,0,1,0,1,500,0.002,1,0
2.208,-1,-0.11,0,1,0,1,500,0.002,1,0
2.21,-1,-0.11,0,1,0,1,500,0.002,1,0
2.212,-1,-0.11,0,1,0,1,500,0.002,1,0
2.214,-1,-0.11,0,1,0,1,500,0.002,1,0
2.216,-0.98,-0.21,0,1,0,1,500,0.002,1,0
2.218,-0.98,-0.21,0,1,0,1,500,0.002,1,0
2.22,-0.98,-0.21,0,1,0,1,500,0.002,1,0
2.222,-0.98,-0.21,0,1,0,1,500,0.002,1,0
2.224,-0.98,-0.21,0,1,0,1,500,0.002,1,0
2.226,-0.98,-0.21,0,1,0,1,500,0.002,1,0
2.226,-0.96,-0.31,0,1,0,1,500,0.002,1,0
2.228,-0.96,-0.31,0,1,0,1,500,0.002,1,0
2.23,-0.96,-0.31,0,1,0,1,500,0.002,1,0
2.232,-0.96,-0.31,0,1,0,1,500,0.002,1,0
2.234,-0.96,-0.31,0,1,0,1,500,0.002,1,0
2.236,-0.96,-0.31,0,1,0,1,500,0.002,1,0
2.236,-0.92,-0.4,0,1,0,1,500,0.002,1,0
2.238,-0.92,-0.4,0,1,0,1,500,0.002,1,0
2.24,-0.92,-0.4,0,1,0,1,500,0.002,1,0
2.242,-0.92,-0.4,0,1,0,1,500,0.002,1,0
2.244,-0.92,-0.4,0,1,0,1,500,0.002,1,0
2.246,-0.92,-0.4,0,1,0,1,500,0.002,1,0
2.246,-0.88,-0.49,0,1,0,1,500,0.002,1,0
2.248,-0.88,-0.49,0,1,0,1,500,0.002,1,0
2.25,-0.88,-0.49,0,1,0,1,500,0.002,1,0
2.252,-0.88,-0.49,0,1,0,1,500,0.002,1,0
2.254,-0.88,-0.49,0,1,0,1,500,0.002,1,0
2.256,-0.83,-0.58,0,1,0,1,500,0.002,1,0
2.258,-0.83,-0.58,0,1,0,1,500,0.002,1,0
2.26,-0.83,-0.58,0,1,0,1,500,0.002,1,0
2.262,-0.83,-0.58,0,1,0,1,500,0.002,1,0
2.264,-0.83,-0.58,0,1,0,1,500,0.002,1,0
2.266,-0.83,-0.58,0,1,0,1,500,0.002,1,0
2.266,-0.76,-0.66,0,1,0,1,500,0.002,1,0
2.268,-0.76,-0.66,0,1,0,1,500,0.002,1,0
2.27,-0.76,-0.66,0,1,0,1,500,0.002,1,0
2.272,-0.76,-0.66,0,1,0,1,500,0.002,1,0
2.274,-0.76,-0.66,0,1,0,1,500,0.002,1,0
2.276,-0.76,-0.66,0,1,0,1,500,0.002,1,0
2.276,-0.7,-0.73,0,1,0,1,500,0.002,1,0
2.278,-0.7,-0.73,0,1,0,1,500,0.002,1,0
2.28,-0.7,-0.73,0,1,0,1,500,0.002,1,0
2.282,-0.7,-0.73,0,1,0,1,500,0.002,1,0
2.284,-0.7,-0.73,0,1,0,1,500,0.002,1,0
2.286,-0.7,-0.73,0,1,0,1,500,0.002,1,0
2.286,-0.62,-0.79,0,1,0,1,500,0.002,1,0
2.288,-0.62,-0.79,0,1,0,1,500,0.002,1,0
2.29,-0.62,-0.79,0,1,0,1,500,0.002,1,0
2.292,-0.62,-0.79,0,1,0,1,500,0.002,1,0
2.294,-0.62,-0.79,0,1,0,1,500,0.002,1,0
2.296,-0.54,-0.85,0,1,0,1,500,0.002,1,0
2.298,-0.54,-0.85,0,1,0,1,500,0.002,1,0
2.3,-0.54,-0.85,0,1,0,1,500,0.002,1,0
2.302,-0.54,-0.85,0,1,0,1,500,0.002,1,0
2.304,-0.54,-0.85,0,1,0,1,500,0.002,1,0
2.306,-0.54,-0.85,0,1,0,1,500,0.002,1,0
2.306,-0.45,-0.9,0,1,0,1,500,0.002,1,0
2.308,-0.45,-0.9,0,1,0,1,500,0.002,1,0
2.31,-0.45,-0.9,0,1,0,1,500,0.002,1,0
2.312,-0.45,-0.9,0,1,0,1,500,0.002,1,0
2.314,-0.45,-0.9,0,1,0,1,500,0.002,1,0
