"time","freqHz","T2","T3","J1.flange_a.phi","J1.flange_a.tau","J1.flange_b.phi","J1.flange_b.tau","J1.J","J1.phi","der(J1.phi)"
0.834,0.2,0.4,0.9,5.42946,8.79859,5.42946,-4.99707,1,5.42946,3.39113
0.8355,0.2,0.4,0.9,5.43456,9.01269,5.43456,-4.98073,1,5.43456,3.39701
0.837,0.2,0.4,0.9,5.43966,9.20678,5.43966,-4.96438,1,5.43966,3.40321
0.8385,0.2,0.4,0.9,5.44477,9.38043,5.44477,-4.94801,1,5.44477,3.40972
0.84,0.2,0.4,0.9,5.44988,9.53325,5.44988,-4.93162,1,5.44988,3.4165
0.8415,0.2,0.4,0.9,5.45501,9.6649,5.45501,-4.91521,1,5.45501,3.42351
0.843,0.2,0.4,0.9,5.46016,9.77509,5.46016,-4.89879,1,5.46016,3.43074
0.8445,0.2,0.4,0.9,5.46531,9.86359,5.46531,-4.88235,1,5.46531,3.43813
0.846,0.2,0.4,0.9,5.47047,9.93018,5.47047,-4.86589,1,5.47047,3.44567
0.8475,0.2,0.4,0.9,5.47564,9.97472,5.47564,-4.84941,1,5.47564,3.45331
0.849,0.2,0.4,0.9,5.48083,9.99712,5.48083,-4.83292,1,5.48083,3.46103
0.8505,0.2,0.4,0.9,5.48603,9.99732,5.48603,-4.81641,1,5.48603,3.4688
0.852,0.2,0.4,0.9,5.49124,9.97533,5.49124,-4.79988,1,5.49124,3.47657
0.8535,0.2,0.4,0.9,5.49646,9.93119,5.49646,-4.78333,1,5.49646,3.48431
0.855,0.2,0.4,0.9,5.50169,9.865,5.50169,-4.76677,1,5.50169,3.492
0.8565,0.2,0.4,0.9,5.50693,9.7769,5.50693,-4.75019,1,5.50693,3.49959
0.858,0.2,0.4,0.9,5.51219,9.6671,5.51219,-4.7336,1,5.51219,3.50707
0.8595,0.2,0.4,0.9,5.51745,9.53583,5.51745,-4.71699,1,5.51745,3.51438
0.861,0.2,0.4,0.9,5.52273,9.3834,5.52273,-4.70036,1,5.52273,3.52151
0.8625,0.2,0.4,0.9,5.52802,9.21013,5.52802,-4.68371,1,5.52802,3.52842
0.864,0.2,0.4,0.9,5.53332,9.01641,5.53332,-4.66705,1,5.53332,3.53508
0.8655,0.2,0.4,0.9,5.53862,8.80267,5.53862,-4.65037,1,5.53862,3.54146
0.867,0.2,0.4,0.9,5.54394,8.56939,5.54394,-4.63367,1,5.54394,3.54753
0.8685,0.2,0.4,0.9,5.54927,8.31708,5.54927,-4.61696,1,5.54927,3.55326
0.87,0.2,0.4,0.9,5.5546,8.0463,5.5546,-4.60023,1,5.5546,3.55862
0.8715,0.2,0.4,0.9,5.55994,7.75767,5.55994,-4.58349,1,5.55994,3.56359
0.873,0.2,0.4,0.9,5.56529,7.4518,5.56529,-4.56673,1,5.56529,3.56814
0.8745,0.2,0.4,0.9,5.57065,7.12939,5.57065,-4.54995,1,5.57065,3.57224
0.876,0.2,0.4,0.9,5.57601,6.79116,5.57601,-4.53316,1,5.57601,3.57587
0.8775,0.2,0.4,0.9,5.58137,6.43784,5.58137,-4.51635,1,5.58137,3.579
0.879,0.2,0.4,0.9,5.58674,6.07023,5.58674,-4.49952,1,5.58674,3.58162
0.8805,0.2,0.4,0.9,5.59212,5.68915,5.59212,-4.48268,1,5.59212,3.58371
0.882,0.2,0.4,0.9,5.59749,5.29543,5.59749,-4.46582,1,5.59749,3.58524
0.8835,0.2,0.4,0.9,5.60287,4.88996,5.60287,-4.44895,1,5.60287,3.58619
0.885,0.2,0.4,0.9,5.60825,4.47362,5.60825,-4.43206,1,5.60825,3.58655
0.8865,0.2,0.4,0.9,5.61363,4.04736,5.61363,-4.41515,1,5.61363,3.58631
0.888,0.2,0.4,0.9,5.61901,3.61211,5.61901,-4.39823,1,5.61901,3.58545
0.8895,0.2,0.4,0.9,5.62439,3.16884,5.62439,-4.3813,1,5.62439,3.58395
0.891,0.2,0.4,0.9,5.62976,2.71853,5.62976,-4.36435,1,5.62976,3.5818
0.8925,0.2,0.4,0.9,5.63513,2.26219,5.63513,-4.34738,1,5.63513,3.57901
0.894,0.2,0.4,0.9,5.6405,1.80083,5.6405,-4.33039,1,5.6405,3.57555
0.8955,0.2,0.4,0.9,5.64586,1.33547,5.64586,-4.3134,1,5.64586,3.57142
0.897,0.2,0.4,0.9,5.65121,0.867139,5.65121,-4.29638,1,5.65121,3.56661
0.8985,0.2,0.4,0.9,5.65656,0.396886,5.65656,-4.27935,1,5.65656,3.56113
0.9,0.2,0.4,0.9,5.66106,1.10218E-14,5.66106,-4.265,1,5.66106,3.55598
0.9015,0.2,0.4,0.9,5.66663,-0.492748,5.66663,-4.24715,1,5.66663,3.54892
0.903,0.2,0.4,0.9,5.67195,-0.962693,5.67195,-4.23008,1,5.67195,3.54147
0.9045,0.2,0.4,0.9,5.67725,-1.4305,5.67725,-4.21299,1,5.67725,3.53334
0.906,0.2,0.4,0.9,5.68255,-1.89513,5.68255,-4.19589,1,5.68255,3.52454
0.9075,0.2,0.4,0.9,5.68993,-2.53771,5.68993,-1.64153,1,5.68993,3.51484
0.909,0.2,0.4,0.9,5.6952,-2.99053,5.6952,-1.33965,1,5.6952,3.50846
0.9105,0.2,0.4,0.9,5.70046,-3.43672,5.70046,-1.04219,1,5.70046,3.50185
0.912,0.2,0.4,0.9,5.7057,-3.87528,5.7057,-0.749816,1,5.7057,3.49502
0.9135,0.2,0.4,0.9,5.71094,-4.30523,5.71094,-0.463181,1,5.71094,3.48798
0.915,0.2,0.4,0.9,5.71617,-4.72562,5.71617,-0.182918,1,5.71617,3.48072
0.9165,0.2,0.4,0.9,5.72138,-5.13552,5.72138,0.0903496,1,5.72138,3.47326
0.918,0.2,0.4,0.9,5.72659,-5.53402,5.72659,0.356016,1,5.72659,3.46559
0.9195,0.2,0.4,0.9,5.73178,-5.92024,5.73178,0.613491,1,5.73178,3.45772
0.921,0.2,0.4,0.9,5.73696,-6.29331,5.73696,0.862204,1,5.73696,3.44967
0.9225,0.2,0.4,0.9,5.74213,-6.6524,5.74213,1.1016,1,5.74213,3.44143
0.924,0.2,0.4,0.9,5.74728,-6.99673,5.74728,1.33115,1,5.74728,3.43302
0.9255,0.2,0.4,0.9,5.75243,-7.32552,5.75243,1.55035,1,5.75243,3.42444
0.927,0.2,0.4,0.9,5.75756,-7.63804,5.75756,1.7587,1,5.75756,3.4157
0.9285,0.2,0.4,0.9,5.76267,-7.93361,5.76267,1.95574,1,5.76267,3.4068
0.93,0.2,0.4,0.9,5.76778,-8.21157,5.76778,2.14104,1,5.76778,3.39777
0.9315,0.2,0.4,0.9,5.77287,-8.47129,5.77287,2.31419,1,5.77287,3.38859
0.933,0.2,0.4,0.9,5.77794,-8.7122,5.77794,2.4748,1,5.77794,3.3793
0.9345,0.2,0.4,0.9,5.78301,-8.93377,5.78301,2.62251,1,5.78301,3.36989
0.936,0.2,0.4,0.9,5.78805,-9.13551,5.78805,2.757,1,5.78805,3.36037
0.9375,0.2,0.4,0.9,5.79309,-9.31696,5.79309,2.87797,1,5.79309,3.35075
0.939,0.2,0.4,0.9,5.79811,-9.47773,5.79811,2.98515,1,5.79811,3.34105
0.9405,0.2,0.4,0.9,5.80311,-9.61745,5.80311,3.0783,1,5.80311,3.33128
0.942,0.2,0.4,0.9,5.8081,-9.73582,5.8081,3.15721,1,5.8081,3.32144
0.9435,0.2,0.4,0.9,5.81307,-9.83257,5.81307,3.22172,1,5.81307,3.31155
0.945,0.2,0.4,0.9,5.81803,-9.9075,5.81803,3.27166,1,5.81803,3.30161
0.9465,0.2,0.4,0.9,5.82298,-9.96042,5.82298,3.30695,1,5.82298,3.29164
0.948,0.2,0.4,0.9,5.82791,-9.99123,5.82791,3.32749,1,5.82791,3.28165
0.9495,0.2,0.4,0.9,5.83282,-9.99986,5.83282,3.33324,1,5.83282,3.27166
0.951,0.2,0.4,0.9,5.83772,-9.98629,5.83772,3.32419,1,5.83772,3.26166
0.9525,0.2,0.4,0.9,5.84261,-9.95054,5.84261,3.30036,1,5.84261,3.25167
0.954,0.2,0.4,0.9,5.84748,-9.8927,5.84748,3.2618,1,5.84748,3.24171
0.9555,0.2,0.4,0.9,5.85233,-9.8129,5.85233,3.2086,1,5.85233,3.23178
0.957,0.2,0.4,0.9,5.85717,-9.71131,5.85717,3.14087,1,5.85717,3.2219
0.9585,0.2,0.4,0.9,5.862,-9.58816,5.862,3.05877,1,5.862,3.21208
0.96,0.2,0.4,0.9,5.86681,-9.44372,5.86681,2.96248,1,5.86681,3.20232
0.9615,0.2,0.4,0.9,5.87161,-9.27831,5.87161,2.85221,1,5.87161,3.19264
0.963,0.2,0.4,0.9,5.87639,-9.09231,5.87639,2.7282,1,5.87639,3.18304
0.9645,0.2,0.4,0.9,5.88116,-8.88611,5.88116,2.59074,1,5.88116,3.17355
0.966,0.2,0.4,0.9,5.88591,-8.66019,5.88591,2.44013,1,5.88591,3.16416
0.9675,0.2,0.4,0.9,5.89065,-8.41504,5.89065,2.27669,1,5.89065,3.15489
0.969,0.2,0.4,0.9,5.89537,-8.1512,5.89537,2.1008,1,5.89537,3.14575
0.9705,0.2,0.4,0.9,5.90009,-7.86927,5.90009,1.91285,1,5.90009,3.13674
0.972,0.2,0.4,0.9,5.90478,-7.56987,5.90478,1.71324,1,5.90478,3.12788
0.9735,0.2,0.4,0.9,5.90947,-7.25365,5.90947,1.50244,1,5.90947,3.11917
0.975,0.2,0.4,0.9,5.91414,-6.92134,5.91414,1.28089,1,5.91414,3.11063
0.9765,0.2,0.4,0.9,5.9188,-6.57365,5.9188,1.0491,1,5.9188,3.10226
0.978,0.2,0.4,0.9,5.92345,-6.21138,5.92345,0.807584,1,5.92345,3.09406
0.9795,0.2,0.4,0.9,5.92808,-5.83531,5.92808,0.556871,1,5.92808,3.08605
0.981,0.2,0.4,0.9,5.93271,-5.44628,5.93271,0.297521,1,5.93271,3.07823
0.9825,0.2,0.4,0.9,5.93732,-5.04516,5.93732,0.0301091,1,5.93732,3.0706
0.984,0.2,0.4,0.9,5.94192,-4.63284,5.94192,-0.24477,1,5.94192,3.06318
0.9855,0.2,0.4,0.9,5.94651,-4.21024,5.94651,-0.526507,1,5.94651,3.05597
0.987,0.2,0.4,0.9,5.95109,-3.77829,5.95109,-0.814475,1,5.95109,3.04897
0.9885,0.2,0.4,0.9,5.95566,-3.33795,5.95566,-1.10804,1,5.95566,3.04219
0.99,0.2,0.4,0.9,5.96021,-2.89019,5.96021,-1.40654,1,5.96021,3.03564
0.9915,0.2,0.4,0.9,5.96476,-2.43602,5.96476,-1.70932,1,5.96476,3.02931
0.993,0.2,0.4,0.9,5.9693,-1.97645,5.9693,-2.0157,1,5.9693,3.0232
0.9945,0.2,0.4,0.9,5.97383,-1.51248,5.97383,-2.32501,1,5.97383,3.01733
0.996,0.2,0.4,0.9,5.97835,-1.04515,5.97835,-2.63656,1,5.97835,3.01169
0.9975,0.2,0.4,0.9,5.98287,-0.57551,5.98287,-2.94966,1,5.98287,3.00629
0.999,0.2,0.4,0.9,5.98737,-0.104587,5.98737,-3.26361,1,5.98737,3.00112
1.0005,0.2,0.4,0.9,5.98999,0.169006,5.98999,-3.09131,1,5.98999,2.99829
1.002,0.2,0.4,0.9,5.99632,0.832309,5.99632,-3.06603,1,5.99632,2.99284
1.0035,0.2,0.4,0.9,6.00081,1.30081,6.00081,-3.04809,1,6.00081,2.98985
1.005,0.2,0.4,0.9,6.00529,1.76643,6.00529,-3.03013,1,6.00529,2.9876
1.0065,0.2,0.4,0.9,6.00977,2.22813,6.00977,-3.01216,1,6.00977,2.98606
1.008,0.2,0.4,0.9,6.01425,2.68488,6.01425,-2.99418,1,6.01425,2.98524
1.0095,0.2,0.4,0.9,6.01873,3.13567,6.01873,-2.97619,1,6.01873,2.98513
1.011,0.2,0.4,0.9,6.0232,3.57949,6.0232,-2.95819,1,6.0232,2.98572
1.0125,0.2,0.4,0.9,6.02768,4.01537,6.02768,-2.94018,1,6.02768,2.98699
1.014,0.2,0.4,0.9,6.03216,4.44233,6.03216,-2.92216,1,6.03216,2.98894
1.0155,0.2,0.4,0.9,6.03665,4.85943,6.03665,-2.90413,1,6.03665,2.99154
1.017,0.2,0.4,0.9,6.04114,5.26575,6.04114,-2.88608,1,6.04114,2.9948
1.0185,0.2,0.4,0.9,6.04563,5.66037,6.04563,-2.86803,1,6.04563,2.99868
1.02,0.2,0.4,0.9,6.05014,6.04242,6.05014,-2.84997,1,6.05014,3.00317
1.0215,0.2,0.4,0.9,6.05464,6.41105,6.05464,-2.83189,1,6.05464,3.00825
1.023,0.2,0.4,0.9,6.05916,6.76546,6.05916,-2.81381,1,6.05916,3.0139
1.0245,0.2,0.4,0.9,6.06369,7.10484,6.06369,-2.79572,1,6.06369,3.0201
1.026,0.2,0.4,0.9,6.06822,7.42845,6.06822,-2.77762,1,6.06822,3.02682
1.0275,0.2,0.4,0.9,6.07277,7.73556,6.07277,-2.7595,1,6.07277,3.03404
1.029,0.2,0.4,0.9,6.07732,8.0255,6.07732,-2.74138,1,6.07732,3.04174
1.0305,0.2,0.4,0.9,6.08189,8.29762,6.08189,-2.72325,1,6.08189,3.04988
1.032,0.2,0.4,0.9,6.08647,8.55132,6.08647,-2.70511,1,6.08647,3.05845
1.0335,0.2,0.4,0.9,6.09107,8.78603,6.09107,-2.68695,1,6.09107,3.06741
1.035,0.2,0.4,0.9,6.09568,9.00124,6.09568,-2.66879,1,6.09568,3.07674
1.0365,0.2,0.4,0.9,6.1003,9.19645,6.1003,-2.65062,1,6.1003,3.0864
1.038,0.2,0.4,0.9,6.10494,9.37126,6.10494,-2.63244,1,6.10494,3.09637
1.0395,0.2,0.4,0.9,6.10959,9.52525,6.10959,-2.61425,1,6.10959,3.10661
1.041,0.2,0.4,0.9,6.11426,9.6581,6.11426,-2.59605,1,6.11426,3.11709
1.0425,0.2,0.4,0.9,6.11894,9.7695,6.11894,-2.57785,1,6.11894,3.12778
1.044,0.2,0.4,0.9,6.12364,9.85921,6.12364,-2.55963,1,6.12364,3.13865
1.0455,0.2,0.4,0.9,6.12836,9.92703,6.12836,-2.5414,1,6.12836,3.14967
1.047,0.2,0.4,0.9,6.13309,9.97282,6.13309,-2.52317,1,6.13309,3.1608
1.0485,0.2,0.4,0.9,6.13784,9.99646,6.13784,-2.50492,1,6.13784,3.17201
1.05,0.2,0.4,0.9,6.1426,9.9979,6.1426,-2.48667,1,6.1426,3.18326
1.0515,0.2,0.4,0.9,6.14739,9.97715,6.14739,-2.46841,1,6.14739,3.19453
1.053,0.2,0.4,0.9,6.15219,9.93424,6.15219,-2.45014,1,6.15219,3.20578
1.0545,0.2,0.4,0.9,6.157,9.86928,6.157,-2.43186,1,6.157,3.21697
1.056,0.2,0.4,0.9,6.16184,9.78241,6.16184,-2.41357,1,6.16184,3.22808
1.0575,0.2,0.4,0.9,6.16669,9.67381,6.16669,-2.39527,1,6.16669,3.23907
1.059,0.2,0.4,0.9,6.17156,9.54374,6.17156,-2.37697,1,6.17156,3.2499
1.0605,0.2,0.4,0.9,6.17644,9.39248,6.17644,-2.35866,1,6.17644,3.26056
1.062,0.2,0.4,0.9,6.18134,9.22037,6.18134,-2.34033,1,6.18134,3.27099
1.0635,0.2,0.4,0.9,6.18625,9.02778,6.18625,-2.322,1,6.18625,3.28119
1.065,0.2,0.4,0.9,6.19118,8.81515,6.19118,-2.30367,1,6.19118,3.2911
1.0665,0.2,0.4,0.9,6.19612,8.58295,6.19612,-2.28532,1,6.19612,3.30071
1.068,0.2,0.4,0.9,6.20108,8.33169,6.20108,-2.26696,1,6.20108,3.30998
1.0695,0.2,0.4,0.9,6.20605,8.06194,6.20605,-2.2486,1,6.20605,3.3189
1.071,0.2,0.4,0.9,6.21104,7.77428,6.21104,-2.23023,1,6.21104,3.32742
1.0725,0.2,0.4,0.9,6.21604,7.46936,6.21604,-2.21185,1,6.21604,3.33552
1.074,0.2,0.4,0.9,6.22105,7.14786,6.22105,-2.19347,1,6.22105,3.34318
1.0755,0.2,0.4,0.9,6.22607,6.81049,6.22607,-2.17507,1,6.22607,3.35037
1.077,0.2,0.4,0.9,6.2311,6.458,6.2311,-2.15667,1,6.2311,3.35708
1.0785,0.2,0.4,0.9,6.23614,6.09117,6.23614,-2.13826,1,6.23614,3.36327
1.08,0.2,0.4,0.9,6.24119,5.71082,6.24119,-2.11984,1,6.24119,3.36893
1.0815,0.2,0.4,0.9,6.24624,5.31778,6.24624,-2.10142,1,6.24624,3.37404
1.083,0.2,0.4,0.9,6.25131,4.91294,6.25131,-2.08298,1,6.25131,3.37857
1.0845,0.2,0.4,0.9,6.25638,4.4972,6.25638,-2.06454,1,6.25638,3.38252
1.086,0.2,0.4,0.9,6.26146,4.07146,6.26146,-2.0461,1,6.26146,3.38587
1.0875,0.2,0.4,0.9,6.26654,3.63669,6.26654,-2.02764,1,6.26654,3.38859
1.089,0.2,0.4,0.9,6.27162,3.19384,6.27162,-2.00918,1,6.27162,3.39069
1.0905,0.2,0.4,0.9,6.27671,2.74391,6.27671,-1.99071,1,6.27671,3.39214
1.092,0.2,0.4,0.9,6.2818,2.28788,6.2818,-1.97224,1,6.2818,3.39295
1.0935,0.2,0.4,0.9,6.28689,1.82677,6.28689,-1.95375,1,6.28689,3.39309
1.095,0.2,0.4,0.9,6.29198,1.3616,6.29198,-1.93526,1,6.29198,3.39256
1.0965,0.2,0.4,0.9,6.29706,0.89341,6.29706,-1.91677,1,6.29706,3.39137
1.098,0.2,0.4,0.9,6.30215,0.423238,6.30215,-1.89826,1,6.30215,3.38949
1.0995,0.2,0.4,0.9,6.30723,-0.0478744,6.30723,-1.87975,1,6.30723,3.38694
1.101,0.2,0.4,0.9,6.31231,-0.51888,6.31231,-1.86124,1,6.31231,3.38371
1.1025,0.2,0.4,0.9,6.31738,-0.988734,6.31738,-1.84271,1,6.31738,3.3798
1.104,0.2,0.4,0.9,6.32245,-1.45639,6.32245,-1.82418,1,6.32245,3.37522
1.1055,0.2,0.4,0.9,6.32751,-1.92082,6.32751,-1.80565,1,6.32751,3.36996
1.107,0.2,0.4,0.9,6.33256,-2.38098,6.33256,-1.7871,1,6.33256,3.36404
1.1085,0.2,0.4,0.9,6.3376,-2.83585,6.3376,-1.76855,1,6.3376,3.35746
1.11,0.2,0.4,0.9,6.34263,-3.28443,6.34263,-1.75,1,6.34263,3.35023
1.1115,0.2,0.4,0.9,6.34765,-3.72572,6.34765,-1.73144,1,6.34765,3.34236
1.113,0.2,0.4,0.9,6.35266,-4.15873,6.35266,-1.71287,1,6.35266,3.33386
1.1145,0.2,0.4,0.9,6.35765,-4.58251,6.35765,-1.6943,1,6.35765,3.32475
1.116,0.2,0.4,0.9,6.36263,-4.99612,6.36263,-1.67572,1,6.36263,3.31504
1.1175,0.2,0.4,0.9,6.3676,-5.39863,6.3676,-1.65713,1,6.3676,3.30474
1.119,0.2,0.4,0.9,6.37254,-5.78916,6.37254,-1.63854,1,6.37254,3.29388
1.1205,0.2,0.4,0.9,6.37748,-6.16683,6.37748,-1.61994,1,6.37748,3.28246
1.122,0.2,0.4,0.9,6.38239,-6.53081,6.38239,-1.60134,1,6.38239,3.27052
1.1235,0.2,0.4,0.9,6.38729,-6.88029,6.38729,-1.58273,1,6.38729,3.25807
1.125,0.2,0.4,0.9,6.39217,-7.2145,6.39217,-1.56411,1,6.39217,3.24514
1.1265,0.2,0.4,0.9,6.39702,-7.53268,6.39702,-1.54549,1,6.39702,3.23175
1.128,0.2,0.4,0.9,6.40186,-7.83415,6.40186,-1.52687,1,6.40186,3.21791
1.1295,0.2,0.4,0.9,6.40668,-8.11822,6.40668,-1.50824,1,6.40668,3.20367
1.131,0.2,0.4,0.9,6.41147,-8.38426,6.41147,-1.4896,1,6.41147,3.18904
1.1325,0.2,0.4,0.9,6.41624,-8.63169,6.41624,-1.47096,1,6.41624,3.17406
1.134,0.2,0.4,0.9,6.42099,-8.85996,6.42099,-1.45231,1,6.42099,3.15875
1.1355,0.2,0.4,0.9,6.42572,-9.06855,6.42572,-1.43366,1,6.42572,3.14313
1.137,0.2,0.4,0.9,6.43042,-9.25701,6.43042,-1.415,1,6.43042,3.12725
1.1385,0.2,0.4,0.9,6.4351,-9.42492,6.4351,-1.39634,1,6.4351,3.11113
1.14,0.2,0.4,0.9,6.43976,-9.5719,6.43976,-1.37767,1,6.43976,3.0948
1.1415,0.2,0.4,0.9,6.44439,-9.69763,6.44439,-1.359,1,6.44439,3.07829
1.143,0.2,0.4,0.9,6.44899,-9.80182,6.44899,-1.34032,1,6.44899,3.06164
1.1445,0.2,0.4,0.9,6.45258,-9.86818,6.45258,-1.32571,1,6.45258,3.04853
1.146,0.2,0.4,0.9,6.45714,-9.93346,6.45714,-1.30702,1,6.45714,3.0317
1.1475,0.2,0.4,0.9,6.46167,-9.97668,6.46167,-1.28833,1,6.46167,3.01482
1.149,0.2,0.4,0.9,6.46618,-9.99776,6.46618,-1.26964,1,6.46618,2.99793
1.1505,0.2,0.4,0.9,6.47066,-9.99663,6.47066,-1.25094,1,6.47066,2.98104
1.152,0.2,0.4,0.9,6.47512,-9.97332,6.47512,-1.23223,1,6.47512,2.96419
1.1535,0.2,0.4,0.9,6.47956,-9.92786,6.47956,-1.21353,1,6.47956,2.94743
1.155,0.2,0.4,0.9,6.48397,-9.86035,6.48397,-1.19481,1,6.48397,2.93078
1.1565,0.2,0.4,0.9,6.48835,-9.77096,6.48835,-1.1761,1,6.48835,2.91428
1.158,0.2,0.4,0.9,6.49271,-9.65987,6.49271,-1.15738,1,6.49271,2.89795
1.1595,0.2,0.4,0.9,6.49704,-9.52733,6.49704,-1.13865,1,6.49704,2.88184
1.161,0.2,0.4,0.9,6.50135,-9.37364,6.50135,-1.11992,1,6.50135,2.86596
1.1625,0.2,0.4,0.9,6.50564,-9.19914,6.50564,-1.10119,1,6.50564,2.85037
1.164,0.2,0.4,0.9,6.50991,-9.00421,6.50991,-1.08245,1,6.50991,2.83507
1.1655,0.2,0.4,0.9,6.51415,-8.7893,6.51415,-1.06371,1,6.51415,2.82012
1.167,0.2,0.4,0.9,6.51837,-8.55486,6.51837,-1.04497,1,6.51837,2.80552
1.1685,0.2,0.4,0.9,6.52256,-8.30144,6.52256,-1.02622,1,6.52256,2.79133
1.17,0.2,0.4,0.9,6.52674,-8.02958,6.52674,-1.00747,1,6.52674,2.77755
1.1715,0.2,0.4,0.9,6.5309,-7.73989,6.5309,-0.988711,1,6.5309,2.76422
1.173,0.2,0.4,0.9,6.53503,-7.43303,6.53503,-0.969952,1,6.53503,2.75137
1.1745,0.2,0.4,0.9,6.53915,-7.10965,6.53915,-0.95119,1,6.53915,2.73902
1.176,0.2,0.4,0.9,6.54325,-6.77049,6.54325,-0.932424,1,6.54325,2.7272
1.1775,0.2,0.4,0.9,6.54733,-6.4163,6.54733,-0.913655,1,6.54733,2.71592
1.179,0.2,0.4,0.9,6.5514,-6.04787,6.5514,-0.894882,1,6.5514,2.70522
1.1805,0.2,0.4,0.9,6.55545,-5.66601,6.55545,-0.876107,1,6.55545,2.6951
1.182,0.2,0.4,0.9,6.55948,-5.27156,6.55948,-0.857328,1,6.55948,2.6856
1.1835,0.2,0.4,0.9,6.56351,-4.86541,6.56351,-0.838547,1,6.56351,2.67672
1.185,0.2,0.4,0.9,6.56752,-4.44846,6.56752,-0.819762,1,6.56752,2.66849
1.1865,0.2,0.4,0.9,6.57151,-4.02164,6.57151,-0.800974,1,6.57151,2.66092
1.188,0.2,0.4,0.9,6.5755,-3.58588,6.5755,-0.782184,1,6.5755,2.65403
1.1895,0.2,0.4,0.9,6.57947,-3.14216,6.57947,-0.763391,1,6.57947,2.64782
1.191,0.2,0.4,0.9,6.58344,-2.69147,6.58344,-0.744595,1,6.58344,2.64231
1.1925,0.2,0.4,0.9,6.5874,-2.2348,6.5874,-0.725796,1,6.5874,2.63751
1.194,0.2,0.4,0.9,6.59135,-1.77317,6.59135,-0.706995,1,6.59135,2.63343
1.1955,0.2,0.4,0.9,6.5953,-1.3076,6.5953,-0.688192,1,6.5953,2.63008
1.197,0.2,0.4,0.9,6.59925,-0.839128,6.59925,-0.669385,1,6.59925,2.62745
1.1985,0.2,0.4,0.9,6.60319,-0.368793,6.60319,-0.650577,1,6.60319,2.62555
1.2,0.2,0.4,0.9,6.60712,0.102361,6.60712,-0.631766,1,6.60712,2.62439
1.2015,0.2,0.4,0.9,6.61106,0.573287,6.61106,-0.612953,1,6.61106,2.62396
1.203,0.2,0.4,0.9,6.615,1.04294,6.615,-0.594138,1,6.615,2.62427
1.2045,0.2,0.4,0.9,6.61893,1.51028,6.61893,-0.575321,1,6.61893,2.62531
1.206,0.2,0.4,0.9,6.62287,1.97426,6.62287,-0.556501,1,6.62287,2.62707
1.2075,0.2,0.4,0.9,6.62681,2.43386,6.62681,-0.53768,1,6.62681,2.62956
1.209,0.2,0.4,0.9,6.63076,2.88806,6.63076,-0.518857,1,6.63076,2.63276
1.2105,0.2,0.4,0.9,6.63471,3.33585,6.63471,-0.500032,1,6.63471,2.63666
1.212,0.2,0.4,0.9,6.63867,3.77623,6.63867,-0.481205,1,6.63867,2.64126
1.2135,0.2,0.4,0.9,6.64264,4.20822,6.64264,-0.462376,1,6.64264,2.64654
1.215,0.2,0.4,0.9,6.64661,4.63087,6.64661,-0.443546,1,6.64661,2.6525
1.2165,0.2,0.4,0.9,6.65059,5.04324,6.65059,-0.424714,1,6.65059,2.6591
1.218,0.2,0.4,0.9,6.65459,5.44441,6.65459,-0.405881,1,6.65459,2.66635
1.2195,0.2,0.4,0.9,6.65859,5.8335,6.65859,-0.387046,1,6.65859,2.67421
1.221,0.2,0.4,0.9,6.66261,6.20963,6.66261,-0.36821,1,6.66261,2.68268
1.2225,0.2,0.4,0.9,6.66664,6.57198,6.66664,-0.349373,1,6.66664,2.69173
1.224,0.2,0.4,0.9,6.67069,6.91973,6.67069,-0.330534,1,6.67069,2.70134
1.2255,0.2,0.4,0.9,6.67475,7.25212,6.67475,-0.311694,1,6.67475,2.71149
1.227,0.2,0.4,0.9,6.67882,7.56841,6.67882,-0.292853,1,6.67882,2.72215
1.2285,0.2,0.4,0.9,6.68291,7.8679,6.68291,-0.274011,1,6.68291,2.73331
1.23,0.2,0.4,0.9,6.68702,8.14991,6.68702,-0.255168,1,6.68702,2.74493
1.2315,0.2,0.4,0.9,6.69115,8.41383,6.69115,-0.236325,1,6.69115,2.75698
1.233,0.2,0.4,0.9,6.69529,8.65907,6.69529,-0.21748,1,6.69529,2.76945
1.2345,0.2,0.4,0.9,6.69946,8.88509,6.69946,-0.198634,1,6.69946,2.7823
1.236,0.2,0.4,0.9,6.70364,9.09138,6.70364,-0.179788,1,6.70364,2.7955
1.2375,0.2,0.4,0.9,6.70784,9.27748,6.70784,-0.160941,1,6.70784,2.80902
1.239,0.2,0.4,0.9,6.71207,9.44299,6.71207,-0.142094,1,6.71207,2.82284
1.2405,0.2,0.4,0.9,6.71631,9.58753,6.71631,-0.123246,1,6.71631,2.83691
1.242,0.2,0.4,0.9,6.72058,9.71078,6.72058,-0.104398,1,6.72058,2.85122
1.2435,0.2,0.4,0.9,6.72487,9.81247,6.72487,-0.0855491,1,6.72487,2.86572
1.245,0.2,0.4,0.9,6.72918,9.89238,6.72918,-0.0667001,1,6.72918,2.88039
1.2465,0.2,0.4,0.9,6.73351,9.95032,6.73351,-0.0478509,1,6.73351,2.89519
1.248,0.2,0.4,0.9,6.73786,9.98617,6.73786,-0.0290015,1,6.73786,2.91009
1.2495,0.2,0.4,0.9,6.74224,9.99985,6.74224,-0.010152,1,6.74224,2.92505
1.251,0.2,0.4,0.9,6.74581,9.99463,6.74581,0,1,6.74581,2.93722
