"Time","FMU_Interface_OUT0_Battery Charge - Battery Charge","FMU_Interface_OUT1_Current - Current","FMU_Interface_OUT2_Net Voltage - Net Voltage","FMU_Interface_OUT3_Power - Power"
83.34,88.5805,-111,19.7416,-2.19132
83.35,88.5802,-110.999,19.7416,-2.19132
83.36,88.5799,-110.999,19.7417,-2.19131
83.37,88.5796,-110.998,19.7417,-2.1913
83.38,88.5793,-110.998,19.7417,-2.19129
83.39,88.579,-110.997,19.7417,-2.19128
83.4,88.5787,-110.997,19.7417,-2.19128
83.41,88.5784,-110.996,19.7418,-2.19127
83.42,88.578,-110.996,19.7418,-2.19126
83.43,88.5777,-110.995,19.7418,-2.19125
83.44,88.5774,-110.995,19.7418,-2.19124
83.45,88.5771,-110.994,19.7418,-2.19124
83.46,88.5768,-110.994,19.7419,-2.19123
83.47,88.5765,-110.993,19.7419,-2.19122
83.48,88.5762,-110.993,19.7419,-2.19121
83.49,88.5759,-110.992,19.7419,-2.1912
83.5,88.5756,-110.992,19.7419,-2.1912
83.51,88.5753,-110.991,19.742,-2.19119
83.52,88.575,-110.99,19.742,-2.19118
83.53,88.5747,-110.99,19.742,-2.19117
83.54,88.5743,-110.989,19.742,-2.19116
83.55,88.574,-110.989,19.742,-2.19116
83.56,88.5737,-110.988,19.7421,-2.19115
83.57,88.5734,-110.988,19.7421,-2.19114
83.58,88.5731,-110.987,19.7421,-2.19113
83.59,88.5728,-110.987,19.7421,-2.19112
83.6,88.5725,-110.986,19.7421,-2.19111
83.61,88.5722,-110.986,19.7422,-2.19111
83.62,88.5719,-110.985,19.7422,-2.1911
83.63,88.5716,-110.985,19.7422,-2.19109
83.64,88.5713,-110.984,19.7422,-2.19108
83.65,88.571,-110.984,19.7422,-2.19107
83.66,88.5706,-110.983,19.7423,-2.19107
83.67,88.5703,-110.983,19.7423,-2.19106
83.68,88.57,-110.982,19.7423,-2.19105
83.69,88.5697,-110.982,19.7423,-2.19104
83.7,88.5694,-110.981,19.7423,-2.19103
83.71,88.5691,-110.981,19.7423,-2.19103
83.72,88.5688,-110.98,19.7424,-2.19102
83.73,88.5685,-110.98,19.7424,-2.19101
83.74,88.5682,-110.979,19.7424,-2.191
83.75,88.5679,-110.979,19.7424,-2.19099
83.76,88.5676,-110.978,19.7424,-2.19099
83.77,88.5673,-110.978,19.7425,-2.19098
83.78,88.5669,-110.977,19.7425,-2.19097
83.79,88.5666,-110.977,19.7425,-2.19096
83.8,88.5663,-110.976,19.7425,-2.19095
83.81,88.566,-110.975,19.7425,-2.19095
83.82,88.5657,-110.975,19.7426,-2.19094
83.83,88.5654,-110.974,19.7426,-2.19093
83.84,88.5651,-110.974,19.7426,-2.19092
83.85,88.5648,-110.973,19.7426,-2.19091
83.86,88.5645,-110.973,19.7426,-2.19091
83.87,88.5642,-110.972,19.7427,-2.1909
83.88,88.5639,-110.972,19.7427,-2.19089
83.89,88.5636,-110.971,19.7427,-2.19088
83.9,88.5632,-110.971,19.7427,-2.19087
83.91,88.5629,-110.97,19.7427,-2.19087
83.92,88.5626,-110.97,19.7428,-2.19086
83.93,88.5623,-110.969,19.7428,-2.19085
83.94,88.562,-110.969,19.7428,-2.19084
83.95,88.5617,-110.968,19.7428,-2.19083
83.96,88.5614,-110.968,19.7428,-2.19083
83.97,88.5611,-110.967,19.7429,-2.19082
83.98,88.5608,-110.967,19.7429,-2.19081
83.99,88.5605,-110.966,19.7429,-2.1908
84,88.5602,-110.966,19.7429,-2.19079
84.01,88.5599,-110.965,19.7429,-2.19079
84.02,88.5596,-110.965,19.743,-2.19078
84.03,88.5592,-110.964,19.743,-2.19077
84.04,88.5589,-110.964,19.743,-2.19076
84.05,88.5586,-110.963,19.743,-2.19075
84.06,88.5583,-110.963,19.743,-2.19075
84.07,88.558,-110.962,19.7431,-2.19074
84.08,88.5577,-110.962,19.7431,-2.19073
84.09,88.5574,-110.961,19.7431,-2.19072
84.1,88.5571,-110.96,19.7431,-2.19071
84.11,88.5568,-110.96,19.7431,-2.19071
84.12,88.5565,-110.959,19.7432,-2.1907
84.13,88.5562,-110.959,19.7432,-2.19069
84.14,88.5559,-110.958,19.7432,-2.19068
84.15,88.5555,-110.958,19.7432,-2.19067
84.16,88.5552,-110.957,19.7432,-2.19067
84.17,88.5549,-110.957,19.7433,-2.19066
84.18,88.5546,-110.956,19.7433,-2.19065
84.19,88.5543,-110.956,19.7433,-2.19064
84.2,88.554,-110.955,19.7433,-2.19063
84.21,88.5537,-110.955,19.7433,-2.19063
84.22,88.5534,-110.954,19.7434,-2.19062
84.23,88.5531,-110.954,19.7434,-2.19061
84.24,88.5528,-110.953,19.7434,-2.1906
84.25,88.5525,-110.953,19.7434,-2.19059
84.26,88.5522,-110.952,19.7434,-2.19059
84.27,88.5518,-110.952,19.7435,-2.19058
84.28,88.5515,-110.951,19.7435,-2.19057
84.29,88.5512,-110.951,19.7435,-2.19056
84.3,88.5509,-110.95,19.7435,-2.19055
84.31,88.5506,-110.95,19.7435,-2.19055
84.32,88.5503,-110.949,19.7436,-2.19054
84.33,88.55,-110.949,19.7436,-2.19053
84.34,88.5497,-110.948,19.7436,-2.19052
84.35,88.5494,-110.948,19.7436,-2.19051
84.36,88.5491,-110.947,19.7436,-2.19051
84.37,88.5488,-110.947,19.7436,-2.1905
84.38,88.5485,-110.946,19.7437,-2.19049
84.39,88.5481,-110.945,19.7437,-2.19048
84.4,88.5478,-110.945,19.7437,-2.19047
84.41,88.5475,-110.944,19.7437,-2.19047
84.42,88.5472,-110.944,19.7437,-2.19046
84.43,88.5469,-110.943,19.7438,-2.19045
84.44,88.5466,-110.943,19.7438,-2.19044
84.45,88.5463,-110.942,19.7438,-2.19043
84.46,88.546,-110.942,19.7438,-2.19043
84.47,88.5457,-110.941,19.7438,-2.19042
84.48,88.5454,-110.941,19.7439,-2.19041
84.49,88.5451,-110.94,19.7439,-2.1904
84.5,88.5448,-110.94,19.7439,-2.19039
84.51,88.5444,-110.939,19.7439,-2.19038
84.52,88.5441,-110.939,19.7439,-2.19038
84.53,88.5438,-110.938,19.744,-2.19037
84.54,88.5435,-110.938,19.744,-2.19036
84.55,88.5432,-110.937,19.744,-2.19035
84.56,88.5429,-110.937,19.744,-2.19034
84.57,88.5426,-110.936,19.744,-2.19034
84.58,88.5423,-110.936,19.7441,-2.19033
84.59,88.542,-110.935,19.7441,-2.19032
84.6,88.5417,-110.935,19.7441,-2.19031
84.61,88.5414,-110.934,19.7441,-2.1903
84.62,88.5411,-110.934,19.7441,-2.1903
84.63,88.5408,-110.933,19.7442,-2.19029
84.64,88.5404,-110.933,19.7442,-2.19028
84.65,88.5401,-110.932,19.7442,-2.19027
84.66,88.5398,-110.932,19.7442,-2.19026
84.67,88.5395,-110.931,19.7442,-2.19026
84.68,88.5392,-110.931,19.7443,-2.19025
84.69,88.5389,-110.93,19.7443,-2.19024
84.7,88.5386,-110.929,19.7443,-2.19023
84.71,88.5383,-110.929,19.7443,-2.19022
84.72,88.538,-110.928,19.7443,-2.19022
84.73,88.5377,-110.928,19.7444,-2.19021
84.74,88.5374,-110.927,19.7444,-2.1902
84.75,88.5371,-110.927,19.7444,-2.19019
84.76,88.5367,-110.926,19.7444,-2.19018
84.77,88.5364,-110.926,19.7444,-2.19018
84.78,88.5361,-110.925,19.7445,-2.19017
84.79,88.5358,-110.925,19.7445,-2.19016
84.8,88.5355,-110.924,19.7445,-2.19015
84.81,88.5352,-110.924,19.7445,-2.19014
84.82,88.5349,-110.923,19.7445,-2.19014
84.83,88.5346,-110.923,19.7446,-2.19013
84.84,88.5343,-110.922,19.7446,-2.19012
84.85,88.534,-110.922,19.7446,-2.19011
84.86,88.5337,-110.921,19.7446,-2.1901
84.87,88.5334,-110.921,19.7446,-2.1901
84.88,88.533,-110.92,19.7447,-2.19009
84.89,88.5327,-110.92,19.7447,-2.19008
84.9,88.5324,-110.919,19.7447,-2.19007
84.91,88.5321,-110.919,19.7447,-2.19006
84.92,88.5318,-110.918,19.7447,-2.19006
84.93,88.5315,-110.918,19.7448,-2.19005
84.94,88.5312,-110.917,19.7448,-2.19004
84.95,88.5309,-110.917,19.7448,-2.19003
84.96,88.5306,-110.916,19.7448,-2.19002
84.97,88.5303,-110.916,19.7448,-2.19002
84.98,88.53,-110.915,19.7448,-2.19001
84.99,88.5297,-110.914,19.7449,-2.19
85,88.5293,-110.914,19.7449,-2.18999
85.01,88.529,-110.913,19.7449,-2.18998
85.02,88.5287,-110.913,19.7449,-2.18998
85.03,88.5284,-110.912,19.7449,-2.18997
85.04,88.5281,-110.912,19.745,-2.18996
85.05,88.5278,-110.911,19.745,-2.18995
85.06,88.5275,-110.911,19.745,-2.18994
85.07,88.5272,-110.91,19.745,-2.18994
85.08,88.5269,-110.91,19.745,-2.18993
85.09,88.5266,-110.909,19.7451,-2.18992
85.1,88.5263,-110.909,19.7451,-2.18991
85.11,88.526,-110.908,19.7451,-2.1899
85.12,88.5257,-110.908,19.7451,-2.1899
85.13,88.5253,-110.907,19.7451,-2.18989
85.14,88.525,-110.907,19.7452,-2.18988
85.15,88.5247,-110.906,19.7452,-2.18987
85.16,88.5244,-110.906,19.7452,-2.18986
85.17,88.5241,-110.905,19.7452,-2.18986
85.18,88.5238,-110.905,19.7452,-2.18985
85.19,88.5235,-110.904,19.7453,-2.18984
85.2,88.5232,-110.904,19.7453,-2.18983
85.21,88.5229,-110.903,19.7453,-2.18982
85.22,88.5226,-110.903,19.7453,-2.18982
85.23,88.5223,-110.902,19.7453,-2.18981
85.24,88.522,-110.902,19.7454,-2.1898
85.25,88.5216,-110.901,19.7454,-2.18979
85.26,88.5213,-110.901,19.7454,-2.18978
85.27,88.521,-110.9,19.7454,-2.18978
85.28,88.5207,-110.899,19.7454,-2.18977
85.29,88.5204,-110.899,19.7455,-2.18976
85.3,88.5201,-110.898,19.7455,-2.18975
85.31,88.5198,-110.898,19.7455,-2.18974
85.32,88.5195,-110.897,19.7455,-2.18974
85.33,88.5192,-110.897,19.7455,-2.18973
85.34,88.5189,-110.896,19.7456,-2.18972
85.35,88.5186,-110.896,19.7456,-2.18971
85.36,88.5183,-110.895,19.7456,-2.1897
85.37,88.518,-110.895,19.7456,-2.1897
85.38,88.5176,-110.894,19.7456,-2.18969
85.39,88.5173,-110.894,19.7457,-2.18968
85.4,88.517,-110.893,19.7457,-2.18967
85.41,88.5167,-110.893,19.7457,-2.18966
85.42,88.5164,-110.892,19.7457,-2.18965
85.43,88.5161,-110.892,19.7457,-2.18965
85.44,88.5158,-110.891,19.7458,-2.18964
85.45,88.5155,-110.891,19.7458,-2.18963
85.46,88.5152,-110.89,19.7458,-2.18962
85.47,88.5149,-110.89,19.7458,-2.18961
85.48,88.5146,-110.889,19.7458,-2.18961
85.49,88.5143,-110.889,19.7459,-2.1896
85.5,88.5139,-110.888,19.7459,-2.18959
85.51,88.5136,-110.888,19.7459,-2.18958
85.52,88.5133,-110.887,19.7459,-2.18957
85.53,88.513,-110.887,19.7459,-2.18957
85.54,88.5127,-110.886,19.746,-2.18956
85.55,88.5124,-110.886,19.746,-2.18955
85.56,88.5121,-110.885,19.746,-2.18954
85.57,88.5118,-110.885,19.746,-2.18953
85.58,88.5115,-110.884,19.746,-2.18953
85.59,88.5112,-110.883,19.746,-2.18952
85.6,88.5109,-110.883,19.7461,-2.18951
85.61,88.5106,-110.882,19.7461,-2.1895
85.62,88.5103,-110.882,19.7461,-2.18949
85.63,88.5099,-110.881,19.7461,-2.18949
85.64,88.5096,-110.881,19.7461,-2.18948
85.65,88.5093,-110.88,19.7462,-2.18947
85.66,88.509,-110.88,19.7462,-2.18946
85.67,88.5087,-110.879,19.7462,-2.18945
85.68,88.5084,-110.879,19.7462,-2.18945
85.69,88.5081,-110.878,19.7462,-2.18944
85.7,88.5078,-110.878,19.7463,-2.18943
85.71,88.5075,-110.877,19.7463,-2.18942
85.72,88.5072,-110.877,19.7463,-2.18941
85.73,88.5069,-110.876,19.7463,-2.18941
85.74,88.5066,-110.876,19.7463,-2.1894
85.75,88.5062,-110.875,19.7464,-2.18939
85.76,88.5059,-110.875,19.7464,-2.18938
85.77,88.5056,-110.874,19.7464,-2.18937
85.78,88.5053,-110.874,19.7464,-2.18937
85.79,88.505,-110.873,19.7464,-2.18936
85.8,88.5047,-110.873,19.7465,-2.18935
85.81,88.5044,-110.872,19.7465,-2.18934
85.82,88.5041,-110.872,19.7465,-2.18933
85.83,88.5038,-110.871,19.7465,-2.18933
85.84,88.5035,-110.871,19.7465,-2.18932
85.85,88.5032,-110.87,19.7466,-2.18931
85.86,88.5029,-110.87,19.7466,-2.1893
85.87,88.5026,-110.869,19.7466,-2.18929
85.88,88.5022,-110.868,19.7466,-2.18929
85.89,88.5019,-110.868,19.7466,-2.18928
85.9,88.5016,-110.867,19.7467,-2.18927
85.91,88.5013,-110.867,19.7467,-2.18926
85.92,88.501,-110.866,19.7467,-2.18925
85.93,88.5007,-110.866,19.7467,-2.18925
85.94,88.5004,-110.865,19.7467,-2.18924
85.95,88.5001,-110.865,19.7468,-2.18923
85.96,88.4998,-110.864,19.7468,-2.18922
85.97,88.4995,-110.864,19.7468,-2.18921
85.98,88.4992,-110.863,19.7468,-2.18921
85.99,88.4989,-110.863,19.7468,-2.1892
86,88.4985,-110.862,19.7469,-2.18919
86.01,88.4982,-110.862,19.7469,-2.18918
86.02,88.4979,-110.861,19.7469,-2.18917
86.03,88.4976,-110.861,19.7469,-2.18917
86.04,88.4973,-110.86,19.7469,-2.18916
86.05,88.497,-110.86,19.747,-2.18915
86.06,88.4967,-110.859,19.747,-2.18914
86.07,88.4964,-110.859,19.747,-2.18913
86.08,88.4961,-110.858,19.747,-2.18913
86.09,88.4958,-110.858,19.747,-2.18912
86.1,88.4955,-110.857,19.7471,-2.18911
86.11,88.4952,-110.857,19.7471,-2.1891
86.12,88.4949,-110.856,19.7471,-2.18909
86.13,88.4945,-110.856,19.7471,-2.18909
86.14,88.4942,-110.855,19.7471,-2.18908
86.15,88.4939,-110.855,19.7472,-2.18907
86.16,88.4936,-110.854,19.7472,-2.18906
86.17,88.4933,-110.854,19.7472,-2.18905
86.18,88.493,-110.853,19.7472,-2.18905
86.19,88.4927,-110.852,19.7472,-2.18904
86.2,88.4924,-110.852,19.7473,-2.18903
86.21,88.4921,-110.851,19.7473,-2.18902
86.22,88.4918,-110.851,19.7473,-2.18901
86.23,88.4915,-110.85,19.7473,-2.18901
86.24,88.4912,-110.85,19.7473,-2.189
86.25,88.4908,-110.849,19.7473,-2.18899
86.26,88.4905,-110.849,19.7474,-2.18898
86.27,88.4902,-110.848,19.7474,-2.18897
86.28,88.4899,-110.848,19.7474,-2.18897
86.29,88.4896,-110.847,19.7474,-2.18896
86.3,88.4893,-110.847,19.7474,-2.18895
86.31,88.489,-110.846,19.7475,-2.18894
86.32,88.4887,-110.846,19.7475,-2.18893
86.33,88.4884,-110.845,19.7475,-2.18892
86.34,88.4881,-110.845,19.7475,-2.18892
86.35,88.4878,-110.844,19.7475,-2.18891
86.36,88.4875,-110.844,19.7476,-2.1889
86.37,88.4872,-110.843,19.7476,-2.18889
86.38,88.4868,-110.843,19.7476,-2.18888
86.39,88.4865,-110.842,19.7476,-2.18888
86.4,88.4862,-110.842,19.7476,-2.18887
86.41,88.4859,-110.841,19.7477,-2.18886
86.42,88.4856,-110.841,19.7477,-2.18885
86.43,88.4853,-110.84,19.7477,-2.18884
86.44,88.485,-110.84,19.7477,-2.18884
86.45,88.4847,-110.839,19.7477,-2.18883
86.46,88.4844,-110.839,19.7478,-2.18882
86.47,88.4841,-110.838,19.7478,-2.18881
86.48,88.4838,-110.837,19.7478,-2.1888
86.49,88.4835,-110.837,19.7478,-2.1888
86.5,88.4832,-110.836,19.7478,-2.18879
86.51,88.4828,-110.836,19.7479,-2.18878
86.52,88.4825,-110.835,19.7479,-2.18877
86.53,88.4822,-110.835,19.7479,-2.18876
86.54,88.4819,-110.834,19.7479,-2.18876
86.55,88.4816,-110.834,19.7479,-2.18875
86.56,88.4813,-110.833,19.748,-2.18874
86.57,88.481,-110.833,19.748,-2.18873
86.58,88.4807,-110.832,19.748,-2.18872
86.59,88.4804,-110.832,19.748,-2.18872
86.6,88.4801,-110.831,19.748,-2.18871
86.61,88.4798,-110.831,19.7481,-2.1887
86.62,88.4795,-110.83,19.7481,-2.18869
86.63,88.4791,-110.83,19.7481,-2.18868
86.64,88.4788,-110.829,19.7481,-2.18868
86.65,88.4785,-110.829,19.7481,-2.18867
86.66,88.4782,-110.828,19.7482,-2.18866
86.67,88.4779,-110.828,19.7482,-2.18865
86.68,88.4776,-110.827,19.7482,-2.18864
86.69,88.4773,-110.827,19.7482,-2.18864
86.7,88.477,-110.826,19.7482,-2.18863
86.71,88.4767,-110.826,19.7483,-2.18862
86.72,88.4764,-110.825,19.7483,-2.18861
86.73,88.4761,-110.825,19.7483,-2.1886
86.74,88.4758,-110.824,19.7483,-2.1886
86.75,88.4755,-110.824,19.7483,-2.18859
86.76,88.4751,-110.823,19.7484,-2.18858
86.77,88.4748,-110.823,19.7484,-2.18857
86.78,88.4745,-110.822,19.7484,-2.18856
86.79,88.4742,-110.821,19.7484,-2.18856
86.8,88.4739,-110.821,19.7484,-2.18855
86.81,88.4736,-110.82,19.7485,-2.18854
86.82,88.4733,-110.82,19.7485,-2.18853
86.83,88.473,-110.819,19.7485,-2.18852
86.84,88.4727,-110.819,19.7485,-2.18852
86.85,88.4724,-110.818,19.7485,-2.18851
86.86,88.4721,-110.818,19.7485,-2.1885
86.87,88.4718,-110.817,19.7486,-2.18849
86.88,88.4715,-110.817,19.7486,-2.18848
86.89,88.4711,-110.816,19.7486,-2.18848
86.9,88.4708,-110.816,19.7486,-2.18847
86.91,88.4705,-110.815,19.7486,-2.18846
86.92,88.4702,-110.815,19.7487,-2.18845
86.93,88.4699,-110.814,19.7487,-2.18844
86.94,88.4696,-110.814,19.7487,-2.18844
86.95,88.4693,-110.813,19.7487,-2.18843
86.96,88.469,-110.813,19.7487,-2.18842
86.97,88.4687,-110.812,19.7488,-2.18841
86.98,88.4684,-110.812,19.7488,-2.1884
86.99,88.4681,-110.811,19.7488,-2.1884
87,88.4678,-110.811,19.7488,-2.18839
87.01,88.4675,-110.81,19.7488,-2.18838
87.02,88.4671,-110.81,19.7489,-2.18837
87.03,88.4668,-110.809,19.7489,-2.18836
87.04,88.4665,-110.809,19.7489,-2.18836
87.05,88.4662,-110.808,19.7489,-2.18835
87.06,88.4659,-110.808,19.7489,-2.18834
87.07,88.4656,-110.807,19.749,-2.18833
87.08,88.4653,-110.806,19.749,-2.18832
87.09,88.465,-110.806,19.749,-2.18832
87.1,88.4647,-110.805,19.749,-2.18831
87.11,88.4644,-110.805,19.749,-2.1883
87.12,88.4641,-110.804,19.7491,-2.18829
87.13,88.4638,-110.804,19.7491,-2.18828
87.14,88.4635,-110.803,19.7491,-2.18828
87.15,88.4631,-110.803,19.7491,-2.18827
87.16,88.4628,-110.802,19.7491,-2.18826
87.17,88.4625,-110.802,19.7492,-2.18825
87.18,88.4622,-110.801,19.7492,-2.18824
87.19,88.4619,-110.801,19.7492,-2.18824
87.2,88.4616,-110.8,19.7492,-2.18823
87.21,88.4613,-110.8,19.7492,-2.18822
87.22,88.461,-110.799,19.7493,-2.18821
87.23,88.4607,-110.799,19.7493,-2.1882
87.24,88.4604,-110.798,19.7493,-2.18819
87.25,88.4601,-110.798,19.7493,-2.18819
87.26,88.4598,-110.797,19.7493,-2.18818
87.27,88.4594,-110.797,19.7494,-2.18817
87.28,88.4591,-110.796,19.7494,-2.18816
87.29,88.4588,-110.796,19.7494,-2.18815
87.3,88.4585,-110.795,19.7494,-2.18815
87.31,88.4582,-110.795,19.7494,-2.18814
87.32,88.4579,-110.794,19.7495,-2.18813
87.33,88.4576,-110.794,19.7495,-2.18812
87.34,88.4573,-110.793,19.7495,-2.18811
87.35,88.457,-110.793,19.7495,-2.18811
87.36,88.4567,-110.792,19.7495,-2.1881
87.37,88.4564,-110.792,19.7496,-2.18809
87.38,88.4561,-110.791,19.7496,-2.18808
87.39,88.4558,-110.79,19.7496,-2.18807
87.4,88.4554,-110.79,19.7496,-2.18807
87.41,88.4551,-110.789,19.7496,-2.18806
87.42,88.4548,-110.789,19.7497,-2.18805
87.43,88.4545,-110.788,19.7497,-2.18804
87.44,88.4542,-110.788,19.7497,-2.18803
87.45,88.4539,-110.787,19.7497,-2.18803
87.46,88.4536,-110.787,19.7497,-2.18802
87.47,88.4533,-110.786,19.7497,-2.18801
87.48,88.453,-110.786,19.7498,-2.188
87.49,88.4527,-110.785,19.7498,-2.18799
87.5,88.4524,-110.785,19.7498,-2.18799
87.51,88.4521,-110.784,19.7498,-2.18798
87.52,88.4518,-110.784,19.7498,-2.18797
87.53,88.4514,-110.783,19.7499,-2.18796
87.54,88.4511,-110.783,19.7499,-2.18795
87.55,88.4508,-110.782,19.7499,-2.18795
87.56,88.4505,-110.782,19.7499,-2.18794
87.57,88.4502,-110.781,19.7499,-2.18793
87.58,88.4499,-110.781,19.75,-2.18792
87.59,88.4496,-110.78,19.75,-2.18791
87.6,88.4493,-110.78,19.75,-2.18791
87.61,88.449,-110.779,19.75,-2.1879
87.62,88.4487,-110.779,19.75,-2.18789
87.63,88.4484,-110.778,19.7501,-2.18788
87.64,88.4481,-110.778,19.7501,-2.18787
87.65,88.4478,-110.777,19.7501,-2.18787
87.66,88.4474,-110.777,19.7501,-2.18786
87.67,88.4471,-110.776,19.7501,-2.18785
87.68,88.4468,-110.775,19.7502,-2.18784
87.69,88.4465,-110.775,19.7502,-2.18783
87.7,88.4462,-110.774,19.7502,-2.18783
87.71,88.4459,-110.774,19.7502,-2.18782
87.72,88.4456,-110.773,19.7502,-2.18781
87.73,88.4453,-110.773,19.7503,-2.1878
87.74,88.445,-110.772,19.7503,-2.18779
87.75,88.4447,-110.772,19.7503,-2.18779
87.76,88.4444,-110.771,19.7503,-2.18778
87.77,88.4441,-110.771,19.7503,-2.18777
87.78,88.4438,-110.77,19.7504,-2.18776
87.79,88.4434,-110.77,19.7504,-2.18775
87.8,88.4431,-110.769,19.7504,-2.18775
87.81,88.4428,-110.769,19.7504,-2.18774
87.82,88.4425,-110.768,19.7504,-2.18773
87.83,88.4422,-110.768,19.7505,-2.18772
87.84,88.4419,-110.767,19.7505,-2.18771
87.85,88.4416,-110.767,19.7505,-2.18771
87.86,88.4413,-110.766,19.7505,-2.1877
87.87,88.441,-110.766,19.7505,-2.18769
87.88,88.4407,-110.765,19.7506,-2.18768
87.89,88.4404,-110.765,19.7506,-2.18767
87.9,88.4401,-110.764,19.7506,-2.18767
87.91,88.4398,-110.764,19.7506,-2.18766
87.92,88.4394,-110.763,19.7506,-2.18765
87.93,88.4391,-110.763,19.7507,-2.18764
87.94,88.4388,-110.762,19.7507,-2.18763
87.95,88.4385,-110.762,19.7507,-2.18763
87.96,88.4382,-110.761,19.7507,-2.18762
87.97,88.4379,-110.761,19.7507,-2.18761
87.98,88.4376,-110.76,19.7508,-2.1876
87.99,88.4373,-110.759,19.7508,-2.18759
88,88.437,-110.759,19.7508,-2.18759
88.01,88.4367,-110.758,19.7508,-2.18758
88.02,88.4364,-110.758,19.7508,-2.18757
88.03,88.4361,-110.757,19.7509,-2.18756
88.04,88.4358,-110.757,19.7509,-2.18755
88.05,88.4354,-110.756,19.7509,-2.18755
88.06,88.4351,-110.756,19.7509,-2.18754
88.07,88.4348,-110.755,19.7509,-2.18753
88.08,88.4345,-110.755,19.7509,-2.18752
88.09,88.4342,-110.754,19.751,-2.18751
88.1,88.4339,-110.754,19.751,-2.1875
88.11,88.4336,-110.753,19.751,-2.1875
88.12,88.4333,-110.753,19.751,-2.18749
88.13,88.433,-110.752,19.751,-2.18748
88.14,88.4327,-110.752,19.7511,-2.18747
88.15,88.4324,-110.751,19.7511,-2.18746
88.16,88.4321,-110.751,19.7511,-2.18746
88.17,88.4318,-110.75,19.7511,-2.18745
88.18,88.4314,-110.75,19.7511,-2.18744
88.19,88.4311,-110.749,19.7512,-2.18743
88.2,88.4308,-110.749,19.7512,-2.18742
88.21,88.4305,-110.748,19.7512,-2.18742
88.22,88.4302,-110.748,19.7512,-2.18741
88.23,88.4299,-110.747,19.7512,-2.1874
88.24,88.4296,-110.747,19.7513,-2.18739
88.25,88.4293,-110.746,19.7513,-2.18738
88.26,88.429,-110.746,19.7513,-2.18738
88.27,88.4287,-110.745,19.7513,-2.18737
88.28,88.4284,-110.745,19.7513,-2.18736
88.29,88.4281,-110.744,19.7514,-2.18735
88.3,88.4278,-110.743,19.7514,-2.18734
88.31,88.4274,-110.743,19.7514,-2.18734
88.32,88.4271,-110.742,19.7514,-2.18733
88.33,88.4268,-110.742,19.7514,-2.18732
88.34,88.4265,-110.741,19.7515,-2.18731
88.35,88.4262,-110.741,19.7515,-2.1873
88.36,88.4259,-110.74,19.7515,-2.1873
88.37,88.4256,-110.74,19.7515,-2.18729
88.38,88.4253,-110.739,19.7515,-2.18728
88.39,88.425,-110.739,19.7516,-2.18727
88.4,88.4247,-110.738,19.7516,-2.18726
88.41,88.4244,-110.738,19.7516,-2.18726
88.42,88.4241,-110.737,19.7516,-2.18725
88.43,88.4238,-110.737,19.7516,-2.18724
88.44,88.4235,-110.736,19.7517,-2.18723
88.45,88.4231,-110.736,19.7517,-2.18722
88.46,88.4228,-110.735,19.7517,-2.18722
88.47,88.4225,-110.735,19.7517,-2.18721
88.48,88.4222,-110.734,19.7517,-2.1872
88.49,88.4219,-110.734,19.7518,-2.18719
88.5,88.4216,-110.733,19.7518,-2.18718
88.51,88.4213,-110.733,19.7518,-2.18718
88.52,88.421,-110.732,19.7518,-2.18717
88.53,88.4207,-110.732,19.7518,-2.18716
88.54,88.4204,-110.731,19.7519,-2.18715
88.55,88.4201,-110.731,19.7519,-2.18714
88.56,88.4198,-110.73,19.7519,-2.18714
88.57,88.4195,-110.73,19.7519,-2.18713
88.58,88.4191,-110.729,19.7519,-2.18712
88.59,88.4188,-110.728,19.752,-2.18711
88.6,88.4185,-110.728,19.752,-2.1871
88.61,88.4182,-110.727,19.752,-2.1871
88.62,88.4179,-110.727,19.752,-2.18709
88.63,88.4176,-110.726,19.752,-2.18708
88.64,88.4173,-110.726,19.7521,-2.18707
88.65,88.417,-110.725,19.7521,-2.18706
88.66,88.4167,-110.725,19.7521,-2.18706
88.67,88.4164,-110.724,19.7521,-2.18705
88.68,88.4161,-110.724,19.7521,-2.18704
88.69,88.4158,-110.723,19.7521,-2.18703
88.7,88.4155,-110.723,19.7522,-2.18702
88.71,88.4151,-110.722,19.7522,-2.18702
88.72,88.4148,-110.722,19.7522,-2.18701
88.73,88.4145,-110.721,19.7522,-2.187
88.74,88.4142,-110.721,19.7522,-2.18699
88.75,88.4139,-110.72,19.7523,-2.18698
88.76,88.4136,-110.72,19.7523,-2.18698
88.77,88.4133,-110.719,19.7523,-2.18697
88.78,88.413,-110.719,19.7523,-2.18696
88.79,88.4127,-110.718,19.7523,-2.18695
88.8,88.4124,-110.718,19.7524,-2.18694
88.81,88.4121,-110.717,19.7524,-2.18694
88.82,88.4118,-110.717,19.7524,-2.18693
88.83,88.4115,-110.716,19.7524,-2.18692
88.84,88.4111,-110.716,19.7524,-2.18691
88.85,88.4108,-110.715,19.7525,-2.1869
88.86,88.4105,-110.715,19.7525,-2.1869
88.87,88.4102,-110.714,19.7525,-2.18689
88.88,88.4099,-110.714,19.7525,-2.18688
88.89,88.4096,-110.713,19.7525,-2.18687
88.9,88.4093,-110.712,19.7526,-2.18686
88.91,88.409,-110.712,19.7526,-2.18686
88.92,88.4087,-110.711,19.7526,-2.18685
88.93,88.4084,-110.711,19.7526,-2.18684
88.94,88.4081,-110.71,19.7526,-2.18683
