"time","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]"
0.083,336.267,-336.37,0.102472,524.103,-313.288,-210.816
0.0831,369.449,-369.52,0.0718137,523.179,-297.496,-225.682
0.0832,404.392,-404.433,0.0410849,522.485,-281.785,-240.7
0.0833,440.435,-440.445,0.0103156,522.031,-266.173,-255.858
0.0834,476.91,-476.889,-0.0204639,521.82,-250.678,-271.142
0.0835,513.149,-513.097,-0.0512232,521.851,-235.314,-286.537
0.0836,548.488,-548.406,-0.0819319,522.119,-220.093,-302.025
0.0837,582.269,-582.156,-0.11256,522.614,-205.027,-317.587
0.0838,613.845,-613.702,-0.143077,523.323,-190.123,-333.2
0.0839,642.587,-642.414,-0.173452,524.228,-175.388,-348.84
0.084,667.88,-667.676,-0.203657,525.307,-160.825,-364.482
0.0841,689.138,-688.905,-0.23366,526.532,-146.436,-380.096
0.0842,705.788,-705.524,-0.263433,527.875,-132.221,-395.654
0.0843,717.302,-717.009,-0.292946,529.303,-118.178,-411.124
0.0844,723.171,-722.849,-0.32217,530.776,-104.303,-426.473
0.0845,722.934,-722.583,-0.351075,532.257,-90.5905,-441.666
0.0846,716.164,-715.785,-0.379635,533.701,-77.0327,-456.668
0.0847,702.48,-702.072,-0.407819,535.063,-63.6214,-471.441
0.0848,681.547,-681.112,-0.435602,536.295,-50.3463,-485.948
0.0849,653.073,-652.61,-0.462954,537.347,-37.1963,-500.151
0.085,616.818,-616.328,-0.489849,538.168,-24.1591,-514.009
0.0851,572.59,-572.074,-0.516262,538.705,-11.2215,-527.484
0.0852,520.349,-519.606,-0.74334,538.904,-0.518862,-538.385
0.0853,464.532,-454.31,-10.2221,538.722,-0.444087,-538.278
0.0854,407.475,-373.726,-33.7492,538.148,-0.339977,-537.808
0.0855,349.071,-277.877,-71.1939,537.172,-0.206683,-536.965
0.0856,289.222,-166.803,-122.419,535.785,-0.0443846,-535.741
0.0857,227.843,-40.5658,-187.278,533.978,0.146712,-534.125
0.0858,215.349,-0.26354,-215.086,397.882,134.342,-532.224
0.0859,228.537,-0.233768,-228.304,382.076,148.308,-530.385
0.086,246.75,-0.203765,-246.547,366.212,162.447,-528.66
0.0861,269.419,-0.173561,-269.246,350.321,176.759,-527.08
0.0862,295.954,-0.143186,-295.81,334.429,191.243,-525.672
0.0863,325.745,-0.11267,-325.632,318.564,205.894,-524.458
0.0864,358.165,-0.0820423,-358.083,302.751,220.708,-523.459
0.0865,392.567,-0.0513338,-392.516,287.01,235.676,-522.687
0.0866,428.289,-0.0205747,-428.269,271.363,250.789,-522.152
0.0867,464.667,0.0102048,-464.677,255.827,266.032,-521.859
0.0868,501.032,0.0409742,-501.073,240.417,281.392,-521.809
0.0869,536.718,0.0717032,-536.789,225.148,296.851,-521.998
0.087,571.064,0.102361,-571.167,210.029,312.39,-522.419
0.0871,603.421,0.132919,-603.553,195.07,327.988,-523.058
0.0872,633.152,0.163345,-633.315,180.278,343.622,-523.9
0.0873,659.636,0.193609,-659.829,165.657,359.266,-524.923
0.0874,682.279,0.223683,-682.503,151.21,374.893,-526.102
0.0875,700.502,0.253536,-700.755,136.937,390.473,-527.41
0.0876,713.762,0.283139,-714.045,122.837,405.976,-528.813
0.0877,721.542,0.312462,-721.855,108.906,421.369,-530.275
0.0878,723.366,0.341477,-723.707,95.1401,436.618,-531.758
0.0879,718.796,0.370155,-719.166,81.5316,451.687,-533.219
0.088,707.434,0.398468,-707.832,68.0725,466.541,-534.613
0.0881,688.93,0.426387,-689.356,54.7532,481.141,-535.894
0.0882,662.978,0.453886,-663.431,41.5628,495.449,-537.012
0.0883,629.319,0.480937,-629.8,28.4895,509.427,-537.916
0.0884,587.746,0.507513,-588.254,15.5203,523.034,-538.554
0.0885,538.101,0.533588,-538.635,2.64146,536.23,-538.872
0.0886,477.81,5.49852,-483.308,0.472311,538.347,-538.819
0.0887,402.324,24.3606,-426.684,0.377963,537.999,-538.377
0.0888,311.563,57.1846,-368.748,0.254378,537.282,-537.536
0.0889,205.562,103.835,-309.397,0.101727,536.187,-536.288
0.089,84.3739,164.169,-248.543,-0.0797947,534.703,-534.623
0.0891,0.273413,211.933,-212.207,-129.72,532.852,-403.132
0.0892,0.243719,223.362,-223.605,-143.632,530.982,-387.351
0.0893,0.21379,239.991,-240.205,-157.713,529.216,-371.503
0.0894,0.18365,261.273,-261.457,-171.968,527.585,-355.618
0.0895,0.153328,286.622,-286.776,-186.395,526.119,-339.724
0.0896,0.122856,315.434,-315.556,-200.992,524.839,-323.848
0.0897,0.092262,347.081,-347.173,-215.753,523.768,-308.015
0.0898,0.0615771,380.923,-380.985,-230.671,522.919,-292.248
0.0899,0.0308315,416.306,-416.337,-245.736,522.304,-276.568
0.09,5.54057e-05,452.568,-452.568,-260.937,521.93,-260.993
0.0901,-0.0307207,489.041,-489.011,-276.26,521.799,-245.539
0.0902,-0.0614665,525.058,-524.996,-291.688,521.91,-230.222
0.0903,-0.0921517,559.953,-559.861,-307.204,522.255,-215.052
0.0904,-0.122746,593.074,-592.951,-322.785,522.824,-200.039
0.0905,-0.153219,623.776,-623.623,-338.41,523.6,-185.191
0.0906,-0.183541,651.435,-651.251,-354.053,524.566,-170.512
0.0907,-0.213682,675.447,-675.233,-369.689,525.696,-156.007
0.0908,-0.243611,695.234,-694.99,-385.288,526.965,-141.677
0.0909,-0.273301,710.232,-709.959,-400.821,528.34,-127.519
0.091,-0.302721,719.921,-719.619,-416.254,529.787,-113.533
0.0911,-0.331842,723.805,-723.473,-431.555,531.267,-99.7127
0.0912,-0.360635,721.434,-721.073,-446.688,532.74,-86.0525
0.0913,-0.389073,712.4,-712.011,-461.618,534.162,-72.5445
0.0914,-0.417126,696.338,-695.921,-476.306,535.486,-59.1797
0.0915,-0.444768,672.925,-672.48,-490.716,536.664,-45.9477
0.0916,-0.471971,641.888,-641.417,-504.808,537.645,-32.8367
0.0917,-0.498708,603.001,-602.502,-518.543,538.378,-19.8343
0.0918,-0.524954,556.087,-555.563,-531.881,538.808,-6.92699
0.0919,-2.34965,501.915,-499.566,-538.386,538.883,-0.497216
0.092,-16.5241,445.698,-429.174,-538.159,538.571,-0.412649
0.0921,-44.7021,388.202,-343.5,-537.565,537.864,-0.298798
0.0922,-86.7572,329.328,-242.571,-536.597,536.753,-0.155814
0.0923,-142.546,268.98,-126.434,-535.244,535.228,0.0161115
0.0924,-209.356,209.64,-0.283246,-533.495,408.371,125.125
0.0925,-218.933,219.187,-0.253643,-531.598,392.621,138.977
0.0926,-233.889,234.113,-0.223791,-529.793,376.792,153.001
0.0927,-253.683,253.877,-0.193718,-528.114,360.916,167.198
0.0928,-277.738,277.902,-0.163454,-526.589,345.021,181.567
0.0929,-305.459,305.592,-0.133028,-525.243,329.136,196.107
0.093,-336.229,336.331,-0.102472,-524.1,313.286,210.814
0.0931,-369.413,369.485,-0.0718137,-523.175,297.494,225.68
0.0932,-404.36,404.401,-0.0410849,-522.481,281.783,240.698
0.0933,-440.407,440.417,-0.0103156,-522.027,266.171,255.856
0.0934,-476.885,476.865,0.0204639,-521.815,250.676,271.14
0.0935,-513.128,513.077,0.0512232,-521.846,235.311,286.535
0.0936,-548.471,548.389,0.0819319,-522.114,220.091,302.023
0.0937,-582.256,582.143,0.11256,-522.609,205.025,317.585
0.0938,-613.836,613.693,0.143077,-523.318,190.121,333.198
0.0939,-642.583,642.41,0.173452,-524.223,175.385,348.838
0.094,-667.879,667.676,0.203657,-525.302,160.822,364.479
0.0941,-689.142,688.909,0.23366,-526.527,146.434,380.094
0.0942,-705.796,705.532,0.263433,-527.871,132.219,395.652
0.0943,-717.315,717.022,0.292946,-529.298,118.176,411.122
0.0944,-723.187,722.865,0.32217,-530.771,104.301,426.471
0.0945,-722.954,722.603,0.351075,-532.252,90.5881,441.664
0.0946,-716.189,715.809,0.379635,-533.696,77.0305,456.666
0.0947,-702.508,702.1,0.407819,-535.058,63.6192,471.439
0.0948,-681.579,681.143,0.435602,-536.291,50.3443,485.946
0.0949,-653.108,652.645,0.462954,-537.343,37.1944,500.149
0.095,-616.856,616.366,0.489849,-538.165,24.1573,514.007
0.0951,-572.631,572.114,0.516262,-538.702,11.2198,527.482
0.0952,-520.393,519.649,0.743636,-538.901,0.518905,538.382
0.0953,-464.578,454.354,10.2241,-538.719,0.44413,538.275
0.0954,-407.525,373.772,33.7526,-538.145,0.340019,537.805
0.0955,-349.123,277.924,71.1987,-537.17,0.206726,536.963
0.0956,-289.276,166.852,122.424,-535.784,0.044427,535.739
0.0957,-227.899,40.6149,187.284,-533.977,-0.146669,534.124
0.0958,-215.381,0.26354,215.118,-397.881,-134.341,532.223
0.0959,-228.57,0.233768,228.337,-382.076,-148.308,530.384
0.096,-246.784,0.203765,246.58,-366.212,-162.447,528.659
0.0961,-269.454,0.173561,269.28,-350.321,-176.759,527.08
0.0962,-295.988,0.143186,295.845,-334.429,-191.243,525.672
0.0963,-325.78,0.11267,325.667,-318.564,-205.894,524.458
0.0964,-358.2,0.0820423,358.118,-302.751,-220.708,523.459
0.0965,-392.601,0.0513338,392.55,-287.01,-235.677,522.687
0.0966,-428.323,0.0205747,428.303,-271.364,-250.789,522.152
0.0967,-464.7,-0.0102048,464.71,-255.828,-266.032,521.86
0.0968,-501.064,-0.0409742,501.105,-240.418,-281.392,521.81
0.0969,-536.749,-0.0717032,536.821,-225.148,-296.851,522
0.097,-571.094,-0.102361,571.197,-210.029,-312.391,522.42
0.0971,-603.449,-0.132919,603.582,-195.071,-327.989,523.06
0.0972,-633.179,-0.163345,633.342,-180.279,-343.623,523.902
0.0973,-659.661,-0.193609,659.855,-165.658,-359.267,524.925
0.0974,-682.303,-0.223683,682.527,-151.211,-374.894,526.105
0.0975,-700.523,-0.253536,700.777,-136.938,-390.474,527.412
0.0976,-713.781,-0.283139,714.065,-122.838,-405.977,528.815
0.0977,-721.56,-0.312462,721.872,-108.908,-421.37,530.278
0.0978,-723.381,-0.341477,723.723,-95.1414,-436.619,531.76
0.0979,-718.809,-0.370155,719.179,-81.533,-451.689,533.222
0.098,-707.444,-0.398468,707.843,-68.0739,-466.542,534.616
0.0981,-688.938,-0.426387,689.364,-54.7547,-481.142,535.897
0.0982,-662.983,-0.453886,663.437,-41.5644,-495.451,537.015
0.0983,-629.322,-0.480937,629.803,-28.491,-509.428,537.919
0.0984,-587.747,-0.507513,588.254,-15.5218,-523.035,538.557
0.0985,-538.099,-0.533588,538.633,-2.64298,-536.232,538.875
0.0986,-477.806,-5.49712,483.303,-0.472308,-538.35,538.822
0.0987,-402.318,-24.3576,426.676,-0.37796,-538.002,538.38
0.0988,-311.556,-57.1799,368.736,-0.254376,-537.285,537.539
0.0989,-205.553,-103.829,309.382,-0.101724,-536.189,536.291
0.099,-84.3637,-164.161,248.525,0.0797971,-534.705,534.626
0.0991,-0.273413,-211.918,212.192,129.721,-532.855,403.134
0.0992,-0.243719,-223.344,223.588,143.633,-530.984,387.352
0.0993,-0.21379,-239.972,240.186,157.714,-529.218,371.504
0.0994,-0.18365,-261.252,261.436,171.969,-527.588,355.619
0.0995,-0.153328,-286.6,286.753,186.396,-526.121,339.725
0.0996,-0.122856,-315.409,315.532,200.993,-524.841,323.849
0.0997,-0.092262,-347.055,347.147,215.754,-523.769,308.016
0.0998,-0.0615771,-380.896,380.958,230.671,-522.92,292.249
0.0999,-0.0308315,-416.278,416.309,245.737,-522.305,276.568
0.1,-5.54057e-05,-452.539,452.539,260.938,-521.931,260.993
