"time","accelPedal","k15","prnd","nAtIn","nAtOut"
12.84,100,1,3,3114.9179,2725.7229
12.85,100,1,3,3116.3264,2726.9553
12.86,100,1,3,3117.7342,2728.1873
12.87,100,1,3,3119.1414,2729.4186
12.88,100,1,3,3120.548,2730.6495
12.89,100,1,3,3121.954,2731.8798
12.9,100,1,3,3123.3594,2733.1096
12.91,100,1,3,3124.7642,2734.3389
12.92,100,1,3,3126.1684,2735.5676
12.93,100,1,3,3127.5719,2736.7958
12.94,100,1,3,3128.9748,2738.0234
12.95,100,1,3,3130.3772,2739.2505
12.96,100,1,3,3131.7789,2740.4771
12.97,100,1,3,3133.18,2741.7031
12.98,100,1,3,3134.5805,2742.9287
12.99,100,1,3,3135.9804,2744.1536
13,100,1,3,3137.3796,2745.3781
13.01,100,1,3,3138.7783,2746.602
13.02,100,1,3,3140.1764,2747.8253
13.03,100,1,3,3141.5738,2749.0482
13.04,100,1,3,3142.9706,2750.2705
13.05,100,1,3,3144.3669,2751.4923
13.06,100,1,3,3145.7625,2752.7135
13.07,100,1,3,3147.1575,2753.9342
13.08,100,1,3,3148.5519,2755.1544
13.09,100,1,3,3149.9457,2756.374
13.1,100,1,3,3151.3388,2757.5931
13.11,100,1,3,3152.7314,2758.8117
13.12,100,1,3,3154.1234,2760.0297
13.13,100,1,3,3155.5147,2761.2472
13.14,100,1,3,3156.9054,2762.4642
13.15,100,1,3,3158.2956,2763.6807
13.16,100,1,3,3159.6851,2764.8966
13.17,100,1,3,3161.074,2766.1119
13.18,100,1,3,3162.4623,2767.3268
13.19,100,1,3,3163.85,2768.5411
13.2,100,1,3,3165.2371,2769.7549
13.21,100,1,3,3166.6236,2770.9681
13.22,100,1,3,3168.0095,2772.1809
13.23,100,1,3,3169.3948,2773.393
13.24,100,1,3,3170.7794,2774.6047
13.25,100,1,3,3172.1635,2775.8158
13.26,100,1,3,3173.5469,2777.0264
13.27,100,1,3,3174.9298,2778.2365
13.28,100,1,3,3176.312,2779.446
13.29,100,1,3,3177.6937,2780.655
13.3,100,1,3,3179.0747,2781.8635
13.31,100,1,3,3180.4551,2783.0714
13.32,100,1,3,3181.8349,2784.2789
13.33,100,1,3,3183.2141,2785.4857
13.34,100,1,3,3184.5927,2786.6921
13.35,100,1,3,3185.9707,2787.8979
13.36,100,1,3,3187.3481,2789.1032
13.37,100,1,3,3188.7249,2790.308
13.38,100,1,3,3190.1011,2791.5122
13.39,100,1,3,3191.4767,2792.7159
13.4,100,1,3,3192.8516,2793.9191
13.41,100,1,3,3194.226,2795.1217
13.42,100,1,3,3195.5998,2796.3239
13.43,100,1,3,3196.9729,2797.5255
13.44,100,1,3,3198.3455,2798.7265
13.45,100,1,3,3199.7175,2799.927
13.46,100,1,3,3201.0888,2801.1271
13.47,100,1,3,3202.4595,2802.3265
13.48,100,1,3,3203.8297,2803.5255
13.49,100,1,3,3205.1992,2804.7239
13.5,100,1,3,3206.5682,2805.9218
13.51,100,1,3,3207.9365,2807.1192
13.52,100,1,3,3209.3042,2808.316
13.53,100,1,3,3210.6714,2809.5123
13.54,100,1,3,3212.0379,2810.7081
13.55,100,1,3,3213.4038,2811.9034
13.56,100,1,3,3214.7691,2813.0981
13.57,100,1,3,3216.1338,2814.2923
13.58,100,1,3,3217.498,2815.486
13.59,100,1,3,3218.8615,2816.6791
13.6,100,1,3,3220.2244,2817.8717
13.61,100,1,3,3221.5867,2819.0638
13.62,100,1,3,3222.9484,2820.2554
13.63,100,1,3,3224.3095,2821.4465
13.64,100,1,3,3225.67,2822.637
13.65,100,1,3,3227.0299,2823.827
13.66,100,1,3,3228.3893,2825.0164
13.67,100,1,3,3229.748,2826.2054
13.68,100,1,3,3231.1061,2827.3938
13.69,100,1,3,3232.4636,2828.5817
13.7,100,1,3,3233.8205,2829.7691
13.71,100,1,3,3235.1768,2830.9559
13.72,100,1,3,3236.5325,2832.1422
13.73,100,1,3,3237.8876,2833.328
13.74,100,1,3,3239.2421,2834.5133
13.75,100,1,3,3240.596,2835.698
13.76,100,1,3,3241.9493,2836.8822
13.77,100,1,3,3243.302,2838.0659
13.78,100,1,3,3244.6541,2839.2491
13.79,100,1,3,3246.0057,2840.4317
13.8,100,1,3,3247.3566,2841.6139
13.81,100,1,3,3248.7069,2842.7955
13.82,100,1,3,3250.0566,2843.9765
13.83,100,1,3,3251.4057,2845.1571
13.84,100,1,3,3252.7542,2846.3371
13.85,100,1,3,3254.1022,2847.5166
13.86,100,1,3,3255.4495,2848.6956
13.87,100,1,3,3256.7962,2849.8741
13.88,100,1,3,3258.1424,2851.052
13.89,100,1,3,3259.4879,2852.2294
13.9,100,1,3,3260.8328,2853.4063
13.91,100,1,3,3262.1772,2854.5827
13.92,100,1,3,3263.5209,2855.7586
13.93,100,1,3,3264.8641,2856.9339
13.94,100,1,3,3266.2066,2858.1087
13.95,100,1,3,3267.5486,2859.283
13.96,100,1,3,3268.8899,2860.4567
13.97,100,1,3,3270.2307,2861.63
13.98,100,1,3,3271.5709,2862.8027
13.99,100,1,3,3272.9104,2863.9749
14,100,1,3,3274.2494,2865.1466
14.01,100,1,3,3275.5878,2866.3177
14.02,100,1,3,3276.9256,2867.4884
14.03,100,1,3,3278.2628,2868.6585
14.04,100,1,3,3279.5994,2869.8281
14.05,100,1,3,3280.9354,2870.9972
14.06,100,1,3,3282.2708,2872.1657
14.07,100,1,3,3283.6056,2873.3337
14.08,100,1,3,3284.9398,2874.5013
14.09,100,1,3,3286.2734,2875.6683
14.1,100,1,3,3287.6065,2876.8347
14.11,100,1,3,3288.9389,2878.0007
14.12,100,1,3,3290.2708,2879.1661
14.13,100,1,3,3291.602,2880.331
14.14,100,1,3,3292.9327,2881.4954
14.15,100,1,3,3294.2627,2882.6593
14.16,100,1,3,3295.5922,2883.8227
14.17,100,1,3,3296.9211,2884.9855
14.18,100,1,3,3298.2494,2886.1478
14.19,100,1,3,3299.5771,2887.3096
14.2,100,1,3,3300.9042,2888.4709
14.21,100,1,3,3302.2307,2889.6317
14.22,100,1,3,3303.5566,2890.7919
14.23,100,1,3,3304.8819,2891.9517
14.24,100,1,3,3306.2066,2893.1109
14.25,100,1,3,3307.5308,2894.2696
14.26,100,1,3,3308.8543,2895.4278
14.27,100,1,3,3310.1773,2896.5854
14.28,100,1,3,3311.4997,2897.7426
14.29,100,1,3,3312.8215,2898.8992
14.3,100,1,3,3314.1426,2900.0553
14.31,100,1,3,3315.4632,2901.2109
14.32,100,1,3,3316.7832,2902.366
14.33,100,1,3,3318.1027,2903.5206
14.34,100,1,3,3319.4215,2904.6746
14.35,100,1,3,3320.7397,2905.8281
14.36,100,1,3,3322.0574,2906.9811
14.37,100,1,3,3323.3744,2908.1336
14.38,100,1,3,3324.6909,2909.2856
14.39,100,1,3,3326.0068,2910.4371
14.4,100,1,3,3327.3221,2911.588
14.41,100,1,3,3328.6368,2912.7385
14.42,100,1,3,3329.9509,2913.8884
14.43,100,1,3,3331.2644,2915.0378
14.44,100,1,3,3332.5773,2916.1867
14.45,100,1,3,3333.8897,2917.3351
14.46,100,1,3,3335.2015,2918.4829
14.47,100,1,3,3336.5126,2919.6303
14.48,100,1,3,3337.8232,2920.7771
14.49,100,1,3,3339.1332,2921.9234
14.5,100,1,3,3340.4426,2923.0692
14.51,100,1,3,3341.7514,2924.2145
14.52,100,1,3,3343.0597,2925.3593
14.53,100,1,3,3344.3673,2926.5036
14.54,100,1,3,3345.6744,2927.6473
14.55,100,1,3,3346.9808,2928.7905
14.56,100,1,3,3348.2867,2929.9333
14.57,100,1,3,3349.592,2931.0755
14.58,100,1,3,3350.8967,2932.2172
14.59,100,1,3,3352.2009,2933.3583
14.6,100,1,3,3353.5044,2934.499
14.61,100,1,3,3354.8074,2935.6392
14.62,100,1,3,3356.1097,2936.7788
14.63,100,1,3,3357.4115,2937.918
14.64,100,1,3,3358.7127,2939.0566
14.65,100,1,3,3360.0134,2940.1947
14.66,100,1,3,3361.3134,2941.3323
14.67,100,1,3,3362.6128,2942.4694
14.68,100,1,3,3363.9117,2943.6059
14.69,100,1,3,3365.21,2944.742
14.7,100,1,3,3366.5077,2945.8776
14.71,100,1,3,3367.8048,2947.0126
14.72,100,1,3,3369.1013,2948.1471
14.73,100,1,3,3370.3972,2949.2812
14.74,100,1,3,3371.6926,2950.4147
14.75,100,1,3,3372.9874,2951.5477
14.76,100,1,3,3374.2816,2952.6802
14.77,100,1,3,3375.5752,2953.8121
14.78,100,1,3,3376.8682,2954.9436
14.79,100,1,3,3378.1606,2956.0746
14.8,100,1,3,3379.4525,2957.205
14.81,100,1,3,3380.7438,2958.3349
14.82,100,1,3,3382.0345,2959.4644
14.83,100,1,3,3383.3246,2960.5933
14.84,100,1,3,3384.6141,2961.7217
14.85,100,1,3,3385.9031,2962.8496
14.86,100,1,3,3387.1914,2963.977
14.87,100,1,3,3388.4792,2965.1039
14.88,100,1,3,3389.7664,2966.2302
14.89,100,1,3,3391.053,2967.3561
14.9,100,1,3,3392.3391,2968.4815
14.91,100,1,3,3393.6246,2969.6063
14.92,100,1,3,3394.9094,2970.7307
14.93,100,1,3,3396.1937,2971.8545
14.94,100,1,3,3397.4775,2972.9778
14.95,100,1,3,3398.7606,2974.1006
14.96,100,1,3,3400.0432,2975.223
14.97,100,1,3,3401.3251,2976.3448
14.98,100,1,3,3402.6065,2977.4661
14.99,100,1,3,3403.8874,2978.5868
15,100,1,3,3405.1676,2979.7071
15.01,100,1,3,3406.4473,2980.8269
15.02,100,1,3,3407.7264,2981.9462
15.03,100,1,3,3409.0049,2983.0649
15.04,100,1,3,3410.2828,2984.1832
15.05,100,1,3,3411.5601,2985.3009
15.06,100,1,3,3412.8369,2986.4182
15.07,100,1,3,3414.1131,2987.5349
15.08,100,1,3,3415.3887,2988.6511
15.09,100,1,3,3416.6637,2989.7669
15.1,100,1,3,3417.9382,2990.8821
15.11,100,1,3,3419.2121,2991.9968
15.12,100,1,3,3420.4854,2993.111
15.13,100,1,3,3421.7581,2994.2247
15.14,100,1,3,3423.0303,2995.3379
15.15,100,1,3,3424.3018,2996.4506
15.16,100,1,3,3425.5728,2997.5628
15.17,100,1,3,3426.8433,2998.6745
15.18,100,1,3,3428.1131,2999.7857
15.19,100,1,3,3429.3824,3000.8964
15.2,100,1,3,3430.6511,3002.0065
15.21,100,1,3,3431.9192,3003.1162
15.22,100,1,3,3433.1867,3004.2254
15.23,100,1,3,3434.4537,3005.334
15.24,100,1,3,3435.7201,3006.4422
15.25,100,1,3,3436.9859,3007.5499
15.26,100,1,3,3438.2511,3008.657
15.27,100,1,3,3439.5158,3009.7637
15.28,100,1,3,3440.7799,3010.8698
15.29,100,1,3,3442.0434,3011.9754
15.3,100,1,3,3443.3063,3013.0806
15.31,100,1,3,3444.5687,3014.1852
15.32,100,1,3,3445.8305,3015.2894
15.33,100,1,3,3447.0917,3016.393
15.34,100,1,3,3448.3524,3017.4961
15.35,100,1,3,3449.6124,3018.5988
15.36,100,1,3,3450.8719,3019.7009
15.37,100,1,3,3452.1309,3020.8025
15.38,100,1,3,3453.3892,3021.9037
15.39,100,1,3,3454.647,3023.0043
15.4,100,1,3,3455.9042,3024.1044
15.41,100,1,3,3457.1608,3025.204
15.42,100,1,3,3458.4169,3026.3032
15.43,100,1,3,3459.6724,3027.4018
15.44,100,1,3,3460.9273,3028.4999
15.45,100,1,3,3462.182,3029.5979
15.46,100,1,3,3463.437,3030.696
15.47,100,1,3,3464.6903,3031.7928
15.48,100,1,3,3465.9422,3032.8882
15.49,100,1,3,3467.1938,3033.9834
15.5,100,1,3,3468.4455,3035.0787
15.51,100,1,3,3469.6968,3036.1737
15.52,100,1,3,3470.9474,3037.268
15.53,100,1,3,3472.1973,3038.3617
15.54,100,1,3,3473.4466,3039.455
15.55,100,1,3,3474.6954,3040.5478
15.56,100,1,3,3475.9437,3041.6401
15.57,100,1,3,3477.1914,3042.7319
15.58,100,1,3,3478.4386,3043.8232
15.59,100,1,3,3479.6851,3044.914
15.6,100,1,3,3480.9312,3046.0044
15.61,100,1,3,3482.1766,3047.0942
15.62,100,1,3,3483.4215,3048.1836
15.63,100,1,3,3484.6659,3049.2725
15.64,100,1,3,3485.9097,3050.3608
15.65,100,1,3,3487.1529,3051.4487
15.66,100,1,3,3488.3956,3052.5361
15.67,100,1,3,3489.6377,3053.6231
15.68,100,1,3,3490.8793,3054.7095
15.69,100,1,3,3492.1203,3055.7954
15.7,100,1,3,3493.3607,3056.8809
15.71,100,1,3,3494.6006,3057.9658
15.72,100,1,3,3495.8399,3059.0503
15.73,100,1,3,3497.0787,3060.1343
15.74,100,1,3,3498.3169,3061.2178
15.75,100,1,3,3499.5545,3062.3008
15.76,100,1,3,3500.7916,3063.3833
15.77,100,1,3,3502.0282,3064.4654
15.78,100,1,3,3503.2641,3065.5469
15.79,100,1,3,3504.4996,3066.628
15.8,100,1,3,3505.7344,3067.7086
15.81,100,1,3,3506.9687,3068.7887
15.82,100,1,3,3508.2025,3069.8683
15.83,100,1,3,3509.4357,3070.9474
15.84,100,1,3,3510.6683,3072.026
15.85,100,1,3,3511.9004,3073.1041
15.86,100,1,3,3513.1319,3074.1818
15.87,100,1,3,3514.3629,3075.259
15.88,100,1,3,3515.5933,3076.3357
15.89,100,1,3,3516.8232,3077.4119
15.9,100,1,3,3518.0525,3078.4876
15.91,100,1,3,3519.2813,3079.5628
15.92,100,1,3,3520.5095,3080.6375
15.93,100,1,3,3521.7371,3081.7118
15.94,100,1,3,3522.9642,3082.7856
15.95,100,1,3,3524.1907,3083.8588
15.96,100,1,3,3525.4167,3084.9317
15.97,100,1,3,3526.6422,3086.004
15.98,100,1,3,3527.867,3087.0758
15.99,100,1,3,3529.0914,3088.1472
16,100,1,3,3530.3151,3089.218
16.01,100,1,3,3531.5384,3090.2884
16.02,100,1,3,3532.761,3091.3583
16.03,100,1,3,3533.9831,3092.4277
16.04,100,1,3,3535.2047,3093.4967
16.05,100,1,3,3536.4257,3094.5651
16.06,100,1,3,3537.6461,3095.6331
16.07,100,1,3,3538.866,3096.7005
16.08,100,1,3,3540.0854,3097.7675
16.09,100,1,3,3541.3042,3098.8341
16.1,100,1,3,3542.5224,3099.9001
16.11,100,1,3,3543.7401,3100.9656
16.12,100,1,3,3544.9573,3102.0307
16.13,100,1,3,3546.1739,3103.0953
16.14,100,1,3,3547.3899,3104.1594
16.15,100,1,3,3548.6054,3105.223
16.16,100,1,3,3549.8204,3106.2862
16.17,100,1,3,3551.0347,3107.3488
16.18,100,1,3,3552.2486,3108.411
16.19,100,1,3,3553.4619,3109.4727
16.2,100,1,3,3554.6746,3110.5339
16.21,100,1,3,3555.8868,3111.5946
16.22,100,1,3,3557.0984,3112.6549
16.23,100,1,3,3558.3095,3113.7146
16.24,100,1,3,3559.5201,3114.7739
16.25,100,1,3,3560.7301,3115.8327
16.26,100,1,3,3561.9395,3116.8911
16.27,100,1,3,3563.1484,3117.9489
16.28,100,1,3,3564.3567,3119.0063
16.29,100,1,3,3565.5645,3120.0632
16.3,100,1,3,3566.7718,3121.1196
16.31,100,1,3,3567.9785,3122.1755
16.32,100,1,3,3569.1846,3123.231
16.33,100,1,3,3570.3902,3124.2859
16.34,100,1,3,3571.5953,3125.3404
16.35,100,1,3,3572.7998,3126.3944
16.36,100,1,3,3574.0038,3127.448
16.37,100,1,3,3575.2072,3128.501
16.38,100,1,3,3576.4101,3129.5536
16.39,100,1,3,3577.6124,3130.6057
16.4,100,1,3,3578.8141,3131.6573
16.41,100,1,3,3580.0154,3132.7084
16.42,100,1,3,3581.2161,3133.7591
16.43,100,1,3,3582.4162,3134.8093
16.44,100,1,3,3583.6158,3135.859
16.45,100,1,3,3584.8148,3136.9082
16.46,100,1,3,3586.0133,3137.957
16.47,100,1,3,3587.2113,3139.0052
16.48,100,1,3,3588.4087,3140.053
16.49,100,1,3,3589.6055,3141.1004
16.5,100,1,3,3590.8018,3142.1472
16.51,100,1,3,3591.9976,3143.1936
16.52,100,1,3,3593.1928,3144.2394
16.53,100,1,3,3594.3875,3145.2849
16.54,100,1,3,3595.5817,3146.3298
16.55,100,1,3,3596.7753,3147.3743
16.56,100,1,3,3597.9683,3148.4182
16.57,100,1,3,3599.1608,3149.4617
16.58,100,1,3,3600.3528,3150.5048
16.59,100,1,3,3601.5442,3151.5473
16.6,100,1,3,3602.7351,3152.5894
16.61,100,1,3,3603.9254,3153.631
16.62,100,1,3,3605.1152,3154.6721
16.63,100,1,3,3606.3044,3155.7128
16.64,100,1,3,3607.4931,3156.753
16.65,100,1,3,3608.6813,3157.7927
16.66,100,1,3,3609.8689,3158.8319
16.67,100,1,3,3611.056,3159.8707
16.68,100,1,3,3612.2425,3160.9089
16.69,100,1,3,3613.4285,3161.9468
16.7,100,1,3,3614.614,3162.9841
16.71,100,1,3,3615.7989,3164.0209
16.72,100,1,3,3616.9832,3165.0573
16.73,100,1,3,3618.1671,3166.0932
16.74,100,1,3,3619.3503,3167.1287
16.75,100,1,3,3620.5331,3168.1636
16.76,100,1,3,3621.7153,3169.1981
16.77,100,1,3,3622.8969,3170.2321
16.78,100,1,3,3624.0781,3171.2657
16.79,100,1,3,3625.2586,3172.2988
16.8,100,1,3,3626.4387,3173.3314
16.81,100,1,3,3627.6182,3174.3635
16.82,100,1,3,3628.7971,3175.3952
16.83,100,1,3,3629.9756,3176.4263
16.84,100,1,3,3631.1535,3177.457
16.85,100,1,3,3632.3308,3178.4873
16.86,100,1,3,3633.5076,3179.5171
16.87,100,1,3,3634.6839,3180.5463
16.88,100,1,3,3635.8596,3181.5752
16.89,100,1,3,3637.0348,3182.6035
16.9,100,1,3,3638.2094,3183.6314
16.91,100,1,3,3639.3835,3184.6588
16.92,100,1,3,3640.5571,3185.6858
16.93,100,1,3,3641.7301,3186.7122
16.94,100,1,3,3642.9026,3187.7382
16.95,100,1,3,3644.0741,3188.7633
16.96,100,1,3,3645.2427,3189.7859
16.97,100,1,3,3646.4091,3190.8066
16.98,100,1,3,3647.576,3191.8277
16.99,100,1,3,3648.7441,3192.8498
17,100,1,3,3649.9125,3193.8722
17.01,100,1,3,3651.08,3194.8939
17.02,100,1,3,3652.2463,3195.9144
17.03,100,1,3,3653.4115,3196.934
17.04,100,1,3,3654.5759,3197.9529
17.05,100,1,3,3655.7395,3198.9712
17.06,100,1,3,3656.9023,3199.9887
17.07,100,1,3,3658.0643,3201.0055
17.08,100,1,3,3659.2254,3202.0216
17.09,100,1,3,3660.3857,3203.0369
17.1,100,1,3,3661.5451,3204.0514
17.11,100,1,3,3662.7036,3205.0652
17.12,100,1,3,3663.8613,3206.0782
17.13,100,1,3,3665.0181,3207.0905
17.14,100,1,3,3666.1741,3208.102
17.15,100,1,3,3667.3292,3209.1128
17.16,100,1,3,3668.4835,3210.1228
17.17,100,1,3,3669.6369,3211.1321
17.18,100,1,3,3670.7894,3212.1407
17.19,100,1,3,3671.9411,3213.1485
17.2,100,1,3,3673.092,3214.1555
17.21,100,1,3,3674.242,3215.1618
17.22,100,1,3,3675.3911,3216.1674
17.23,100,1,3,3676.5394,3217.1722
17.24,100,1,3,3677.6869,3218.1763
17.25,100,1,3,3678.8335,3219.1797
17.26,100,1,3,3679.9792,3220.1823
17.27,100,1,3,3681.1241,3221.1841
17.28,100,1,3,3682.2682,3222.1852
17.29,100,1,3,3683.4114,3223.1856
17.3,100,1,3,3684.5537,3224.1852
17.31,100,1,3,3685.6953,3225.1841
17.32,100,1,3,3686.8359,3226.1822
17.33,100,1,3,3687.9758,3227.1797
17.34,100,1,3,3689.1147,3228.1763
17.35,100,1,3,3690.2529,3229.1723
17.36,100,1,3,3691.3902,3230.1674
17.37,100,1,3,3692.5266,3231.1619
17.38,100,1,3,3693.6622,3232.1556
17.39,100,1,3,3694.797,3233.1486
17.4,100,1,3,3695.9309,3234.1408
17.41,100,1,3,3697.064,3235.1323
17.42,100,1,3,3698.1962,3236.1231
17.43,100,1,3,3699.3276,3237.1132
17.44,100,1,3,3700.4582,3238.1025
17.45,100,1,3,3701.5879,3239.091
17.46,100,1,3,3702.7168,3240.0789
17.47,100,1,3,3703.8448,3241.066
17.48,100,1,3,3704.9721,3242.0523
17.49,100,1,3,3706.0984,3243.038
17.5,100,1,3,3707.224,3244.0229
17.51,100,1,3,3708.3487,3245.0071
17.52,100,1,3,3709.4725,3245.9905
17.53,100,1,3,3710.5956,3246.9732
17.54,100,1,3,3711.7178,3247.9552
17.55,100,1,3,3712.8391,3248.9365
17.56,100,1,3,3713.9596,3249.917
17.57,100,1,3,3715.0793,3250.8968
17.58,100,1,3,3716.1982,3251.8758
17.59,100,1,3,3717.3162,3252.8542
17.6,100,1,3,3718.4334,3253.8318
17.61,100,1,3,3719.5498,3254.8087
17.62,100,1,3,3720.6653,3255.7848
17.63,100,1,3,3721.7801,3256.7603
17.64,100,1,3,3722.8939,3257.735
17.65,100,1,3,3724.007,3258.709
17.66,100,1,3,3725.1192,3259.6822
17.67,100,1,3,3726.2306,3260.6547
17.68,100,1,3,3727.3412,3261.6266
17.69,100,1,3,3728.4509,3262.5976
17.7,100,1,3,3729.5598,3263.568
17.71,100,1,3,3730.6679,3264.5376
17.72,100,1,3,3731.7752,3265.5066
17.73,100,1,3,3732.8816,3266.4748
17.74,100,1,3,3733.9873,3267.4422
17.75,100,1,3,3735.0921,3268.409
17.76,100,1,3,3736.196,3269.375
17.77,100,1,3,3737.2992,3270.3403
17.78,100,1,3,3738.4015,3271.3049
17.79,100,1,3,3739.503,3272.2688
17.8,100,1,3,3740.6037,3273.232
17.81,100,1,3,3741.7036,3274.1944
17.82,100,1,3,3742.8026,3275.1561
17.83,100,1,3,3743.9008,3276.1171
17.84,100,1,3,3744.9982,3277.0774
17.85,100,1,3,3746.0948,3278.037
17.86,100,1,3,3747.1906,3278.9959
17.87,100,1,3,3748.2855,3279.954
17.88,100,1,3,3749.3797,3280.9114
17.89,100,1,3,3750.473,3281.8681
17.9,100,1,3,3751.5655,3282.8241
17.91,100,1,3,3752.6572,3283.7794
17.92,100,1,3,3753.748,3284.734
17.93,100,1,3,3754.8381,3285.6879
17.94,100,1,3,3755.9273,3286.641
17.95,100,1,3,3757.0158,3287.5934
17.96,100,1,3,3758.1034,3288.5452
17.97,100,1,3,3759.1902,3289.4962
17.98,100,1,3,3760.2762,3290.4465
17.99,100,1,3,3761.3614,3291.3961
18,100,1,3,3762.4457,3292.345
18.01,100,1,3,3763.5293,3293.2931
18.02,100,1,3,3764.6121,3294.2406
18.03,100,1,3,3765.694,3295.1873
18.04,100,1,3,3766.7751,3296.1334
18.05,100,1,3,3767.8555,3297.0787
18.06,100,1,3,3768.935,3298.0234
18.07,100,1,3,3770.0137,3298.9673
18.08,100,1,3,3771.0916,3299.9105
18.09,100,1,3,3772.1687,3300.853
18.1,100,1,3,3773.245,3301.7949
18.11,100,1,3,3774.3204,3302.736
18.12,100,1,3,3775.3951,3303.6764
18.13,100,1,3,3776.469,3304.6161
18.14,100,1,3,3777.5421,3305.5551
18.15,100,1,3,3778.6143,3306.4934
18.16,100,1,3,3779.6858,3307.4309
18.17,100,1,3,3780.7565,3308.3678
18.18,100,1,3,3781.8263,3309.304
18.19,100,1,3,3782.8954,3310.2395
18.2,100,1,3,3783.9637,3311.1743
18.21,100,1,3,3785.0311,3312.1084
18.22,100,1,3,3786.0978,3313.0418
18.23,100,1,3,3787.1636,3313.9745
18.24,100,1,3,3788.2287,3314.9064
18.25,100,1,3,3789.293,3315.8377
18.26,100,1,3,3790.3564,3316.7683
18.27,100,1,3,3791.4191,3317.6982
18.28,100,1,3,3792.481,3318.6274
18.29,100,1,3,3793.542,3319.5559
18.3,100,1,3,3794.6023,3320.4837
18.31,100,1,3,3795.6618,3321.4108
18.32,100,1,3,3796.7205,3322.3372
18.33,100,1,3,3797.7784,3323.2629
18.34,100,1,3,3798.8355,3324.188
18.35,100,1,3,3799.8918,3325.1123
18.36,100,1,3,3800.9473,3326.0359
18.37,100,1,3,3802.002,3326.9589
18.38,100,1,3,3803.056,3327.8811
18.39,100,1,3,3804.1091,3328.8027
18.4,100,1,3,3805.1615,3329.7235
18.41,100,1,3,3806.213,3330.6437
18.42,100,1,3,3807.2638,3331.5632
18.43,100,1,3,3808.3138,3332.482
18.44,100,1,3,3809.363,3333.4001
18.45,100,1,3,3810.4114,3334.3175
18.46,100,1,3,3811.459,3335.2342
18.47,100,1,3,3812.5058,3336.1502
18.48,100,1,3,3813.5519,3337.0656
18.49,100,1,3,3814.5971,3337.9802
18.5,100,1,3,3815.6416,3338.8942
18.51,100,1,3,3816.6853,3339.8075
18.52,100,1,3,3817.7282,3340.7201
18.53,100,1,3,3818.7703,3341.632
18.54,100,1,3,3819.8116,3342.5432
18.55,100,1,3,3820.8522,3343.4538
18.56,100,1,3,3821.8919,3344.3636
18.57,100,1,3,3822.9309,3345.2728
18.58,100,1,3,3823.9691,3346.1813
18.59,100,1,3,3825.0065,3347.0891
18.6,100,1,3,3826.0432,3347.9962
18.61,100,1,3,3827.079,3348.9026
18.62,100,1,3,3828.1141,3349.8084
18.63,100,1,3,3829.1484,3350.7134
18.64,100,1,3,3830.182,3351.6178
18.65,100,1,3,3831.2147,3352.5215
18.66,100,1,3,3832.2467,3353.4246
18.67,100,1,3,3833.2779,3354.3269
18.68,100,1,3,3834.3083,3355.2286
18.69,100,1,3,3835.3379,3356.1296
18.7,100,1,3,3836.3668,3357.0299
18.71,100,1,3,3837.3948,3357.9295
18.72,100,1,3,3838.4222,3358.8285
18.73,100,1,3,3839.4487,3359.7267
18.74,100,1,3,3840.4745,3360.6243
18.75,100,1,3,3841.4995,3361.5213
18.76,100,1,3,3842.5237,3362.4175
18.77,100,1,3,3843.5471,3363.3131
18.78,100,1,3,3844.5698,3364.208
18.79,100,1,3,3845.5917,3365.1022
18.8,100,1,3,3846.6128,3365.9957
18.81,100,1,3,3847.6332,3366.8886
18.82,100,1,3,3848.6528,3367.7808
18.83,100,1,3,3849.6716,3368.6723
18.84,100,1,3,3850.6896,3369.5632
18.85,100,1,3,3851.7069,3370.4534
18.86,100,1,3,3852.7234,3371.3429
18.87,100,1,3,3853.7392,3372.2317
18.88,100,1,3,3854.7542,3373.1199
18.89,100,1,3,3855.7684,3374.0074
18.9,100,1,3,3856.7818,3374.8942
18.91,100,1,3,3857.7945,3375.7803
18.92,100,1,3,3858.8064,3376.6658
18.93,100,1,3,3859.8176,3377.5506
18.94,100,1,3,3860.828,3378.4348
18.95,100,1,3,3861.8376,3379.3183
18.96,100,1,3,3862.8465,3380.2011
18.97,100,1,3,3863.8546,3381.0832
18.98,100,1,3,3864.8619,3381.9647
18.99,100,1,3,3865.8685,3382.8455
19,100,1,3,3866.8743,3383.7257
19.01,100,1,3,3867.8794,3384.6051
19.02,100,1,3,3868.8837,3385.484
19.03,100,1,3,3869.8872,3386.3621
19.04,100,1,3,3870.89,3387.2396
19.05,100,1,3,3871.892,3388.1164
19.06,100,1,3,3872.8933,3388.9926
19.07,100,1,3,3873.8938,3389.8681
19.08,100,1,3,3874.8935,3390.7429
19.09,100,1,3,3875.8925,3391.6171
19.1,100,1,3,3876.8908,3392.4906
19.11,100,1,3,3877.8883,3393.3634
19.12,100,1,3,3878.885,3394.2356
19.13,100,1,3,3879.881,3395.1072
19.14,100,1,3,3880.8762,3395.978
19.15,100,1,3,3881.8706,3396.8482
19.16,100,1,3,3882.8643,3397.7178
19.17,100,1,3,3883.8573,3398.5867
19.18,100,1,3,3884.8495,3399.4549
19.19,100,1,3,3885.841,3400.3225
19.2,100,1,3,3886.8317,3401.1894
19.21,100,1,3,3887.8216,3402.0557
19.22,100,1,3,3888.8108,3402.9213
19.23,100,1,3,3889.7993,3403.7862
19.24,100,1,3,3890.787,3404.6505
