"time","FMU_Interface_OUT0_Primary Ang","FMU_Interface_OUT1_Secondary A","FMU_Interface_OUT2_Primary Spe","FMU_Interface_OUT3_Secondary S","FMU_Interface_OUT4_Primary Acc","FMU_Interface_OUT5_Secondary A","FMU_Interface_OUT6_Primary Tor","FMU_Interface_OUT7_Secondary T","FMU_Interface_OUT8_Torque Fric","FMU_Interface_OUT9_Spring Actu"
6.276,75560.3,75583.1,2200,2200,5.68421E-09,5.68421E-09,73.9828,-173.883,-99.9043,137.211
6.288,75718.6,75741.5,2200,2200,-4.36173E-14,-4.36173E-14,74.6781,-174.799,-100.168,137.086
6.3,75876.8,75899.9,2200,2200,5.68425E-09,5.68425E-09,75.3586,-175.676,-100.375,136.964
6.312,76035.1,76058.3,2200,2200,-2.15067E-22,-2.15067E-22,75.9756,-176.545,-100.573,136.845
6.324,76193.4,76216.7,2200,2200,8.80096E-14,8.80096E-14,76.5781,-177.391,-100.765,136.73
6.336,76351.7,76375.1,2200,2200,-3.34477E-27,-3.34477E-27,77.1916,-178.29,-100.957,136.618
6.348,76510,76533.5,2200,2200,-2.84204E-09,-2.84204E-09,77.7959,-178.985,-101.152,136.51
6.36,76668.3,76691.9,2200,2200,-2.84213E-09,-2.84213E-09,78.3931,-179.685,-101.064,136.404
6.372,76826.6,76850.3,2200,2200,-2.84204E-09,-2.84204E-09,78.9428,-180.493,-101.351,136.302
6.384,76984.9,77008.7,2200,2200,-2.84213E-09,-2.84213E-09,79.426,-181.161,-101.501,136.204
6.396,77143.2,77167.1,2200,2200,-2.84204E-09,-2.84204E-09,79.9754,-181.78,-101.719,136.109
6.408,77301.5,77325.5,2200,2200,-2.84213E-09,-2.84213E-09,80.4431,-182.524,-101.92,136.017
6.42,77459.8,77483.9,2200,2200,-2.84213E-09,-2.84213E-09,80.8211,-183.081,-101.978,135.929
6.432,77618.1,77642.3,2200,2200,-4.51668E-14,-4.51668E-14,81.4676,-183.616,-102.108,135.844
6.444,77776.4,77800.7,2200,2200,-2.84213E-09,-2.84213E-09,81.8764,-184.339,-102.328,135.763
6.456,77934.8,77959.1,2200,2200,5.68421E-09,5.68421E-09,82.1763,-184.857,-102.539,135.685
6.468,78093.1,78117.5,2200,2200,-4.55543E-14,-4.55543E-14,82.6089,-185.304,-102.668,135.611
6.48,78251.4,78275.9,2200,2200,5.6842E-09,5.6842E-09,83.0548,-185.792,-102.789,135.54
6.492,78409.7,78434.3,2200,2200,-4.58125E-14,-4.58125E-14,83.427,-186.244,-102.864,135.473
6.504,78568.1,78592.7,2200,2200,5.6842E-09,5.6842E-09,83.7885,-186.863,-103.012,135.409
6.516,78726.4,78751.1,2200,2200,-4.60707E-14,-4.60707E-14,84.129,-187.186,-103.061,135.349
6.528,78884.8,78909.5,2200,2200,5.68425E-09,5.68425E-09,84.3686,-187.589,-103.161,135.292
6.54,79043.1,79067.9,2200,2200,-4.6329E-14,-4.6329E-14,84.7358,-188.052,-103.1,135.239
6.552,79201.5,79226.3,2200,2200,5.68425E-09,5.68425E-09,84.9866,-188.283,-103.374,135.189
6.564,79359.8,79384.7,2200,2200,-2.84212E-09,-2.84212E-09,85.223,-188.682,-103.332,135.143
6.576,79518.2,79543.1,2200,2200,9.34324E-14,9.34324E-14,85.6441,-188.902,-103.505,135.1
6.588,79676.5,79701.5,2200,2200,-2.84212E-09,-2.84212E-09,85.6443,-189.213,-103.578,135.061
6.6,79834.9,79859.9,2200,2200,-2.84203E-09,-2.84203E-09,85.8335,-189.461,-103.637,135.026
6.612,79993.3,80018.3,2200,2200,-2.84212E-09,-2.84212E-09,86.0461,-189.84,-103.575,134.994
6.624,80151.6,80176.7,2200,2200,-2.84203E-09,-2.84203E-09,86.1834,-189.881,-103.746,134.966
6.636,80310,80335.1,2200,2200,-2.84212E-09,-2.84212E-09,86.253,-190.135,-103.772,134.941
6.648,80468.4,80493.5,2200,2200,-2.84203E-09,-2.84203E-09,86.5226,-190.298,-103.633,134.92
6.66,80626.8,80651.9,2200,2200,-2.84212E-09,-2.84212E-09,86.5226,-190.338,-103.72,134.902
6.672,80785.2,80810.3,2200,2200,-2.84212E-09,-2.84212E-09,86.7294,-190.497,-103.73,134.888
6.684,80943.5,80968.7,2200,2200,-4.78782E-14,-4.78782E-14,86.7294,-190.518,-103.654,134.878
6.696,81101.9,81127.1,2200,2200,-2.84212E-09,-2.84212E-09,86.7294,-190.563,-103.707,134.871
6.708,81260.3,81285.5,2200,2200,5.6842E-09,5.6842E-09,86.7294,-190.587,-103.73,134.868
6.72,81418.7,81443.9,2200,2200,-4.82657E-14,-4.82657E-14,66.7294,-170.568,-103.712,134.869
6.732,81577.1,81602.3,2200,2200,5.6842E-09,5.6842E-09,66.7294,-170.415,-103.559,134.873
6.744,81735.5,81760.7,2200,2200,-4.85239E-14,-4.85239E-14,66.7294,-170.125,-103.269,134.88
6.756,81894,81919.1,2200,2200,5.6842E-09,5.6842E-09,66.7294,-169.7,-102.844,134.892
6.768,82052.4,82077.5,2200,2200,-4.87821E-14,-4.87821E-14,66.7294,-169.139,-102.283,134.907
6.78,82210.8,82235.9,2200,2200,5.68424E-09,5.68424E-09,66.7294,-168.443,-101.587,134.925
6.792,82369.2,82394.3,2200,2200,2.05141E-22,2.05141E-22,66.7294,-167.611,-100.755,134.947
6.804,82527.6,82552.7,2200,2200,5.68424E-09,5.68424E-09,66.7294,-166.644,-99.7883,134.973
6.816,82686.1,82711.1,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-165.542,-98.6862,135.002
6.828,82844.5,82869.5,2200,2200,9.88553E-14,9.88553E-14,66.7294,-164.305,-97.4491,135.035
6.84,83002.9,83027.9,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-162.933,-96.0772,135.071
6.852,83161.4,83186.3,2200,2200,-2.84202E-09,-2.84202E-09,66.7294,-161.427,-94.5707,135.111
6.864,83319.8,83344.7,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-159.786,-92.9299,135.155
6.876,83478.3,83503.1,2200,2200,-2.84202E-09,-2.84202E-09,66.7294,-158.011,-91.1548,135.202
6.888,83636.7,83661.5,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-156.102,-89.2459,135.252
6.9,83795.2,83819.9,2200,2200,-2.84202E-09,-2.84202E-09,66.7294,-154.059,-87.2033,135.307
6.912,83953.6,83978.3,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-151.883,-85.0274,135.364
6.924,84112.1,84136.7,2200,2200,-5.04606E-14,-5.04606E-14,66.7294,-149.575,-82.7185,135.426
6.936,84270.6,84295.1,2200,2200,-5.05898E-14,-5.05898E-14,66.7294,-147.133,-80.2768,135.49
6.948,84429,84453.5,2200,2200,-5.07188E-14,-5.07188E-14,66.7294,-144.559,-77.7029,135.559
6.96,84587.5,84611.9,2200,2200,5.68419E-09,5.68419E-09,66.7294,-141.853,-74.997,135.63
6.972,84746,84770.3,2200,2200,-5.09771E-14,-5.09771E-14,66.7294,-139.016,-72.1595,135.706
6.984,84904.5,84928.7,2200,2200,5.68419E-09,5.68419E-09,66.7294,-136.047,-69.1908,135.784
6.996,85062.9,85087.1,2200,2200,-5.12353E-14,-5.12353E-14,66.7294,-132.947,-66.0914,135.867
7.008,85221.4,85245.5,2200,2200,5.68419E-09,5.68419E-09,66.7294,-129.718,-62.8617,135.952
7.02,85379.9,85403.9,2200,2200,-2.15894E-22,-2.15894E-22,66.7294,-126.358,-59.5022,136.041
7.032,85538.4,85562.3,2200,2200,5.68424E-09,5.68424E-09,66.7294,-122.869,-56.0133,136.134
7.044,85696.9,85720.7,2200,2200,-2.15894E-22,-2.15894E-22,66.7294,-119.252,-52.3956,136.23
7.056,85855.4,85879.1,2200,2200,2.84212E-09,2.84212E-09,66.7294,-116.78,-49.9717,136.329
7.068,86013.9,86037.5,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-114.889,-48.11,136.432
7.08,86172.4,86195.9,2200,2200,-2.84201E-09,-2.84201E-09,66.7294,-112.953,-46.1715,136.538
7.092,86330.9,86354.3,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-110.964,-44.165,136.648
7.104,86489.4,86512.7,2200,2200,-2.84201E-09,-2.84201E-09,66.7294,-108.916,-42.0964,136.761
7.116,86647.9,86671.1,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-106.806,-39.9691,136.877
7.128,86806.5,86829.5,2200,2200,-2.84201E-09,-2.84201E-09,66.7294,-104.634,-37.7845,136.996
7.14,86965,86987.9,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-102.4,-35.5431,137.119
7.152,87123.5,87146.3,2200,2200,-5.2914E-14,-5.2914E-14,66.7294,-100.104,-33.2444,137.245
7.164,87282,87304.7,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-97.7489,-30.8882,137.374
7.176,87440.6,87463.1,2200,2200,-5.31723E-14,-5.31723E-14,66.7294,-95.3342,-28.4743,137.507
7.188,87599.1,87621.5,2200,2200,-5.33012E-14,-5.33012E-14,66.7294,-92.8611,-26.0025,137.643
7.2,87757.6,87779.9,2200,2200,-5.34302E-14,-5.34302E-14,66.7294,-90.3303,-23.473,137.782
7.212,87916.2,87938.3,2200,2200,5.68418E-09,5.68418E-09,66.7294,-87.7424,-20.886,137.924
7.224,88074.7,88096.7,2200,2200,-5.36885E-14,-5.36885E-14,66.7294,-85.0978,-18.242,138.069
7.236,88233.3,88255.1,2200,2200,5.68418E-09,5.68418E-09,66.7294,-82.6043,-15.7965,138.217
7.248,88391.8,88413.5,2200,2200,-2.15067E-22,-2.15067E-22,66.7294,-80.8804,-13.956,138.369
7.26,88550.4,88571.9,2200,2200,5.68418E-09,5.68418E-09,66.7294,-79.0567,-12.1852,138.524
7.272,88709,88730.3,2200,2200,-2.15067E-22,-2.15067E-22,66.7294,-77.1466,-10.366,138.681
7.284,88867.5,88888.7,2200,2200,-2.84201E-09,-2.84201E-09,66.7294,-75.2165,-8.47192,138.842
7.296,89026.1,89047.1,2200,2200,1.07533E-22,1.07533E-22,66.7294,-73.2979,-6.5341,139.006
7.308,89184.6,89205.5,2200,2200,-2.84201E-09,-2.84201E-09,66.7294,-71.3558,-4.56121,139.173
7.32,89343.2,89363.9,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-69.3576,-2.55153,139.342
7.332,89501.8,89522.3,2200,2200,-2.84201E-09,-2.84201E-09,66.7294,-67.3139,-0.515369,139.515
7.344,89660.4,89680.7,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-65.2429,1.545,139.691
7.356,89818.9,89839.1,2200,2200,-2.84201E-09,-2.84201E-09,66.7294,-63.1426,3.64208,139.869
7.368,89977.5,89997.5,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-61.0069,5.78078,140.051
7.38,90136.1,90155.9,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-58.8387,7.95239,140.235
7.392,90294.7,90314.3,2200,2200,-2.84212E-09,-2.84212E-09,66.7294,-56.6403,10.1516,140.422
7.404,90453.3,90472.7,2200,2200,-5.56254E-14,-5.56254E-14,66.7294,-54.4087,12.3822,140.612
7.416,90611.9,90631.1,2200,2200,2.84212E-09,2.84212E-09,66.7294,-52.1432,14.6467,140.805
7.428,90770.5,90789.5,2200,2200,-5.58837E-14,-5.58837E-14,66.7294,-50.1872,16.5602,141.001
7.44,90929.1,90947.9,2200,2200,5.68417E-09,5.68417E-09,66.7294,-48.5206,18.2891,141.199
7.452,91087.7,91106.3,2200,2200,-5.61419E-14,-5.61419E-14,66.7294,-46.7262,19.9044,141.4
7.464,91246.3,91264.7,2200,2200,5.68417E-09,5.68417E-09,66.7294,-45.0431,21.6933,141.603
7.476,91404.9,91423.1,2200,2200,-5.64001E-14,-5.64001E-14,66.7294,-43.2849,23.4626,141.809
7.488,91563.5,91581.5,2200,2200,5.68417E-09,5.68417E-09,66.7294,-41.4744,25.2156,142.018
7.5,91722.1,91739.9,2200,2200,2.05141E-22,2.05141E-22,66.7294,-39.687,27.0428,142.229
7.512,91880.7,91898.3,2200,2200,-2.84206E-09,-2.84206E-09,66.7294,-37.8574,28.8732,142.443
7.524,92039.3,92056.7,2200,2200,-1.0257E-22,-1.0257E-22,66.7294,-35.9993,30.7136,142.66
7.536,92197.9,92215.1,2200,2200,-2.84206E-09,-2.84206E-09,66.7294,-34.136,32.5917,142.878
7.548,92356.6,92373.5,2200,2200,-1.0257E-22,-1.0257E-22,66.7294,-32.245,34.4823,143.1
7.56,92515.2,92531.9,2200,2200,-2.842E-09,-2.842E-09,66.7294,-30.3326,36.3894,143.323
7.572,92673.8,92690.3,2200,2200,-1.0257E-22,-1.0257E-22,66.7294,-28.4062,38.3214,143.549
7.584,92832.4,92848.7,2200,2200,5.75621E-14,5.75621E-14,66.7294,-26.4579,40.2694,143.778
7.596,92991.1,93007.1,2200,2200,-2.84211E-09,-2.84211E-09,66.7294,-24.4906,42.2352,144.009
7.608,93149.7,93165.5,2200,2200,-5.78203E-14,-5.78203E-14,66.7294,-22.5066,44.2213,144.242
7.62,93308.3,93323.9,2200,2200,-2.84211E-09,-2.84211E-09,66.7294,-20.8698,45.7234,144.477
7.632,93467,93482.3,2200,2200,-5.80786E-14,-5.80786E-14,66.7294,-19.4212,47.4047,144.715
7.644,93625.6,93640.7,2200,2200,2.84211E-09,2.84211E-09,66.7294,-17.769,48.9488,144.954
7.656,93784.3,93799.1,2200,2200,-5.83368E-14,-5.83368E-14,66.7294,-16.1723,50.5183,145.196
7.668,93942.9,93957.5,2200,2200,2.84211E-09,2.84211E-09,66.7294,-14.5714,52.1881,145.44
7.68,94101.6,94115.9,2200,2200,1.0257E-22,1.0257E-22,66.7294,-12.9445,53.7805,145.686
7.692,94260.2,94274.3,2200,2200,5.68417E-09,5.68417E-09,66.7294,-11.2872,55.4271,145.934
7.704,94418.9,94432.7,2200,2200,2.05141E-22,2.05141E-22,66.7294,-9.65732,57.0852,146.184
7.716,94577.5,94591.1,2200,2200,2.84205E-09,2.84205E-09,66.7294,-7.98164,58.7423,146.436
7.728,94736.2,94749.5,2200,2200,1.0257E-22,1.0257E-22,66.7294,-6.31085,60.4156,146.69
7.74,94894.8,94907.9,2200,2200,2.84205E-09,2.84205E-09,66.7294,-4.62634,62.1052,146.946
7.752,95053.5,95066.3,2200,2200,1.0257E-22,1.0257E-22,66.7294,-2.92766,63.8005,147.204
7.764,95212.1,95224.7,2200,2200,-2.84205E-09,-2.84205E-09,66.7294,-1.21813,65.5085,147.463
7.776,95370.8,95383.1,2200,2200,-1.02984E-22,-1.02984E-22,66.7294,0.500376,67.2311,147.725
7.788,95529.5,95541.5,2200,2200,-2.84199E-09,-2.84199E-09,66.7294,2.23195,68.9592,147.988
7.8,95688.1,95699.9,2200,2200,-1.0257E-22,-1.0257E-22,66.7294,3.97251,70.7014,148.253
7.812,95846.8,95858.3,2200,2200,-2.84199E-09,-2.84199E-09,66.7294,5.72262,72.4513,148.519
7.824,96005.5,96016.7,2200,2200,-2.84211E-09,-2.84211E-09,66.7294,7.48285,74.2117,148.787
7.836,96164.1,96175.1,2200,2200,6.02735E-14,6.02735E-14,66.7294,9.25209,75.9805,149.057
7.848,96322.8,96333.5,2200,2200,-2.84211E-09,-2.84211E-09,66.7294,10,76.7294,149.217
7.86,96481.5,96491.9,2200,2200,-6.05318E-14,-6.05318E-14,66.7294,10,76.7294,149.217
7.872,96640.1,96650.3,2200,2200,-2.84211E-09,-2.84211E-09,66.7294,10,76.7294,149.217
7.884,96798.8,96808.7,2200,2200,-6.079E-14,-6.079E-14,66.7294,10,76.7294,149.217
7.896,96957.5,96967.1,2200,2200,2.84211E-09,2.84211E-09,66.7294,10,76.7294,149.217
7.908,97116.2,97125.5,2200,2200,-6.10482E-14,-6.10482E-14,66.7294,10,76.7294,149.217
7.92,97274.9,97283.9,2200,2200,2.84211E-09,2.84211E-09,66.7294,10,76.7294,149.217
7.932,97433.5,97442.3,2200,2200,-1.07533E-22,-1.07533E-22,66.7294,10,76.7294,149.217
7.944,97592.2,97600.7,2200,2200,5.68416E-09,5.68416E-09,66.7294,10,76.7294,149.217
7.956,97750.9,97759.1,2200,2200,-2.15067E-22,-2.15067E-22,66.7294,10,76.7294,149.217
7.968,97909.6,97917.5,2200,2200,2.84205E-09,2.84205E-09,66.7294,10,76.7294,149.217
7.98,98068.3,98075.9,2200,2200,-1.07533E-22,-1.07533E-22,66.7294,10,76.7294,149.217
7.992,98227,98234.3,2200,2200,2.84205E-09,2.84205E-09,66.7294,10,76.7294,149.217
8.004,98385.6,98392.7,2200,2200,1.0257E-22,1.0257E-22,66.7294,10,76.7294,149.217
8.016,98544.3,98551.1,2200,2200,6.22102E-14,6.22102E-14,66.7294,10,76.7294,149.217
8.028,98703,98709.5,2200,2200,-2.84211E-09,-2.84211E-09,66.7294,10,76.7294,149.217
8.04,98861.7,98867.9,2200,2200,-6.24687E-14,-6.24687E-14,66.7294,10,76.7294,149.217
8.052,99020.4,99026.3,2200,2200,-2.84211E-09,-2.84211E-09,66.7294,10,76.7294,149.217
8.064,99179.1,99184.7,2200,2200,-6.27267E-14,-6.27267E-14,66.7294,10,76.7294,149.217
8.076,99337.8,99343.1,2200,2200,-2.84211E-09,-2.84211E-09,66.7294,10,76.7294,149.217
8.088,99496.5,99501.5,2200,2200,-6.29852E-14,-6.29852E-14,66.7294,10,76.7294,149.217
8.1,99655.2,99659.9,2200,2200,2.84211E-09,2.84211E-09,66.7294,10,76.7294,149.217
8.112,99813.9,99818.3,2200,2200,-1.07533E-22,-1.07533E-22,66.7294,10,76.7294,149.217
8.124,99972.6,99976.7,2200,2200,5.68415E-09,5.68415E-09,66.7294,10,76.7294,149.217
8.136,100131,100135,2200,2200,-2.15067E-22,-2.15067E-22,66.7294,10,76.7294,149.217
8.148,100290,100293,2200,2200,5.68415E-09,5.68415E-09,66.7294,10,76.7294,149.217
8.16,100449,100452,2200,2200,-2.15067E-22,-2.15067E-22,66.7294,10,76.7294,149.217
8.172,100607,100610,2200,2200,2.84204E-09,2.84204E-09,66.7294,10,76.7294,149.217
8.184,100766,100769,2200,2200,-1.07533E-22,-1.07533E-22,66.7294,10,76.7294,149.217
8.196,100925,100927,2200,2200,-2.84204E-09,-2.84204E-09,66.7294,10,76.7294,149.217
8.208,101083,101085,2200,2200,1.07533E-22,1.07533E-22,66.7294,10,76.7294,149.217
8.22,101242,101244,2200,2200,-2.84198E-09,-2.84198E-09,66.7294,10,76.7294,149.217
8.232,101401,101402,2200,2200,-3.13088E-22,-3.13088E-22,66.7294,10,76.7294,149.217
8.244,101560,101561,2200,2200,-2.84198E-09,-2.84198E-09,66.7294,10,76.7294,149.217
8.256,101718,101719,2200,2200,1.07947E-22,1.07947E-22,66.7294,10,76.7294,149.217
8.268,101877,101877,2200,2200,6.49219E-14,6.49219E-14,66.7294,10,76.7294,149.217
8.28,102036,102036,2200,2200,-2.84211E-09,-2.84211E-09,66.7294,10,76.7294,149.217
8.292,102194,102194,2200,2200,-6.51799E-14,-6.51799E-14,-10,87.9467,77.5219,149.129
8.304,102353,102353,2200,2200,-2.84211E-09,-2.84211E-09,-10,87.5126,77.7729,149.171
8.316,102512,102511,2200,2200,-6.54384E-14,-6.54384E-14,-10,88.2081,77.8051,149.106
8.328,102670,102669,2200,2200,-2.84211E-09,-2.84211E-09,-10,87.4182,77.7245,149.158
8.34,102829,102828,2200,2200,-6.56963E-14,-6.56963E-14,-10,87.9176,77.8181,149.123
8.352,102988,102986,2200,2200,2.84211E-09,2.84211E-09,-10,87.7056,77.7317,149.147
8.364,103147,103145,2200,2200,-1.07947E-22,-1.07947E-22,-10,87.7696,77.7868,149.136
8.376,103305,103303,2200,2200,5.68414E-09,5.68414E-09,-10,87.8027,77.7628,149.136
8.388,103464,103461,2200,2200,-2.15067E-22,-2.15067E-22,-10,87.7505,77.7709,149.139
8.4,103623,103620,2200,2200,5.68414E-09,5.68414E-09,-10,87.798,77.7719,149.135
8.412,103781,103778,2200,2200,-2.15067E-22,-2.15067E-22,-10,87.7496,77.7625,149.14
8.424,103940,103937,2200,2200,2.84204E-09,2.84204E-09,-10,87.7596,77.7709,149.137
8.436,104099,104095,2200,2200,-1.07533E-22,-1.07533E-22,-10,87.7558,77.7649,149.138
8.448,104257,104253,2200,2200,-2.84204E-09,-2.84204E-09,-10,87.7746,77.768,149.138
8.46,104416,104412,2200,2200,1.07533E-22,1.07533E-22,-10,87.7695,77.7655,149.138
8.472,104575,104570,2200,2200,-2.84197E-09,-2.84197E-09,-10,87.7692,77.7654,149.138
8.484,104734,104729,2200,2200,1.07533E-22,1.07533E-22,-10,87.7647,77.7652,149.138
8.496,104892,104887,2200,2200,-2.84197E-09,-2.84197E-09,-10,87.7588,77.7641,149.138
8.508,105051,105045,2200,2200,1.07533E-22,1.07533E-22,-10,87.7635,77.7636,149.138
8.52,105210,105204,2200,2200,6.76335E-14,6.76335E-14,-10,87.7582,77.7624,149.138
8.532,105368,105362,2200,2200,-2.8421E-09,-2.8421E-09,-10,87.7612,77.762,149.138
8.544,105527,105521,2200,2200,-6.78915E-14,-6.78915E-14,-10,87.7617,77.7611,149.138
8.556,105686,105679,2200,2200,-2.8421E-09,-2.8421E-09,-10,87.7603,77.7604,149.138
8.568,105844,105837,2200,2200,-6.815E-14,-6.815E-14,-10,87.7606,77.7595,149.138
8.58,106003,105996,2200,2200,-2.8421E-09,-2.8421E-09,-10,87.7569,77.7585,149.138
8.592,106162,106154,2200,2200,-6.8408E-14,-6.8408E-14,-10,87.7553,77.7576,149.139
8.604,106320,106313,2200,2200,2.8421E-09,2.8421E-09,-10,87.7545,77.7565,149.139
8.616,106479,106471,2200,2200,3.13088E-22,3.13088E-22,-10,87.7536,77.7556,149.139
8.628,106638,106629,2200,2200,5.68414E-09,5.68414E-09,-10,87.7538,77.7545,149.139
8.64,106796,106788,2200,2200,-2.15067E-22,-2.15067E-22,-10,87.753,77.7534,149.139
8.652,106955,106946,2200,2200,5.68413E-09,5.68413E-09,-10,87.7515,77.7523,149.139
8.664,107114,107105,2200,2200,6.26176E-22,6.26176E-22,-10,87.75,77.7511,149.139
8.676,107273,107263,2200,2200,2.84203E-09,2.84203E-09,-10,87.748,77.7499,149.139
8.688,107431,107421,2200,2200,-1.07533E-22,-1.07533E-22,-10,87.7467,77.7487,149.139
8.7,107590,107580,2200,2200,-2.84203E-09,-2.84203E-09,-10,87.7457,77.7474,149.139
8.712,107749,107738,2200,2200,-3.13088E-22,-3.13088E-22,-10,87.7446,77.7461,149.139
8.724,107907,107897,2200,2200,-2.84196E-09,-2.84196E-09,-10,87.7435,77.7448,149.14
8.736,108066,108055,2200,2200,1.07533E-22,1.07533E-22,-10,87.7421,77.7434,149.14
8.748,108225,108213,2200,2200,-2.84196E-09,-2.84196E-09,-10.8127,89.4468,78.1074,148.926
8.76,108383,108372,2200,2200,1.07533E-22,1.07533E-22,-12.4558,91.3185,78.6687,148.658
8.772,108542,108530,2200,2200,7.03447E-14,7.03447E-14,-14.0294,93.0787,79.1943,148.393
8.784,108701,108689,2200,2200,-2.8421E-09,-2.8421E-09,-15.5084,94.9985,79.7057,148.129
8.796,108859,108847,2200,2200,-3.13088E-22,-3.13088E-22,-16.8905,96.968,80.2194,147.866
8.808,109018,109005,2200,2200,-2.8421E-09,-2.8421E-09,-18.206,98.9116,80.7386,147.606
8.82,109177,109164,2200,2200,1.07533E-22,1.07533E-22,-19.5227,100.824,81.2599,147.347
8.832,109335,109322,2200,2200,-2.8421E-09,-2.8421E-09,-20.8757,102.714,81.778,147.09
8.844,109494,109481,2200,2200,-3.13088E-22,-3.13088E-22,-22.2447,104.574,82.2892,146.835
8.856,109652,109639,2200,2200,0,0,-23.6034,106.403,82.7921,146.582
8.868,109811,109797,2200,2200,0,0,-24.9471,108.221,83.2873,146.331
8.88,109970,109956,2200,2200,2.84203E-09,2.84203E-09,-26.2759,110.035,83.7761,146.082
8.892,110128,110114,2200,2200,3.13088E-22,3.13088E-22,-27.5875,111.837,84.2594,145.835
8.904,110287,110273,2200,2200,2.84203E-09,2.84203E-09,-28.8864,113.622,84.7375,145.59
8.916,110446,110431,2200,2200,-1.07533E-22,-1.07533E-22,-30.1791,115.39,85.2102,145.347
8.928,110604,110589,2200,2200,2.84203E-09,2.84203E-09,-31.4648,117.141,85.6772,145.106
8.94,110763,110748,2200,2200,3.13088E-22,3.13088E-22,-32.7384,118.875,86.1383,144.867
8.952,110922,110906,2200,2200,0,0,-33.9991,120.591,86.5934,144.631
8.964,111080,111065,2200,2200,0,0,-35.2488,122.291,87.0425,144.397
8.976,111239,111223,2200,2200,7.25399E-14,7.25399E-14,-36.4881,123.974,87.4858,144.165
8.988,111398,111381,2200,2200,7.98958E-27,7.98958E-27,-37.716,125.639,87.923,143.935
9,111556,111540,2200,2200,7.27979E-14,7.27979E-14,-38.9321,127.284,88.3543,143.708
9.012,111715,111698,2200,2200,-2.75155E-27,-2.75155E-27,-40.1362,128.913,88.7795,143.483
9.024,111873,111857,2200,2200,-7.30563E-14,-7.30563E-14,-41.3275,130.525,89.1988,143.26
9.036,112032,112015,2200,2200,-2.8421E-09,-2.8421E-09,-42.506,132.118,89.6122,143.04
9.048,112191,112173,2200,2200,1.07533E-22,1.07533E-22,-43.6722,133.691,90.0195,142.822
9.06,112349,112332,2200,2200,-2.8421E-09,-2.8421E-09,-44.8262,135.246,90.4208,142.607
9.072,112508,112490,2200,2200,1.07533E-22,1.07533E-22,-45.9675,136.782,90.816,142.394
9.084,112666,112649,2200,2200,2.8421E-09,2.8421E-09,-47.0952,138.298,91.2051,142.184
9.096,112825,112807,2200,2200,-1.07533E-22,-1.07533E-22,-48.2094,139.796,91.5882,141.977
9.108,112984,112965,2200,2200,0,0,-49.31,141.274,91.9652,141.772
9.12,113142,113124,2200,2200,0,0,-50.397,142.732,92.3362,141.569
9.132,113301,113282,2200,2200,2.84202E-09,2.84202E-09,-51.4704,144.17,92.7011,141.37
9.144,113459,113441,2200,2200,-1.07533E-22,-1.07533E-22,-52.5298,145.588,93.0599,141.173
9.156,113618,113599,2200,2200,-2.84202E-09,-2.84202E-09,-53.575,146.986,93.4126,140.979
9.168,113777,113757,2200,2200,1.07947E-22,1.07947E-22,-54.6056,148.363,93.7591,140.787
9.18,113935,113916,2200,2200,-2.84202E-09,-2.84202E-09,-55.6216,149.72,94.0996,140.599
9.192,114094,114074,2200,2200,1.07533E-22,1.07533E-22,-56.623,151.056,94.434,140.413
9.204,114252,114233,2200,2200,0,0,-57.6096,152.371,94.7623,140.23
9.216,114411,114391,2200,2200,0,0,-58.5812,153.664,95.0845,140.05
9.228,114570,114549,2200,2200,-7.52515E-14,-7.52515E-14,-59.5376,154.937,95.4005,139.872
9.24,114728,114708,2200,2200,2.8399E-27,2.8399E-27,-60.4785,156.187,95.7104,139.698
9.252,114887,114866,2200,2200,-7.55095E-14,-7.55095E-14,-61.4039,157.417,96.0143,139.527
9.264,115045,115025,2200,2200,-8.31775E-27,-8.31775E-27,-62.3137,158.624,96.312,139.358
9.276,115204,115183,2200,2200,-7.57675E-14,-7.57675E-14,-63.2078,159.81,96.6036,139.193
9.288,115362,115341,2200,2200,2.8421E-09,2.8421E-09,-64.0859,160.973,96.8891,139.031
9.3,115521,115500,2200,2200,-1.07533E-22,-1.07533E-22,-64.9479,162.115,97.1684,138.871
9.312,115680,115658,2200,2200,2.84209E-09,2.84209E-09,-65.7936,163.234,97.4417,138.715
9.324,115838,115817,2200,2200,-1.07533E-22,-1.07533E-22,-66.6229,164.33,97.7089,138.562
9.336,115997,115975,2200,2200,2.84209E-09,2.84209E-09,-67.4357,165.404,97.9699,138.412
9.348,116155,116133,2200,2200,-1.07533E-22,-1.07533E-22,-68.2319,166.455,98.2249,138.265
