"time",	"Noise",	"Noise_Filt",	"Noise_Filt_Sat",	"Sine",	"Sine_Filt",	"Sine_Filt_Quantized"
8.958,	1.589335,	-0.359474,	-0.359474,	0.900023,	1.620703,	1.6
8.959,	1.589335,	-0.359474,	-0.359474,	0.898236,	1.619543,	1.6
8.96,	1.589335,	-0.359474,	-0.359474,	0.896449,	1.618383,	1.6
8.961,	1.589335,	-0.359474,	-0.359474,	0.89466,	1.61722,	1.6
8.962,	1.589335,	-0.359474,	-0.359474,	0.892871,	1.616056,	1.6
8.963,	1.589335,	-0.359474,	-0.359474,	0.891081,	1.61489,	1.6
8.964,	1.589335,	-0.359474,	-0.359474,	0.88929,	1.613723,	1.6
8.965,	1.589335,	-0.359474,	-0.359474,	0.887498,	1.612554,	1.6
8.966,	1.589335,	-0.359474,	-0.359474,	0.885706,	1.611383,	1.6
8.967,	1.589335,	-0.359474,	-0.359474,	0.883912,	1.610211,	1.6
8.968,	1.589335,	-0.359474,	-0.359474,	0.882117,	1.609038,	1.6
8.969,	1.589335,	-0.359474,	-0.359474,	0.880322,	1.607862,	1.6
8.97,	1.589335,	-0.359474,	-0.359474,	0.878526,	1.606685,	1.6
8.971,	1.589335,	-0.359474,	-0.359474,	0.876729,	1.605507,	1.6
8.972,	1.589335,	-0.359474,	-0.359474,	0.874931,	1.604326,	1.6
8.973,	1.589335,	-0.359474,	-0.359474,	0.873132,	1.603145,	1.6
8.974,	1.589335,	-0.359474,	-0.359474,	0.871332,	1.601961,	1.6
8.975,	1.589335,	-0.359474,	-0.359474,	0.869531,	1.600776,	1.6
8.976,	1.589335,	-0.359474,	-0.359474,	0.86773,	1.599589,	1.6
8.977,	1.589335,	-0.359474,	-0.359474,	0.865927,	1.598401,	1.6
8.978,	1.589335,	-0.359474,	-0.359474,	0.864124,	1.597211,	1.6
8.979,	1.589335,	-0.359474,	-0.359474,	0.86232,	1.59602,	1.6
8.98,	1.589335,	-0.359474,	-0.359474,	0.860515,	1.594827,	1.6
8.981,	1.589335,	-0.359474,	-0.359474,	0.858709,	1.593632,	1.6
8.982,	1.589335,	-0.359474,	-0.359474,	0.856902,	1.592436,	1.6
8.983,	1.589335,	-0.359474,	-0.359474,	0.855095,	1.591238,	1.6
8.984,	1.589335,	-0.359474,	-0.359474,	0.853286,	1.590039,	1.6
8.985,	1.589335,	-0.359474,	-0.359474,	0.851477,	1.588838,	1.6
8.986,	1.589335,	-0.359474,	-0.359474,	0.849667,	1.587636,	1.6
8.987,	1.589335,	-0.359474,	-0.359474,	0.847856,	1.586431,	1.6
8.988,	1.589335,	-0.359474,	-0.359474,	0.846044,	1.585226,	1.6
8.989,	1.589335,	-0.359474,	-0.359474,	0.844232,	1.584018,	1.6
8.99,	1.589335,	-0.359474,	-0.359474,	0.842418,	1.582809,	1.6
8.991,	1.589335,	-0.359474,	-0.359474,	0.840604,	1.581599,	1.6
8.992,	1.589335,	-0.359474,	-0.359474,	0.838789,	1.580387,	1.6
8.993,	1.589335,	-0.359474,	-0.359474,	0.836972,	1.579173,	1.6
8.994,	1.589335,	-0.359474,	-0.359474,	0.835156,	1.577958,	1.6
8.995,	1.589335,	-0.359474,	-0.359474,	0.833338,	1.576741,	1.6
8.996,	1.589335,	-0.359474,	-0.359474,	0.831519,	1.575523,	1.6
8.997,	1.589335,	-0.359474,	-0.359474,	0.8297,	1.574303,	1.6
8.998,	1.589335,	-0.359474,	-0.359474,	0.82788,	1.573081,	1.6
8.999,	1.589335,	-0.359474,	-0.359474,	0.826059,	1.571858,	1.6
9,	1.589335,	-0.359474,	-0.359474,	0.824237,	1.570634,	1.6
9.001,	-0.533243,	-0.408156,	-0.408156,	0.822414,	1.569407,	1.6
9.002,	-0.533243,	-0.408156,	-0.408156,	0.820591,	1.56818,	1.6
9.003,	-0.533243,	-0.408156,	-0.408156,	0.818766,	1.56695,	1.6
9.004,	-0.533243,	-0.408156,	-0.408156,	0.816941,	1.565719,	1.6
9.005,	-0.533243,	-0.408156,	-0.408156,	0.815115,	1.564487,	1.6
9.006,	-0.533243,	-0.408156,	-0.408156,	0.813289,	1.563253,	1.6
9.007,	-0.533243,	-0.408156,	-0.408156,	0.811461,	1.562017,	1.6
9.008,	-0.533243,	-0.408156,	-0.408156,	0.809633,	1.56078,	1.6
9.009,	-0.533243,	-0.408156,	-0.408156,	0.807803,	1.559541,	1.6
9.01,	-0.533243,	-0.408156,	-0.408156,	0.805973,	1.558301,	1.6
9.011,	-0.533243,	-0.408156,	-0.408156,	0.804143,	1.557059,	1.6
9.012,	-0.533243,	-0.408156,	-0.408156,	0.802311,	1.555815,	1.6
9.013,	-0.533243,	-0.408156,	-0.408156,	0.800479,	1.55457,	1.6
9.014,	-0.533243,	-0.408156,	-0.408156,	0.798645,	1.553324,	1.6
9.015,	-0.533243,	-0.408156,	-0.408156,	0.796811,	1.552076,	1.6
9.016,	-0.533243,	-0.408156,	-0.408156,	0.794977,	1.550826,	1.6
9.017,	-0.533243,	-0.408156,	-0.408156,	0.793141,	1.549575,	1.6
9.018,	-0.533243,	-0.408156,	-0.408156,	0.791305,	1.548322,	1.6
9.019,	-0.533243,	-0.408156,	-0.408156,	0.789467,	1.547068,	1.6
9.02,	-0.533243,	-0.408156,	-0.408156,	0.787629,	1.545812,	1.6
9.021,	-0.533243,	-0.408156,	-0.408156,	0.785791,	1.544555,	1.5
9.022,	-0.533243,	-0.408156,	-0.408156,	0.783951,	1.543296,	1.5
9.023,	-0.533243,	-0.408156,	-0.408156,	0.782111,	1.542035,	1.5
9.024,	-0.533243,	-0.408156,	-0.408156,	0.78027,	1.540773,	1.5
9.025,	-0.533243,	-0.408156,	-0.408156,	0.778428,	1.539509,	1.5
9.026,	-0.533243,	-0.408156,	-0.408156,	0.776585,	1.538244,	1.5
9.027,	-0.533243,	-0.408156,	-0.408156,	0.774741,	1.536978,	1.5
9.028,	-0.533243,	-0.408156,	-0.408156,	0.772897,	1.53571,	1.5
9.029,	-0.533243,	-0.408156,	-0.408156,	0.771052,	1.53444,	1.5
9.03,	-0.533243,	-0.408156,	-0.408156,	0.769206,	1.533169,	1.5
9.031,	-0.533243,	-0.408156,	-0.408156,	0.76736,	1.531896,	1.5
9.032,	-0.533243,	-0.408156,	-0.408156,	0.765513,	1.530621,	1.5
9.033,	-0.533243,	-0.408156,	-0.408156,	0.763665,	1.529346,	1.5
9.034,	-0.533243,	-0.408156,	-0.408156,	0.761816,	1.528068,	1.5
9.035,	-0.533243,	-0.408156,	-0.408156,	0.759966,	1.526789,	1.5
9.036,	-0.533243,	-0.408156,	-0.408156,	0.758116,	1.525509,	1.5
9.037,	-0.533243,	-0.408156,	-0.408156,	0.756265,	1.524227,	1.5
9.038,	-0.533243,	-0.408156,	-0.408156,	0.754413,	1.522943,	1.5
9.039,	-0.533243,	-0.408156,	-0.408156,	0.75256,	1.521658,	1.5
9.04,	-0.533243,	-0.408156,	-0.408156,	0.750707,	1.520372,	1.5
9.041,	-0.533243,	-0.408156,	-0.408156,	0.748853,	1.519084,	1.5
9.042,	-0.533243,	-0.408156,	-0.408156,	0.746998,	1.517794,	1.5
9.043,	-0.533243,	-0.408156,	-0.408156,	0.745142,	1.516503,	1.5
9.044,	-0.533243,	-0.408156,	-0.408156,	0.743286,	1.515211,	1.5
9.045,	-0.533243,	-0.408156,	-0.408156,	0.741429,	1.513916,	1.5
9.046,	-0.533243,	-0.408156,	-0.408156,	0.739571,	1.512621,	1.5
9.047,	-0.533243,	-0.408156,	-0.408156,	0.737712,	1.511324,	1.5
9.048,	-0.533243,	-0.408156,	-0.408156,	0.735853,	1.510025,	1.5
9.049,	-0.533243,	-0.408156,	-0.408156,	0.733993,	1.508725,	1.5
9.05,	-0.533243,	-0.408156,	-0.408156,	0.732132,	1.507423,	1.5
9.051,	-2.313389,	-0.676922,	-0.5,	0.73027,	1.50612,	1.5
9.052,	-2.313389,	-0.676922,	-0.5,	0.728408,	1.504815,	1.5
9.053,	-2.313389,	-0.676922,	-0.5,	0.726545,	1.503509,	1.5
9.054,	-2.313389,	-0.676922,	-0.5,	0.724681,	1.502201,	1.5
9.055,	-2.313389,	-0.676922,	-0.5,	0.722817,	1.500892,	1.5
9.056,	-2.313389,	-0.676922,	-0.5,	0.720952,	1.499582,	1.5
9.057,	-2.313389,	-0.676922,	-0.5,	0.719086,	1.498269,	1.5
9.058,	-2.313389,	-0.676922,	-0.5,	0.717219,	1.496956,	1.5
9.059,	-2.313389,	-0.676922,	-0.5,	0.715352,	1.49564,	1.5
9.06,	-2.313389,	-0.676922,	-0.5,	0.713484,	1.494324,	1.5
9.061,	-2.313389,	-0.676922,	-0.5,	0.711615,	1.493006,	1.5
9.062,	-2.313389,	-0.676922,	-0.5,	0.709746,	1.491686,	1.5
9.063,	-2.313389,	-0.676922,	-0.5,	0.707875,	1.490365,	1.5
9.064,	-2.313389,	-0.676922,	-0.5,	0.706004,	1.489042,	1.5
9.065,	-2.313389,	-0.676922,	-0.5,	0.704133,	1.487718,	1.5
9.066,	-2.313389,	-0.676922,	-0.5,	0.702261,	1.486392,	1.5
9.067,	-2.313389,	-0.676922,	-0.5,	0.700388,	1.485065,	1.5
9.068,	-2.313389,	-0.676922,	-0.5,	0.698514,	1.483737,	1.5
9.069,	-2.313389,	-0.676922,	-0.5,	0.696639,	1.482407,	1.5
9.07,	-2.313389,	-0.676922,	-0.5,	0.694764,	1.481075,	1.5
9.071,	-2.313389,	-0.676922,	-0.5,	0.692889,	1.479742,	1.5
9.072,	-2.313389,	-0.676922,	-0.5,	0.691012,	1.478407,	1.5
9.073,	-2.313389,	-0.676922,	-0.5,	0.689135,	1.477071,	1.5
9.074,	-2.313389,	-0.676922,	-0.5,	0.687257,	1.475734,	1.5
9.075,	-2.313389,	-0.676922,	-0.5,	0.685378,	1.474395,	1.5
9.076,	-2.313389,	-0.676922,	-0.5,	0.683499,	1.473054,	1.5
9.077,	-2.313389,	-0.676922,	-0.5,	0.681619,	1.471713,	1.5
9.078,	-2.313389,	-0.676922,	-0.5,	0.679739,	1.470369,	1.5
9.079,	-2.313389,	-0.676922,	-0.5,	0.677857,	1.469024,	1.5
9.08,	-2.313389,	-0.676922,	-0.5,	0.675975,	1.467678,	1.5
9.081,	-2.313389,	-0.676922,	-0.5,	0.674093,	1.46633,	1.5
9.082,	-2.313389,	-0.676922,	-0.5,	0.672209,	1.464981,	1.5
9.083,	-2.313389,	-0.676922,	-0.5,	0.670325,	1.46363,	1.5
9.084,	-2.313389,	-0.676922,	-0.5,	0.668441,	1.462278,	1.5
9.085,	-2.313389,	-0.676922,	-0.5,	0.666556,	1.460924,	1.5
9.086,	-2.313389,	-0.676922,	-0.5,	0.66467,	1.459569,	1.5
9.087,	-2.313389,	-0.676922,	-0.5,	0.662783,	1.458213,	1.5
9.088,	-2.313389,	-0.676922,	-0.5,	0.660896,	1.456855,	1.5
9.089,	-2.313389,	-0.676922,	-0.5,	0.659008,	1.455495,	1.5
9.09,	-2.313389,	-0.676922,	-0.5,	0.657119,	1.454134,	1.5
9.091,	-2.313389,	-0.676922,	-0.5,	0.65523,	1.452772,	1.5
9.092,	-2.313389,	-0.676922,	-0.5,	0.65334,	1.451408,	1.5
9.093,	-2.313389,	-0.676922,	-0.5,	0.651449,	1.450043,	1.5
9.094,	-2.313389,	-0.676922,	-0.5,	0.649558,	1.448676,	1.5
9.095,	-2.313389,	-0.676922,	-0.5,	0.647666,	1.447308,	1.5
9.096,	-2.313389,	-0.676922,	-0.5,	0.645773,	1.445938,	1.5
9.097,	-2.313389,	-0.676922,	-0.5,	0.64388,	1.444567,	1.5
9.098,	-2.313389,	-0.676922,	-0.5,	0.641986,	1.443194,	1.5
9.099,	-2.313389,	-0.676922,	-0.5,	0.640092,	1.44182,	1.5
9.1,	-2.313389,	-0.676922,	-0.5,	0.638197,	1.440445,	1.5
9.101,	-1.492244,	-0.829606,	-0.5,	0.636301,	1.439068,	1.4
9.102,	-1.492244,	-0.829606,	-0.5,	0.634405,	1.43769,	1.4
9.103,	-1.492244,	-0.829606,	-0.5,	0.632508,	1.43631,	1.4
9.104,	-1.492244,	-0.829606,	-0.5,	0.63061,	1.434929,	1.4
9.105,	-1.492244,	-0.829606,	-0.5,	0.628712,	1.433546,	1.4
9.106,	-1.492244,	-0.829606,	-0.5,	0.626813,	1.432162,	1.4
9.107,	-1.492244,	-0.829606,	-0.5,	0.624913,	1.430777,	1.4
9.108,	-1.492244,	-0.829606,	-0.5,	0.623013,	1.42939,	1.4
9.109,	-1.492244,	-0.829606,	-0.5,	0.621112,	1.428002,	1.4
9.11,	-1.492244,	-0.829606,	-0.5,	0.619211,	1.426612,	1.4
9.111,	-1.492244,	-0.829606,	-0.5,	0.617309,	1.425221,	1.4
9.112,	-1.492244,	-0.829606,	-0.5,	0.615406,	1.423828,	1.4
9.113,	-1.492244,	-0.829606,	-0.5,	0.613503,	1.422434,	1.4
9.114,	-1.492244,	-0.829606,	-0.5,	0.611599,	1.421039,	1.4
9.115,	-1.492244,	-0.829606,	-0.5,	0.609694,	1.419642,	1.4
9.116,	-1.492244,	-0.829606,	-0.5,	0.607789,	1.418243,	1.4
9.117,	-1.492244,	-0.829606,	-0.5,	0.605884,	1.416844,	1.4
9.118,	-1.492244,	-0.829606,	-0.5,	0.603977,	1.415443,	1.4
9.119,	-1.492244,	-0.829606,	-0.5,	0.60207,	1.41404,	1.4
9.12,	-1.492244,	-0.829606,	-0.5,	0.600163,	1.412636,	1.4
9.121,	-1.492244,	-0.829606,	-0.5,	0.598255,	1.411231,	1.4
9.122,	-1.492244,	-0.829606,	-0.5,	0.596346,	1.409824,	1.4
9.123,	-1.492244,	-0.829606,	-0.5,	0.594437,	1.408416,	1.4
9.124,	-1.492244,	-0.829606,	-0.5,	0.592527,	1.407006,	1.4
9.125,	-1.492244,	-0.829606,	-0.5,	0.590616,	1.405595,	1.4
9.126,	-1.492244,	-0.829606,	-0.5,	0.588705,	1.404183,	1.4
9.127,	-1.492244,	-0.829606,	-0.5,	0.586793,	1.402769,	1.4
9.128,	-1.492244,	-0.829606,	-0.5,	0.584881,	1.401354,	1.4
9.129,	-1.492244,	-0.829606,	-0.5,	0.582968,	1.399937,	1.4
9.13,	-1.492244,	-0.829606,	-0.5,	0.581055,	1.398519,	1.4
9.131,	-1.492244,	-0.829606,	-0.5,	0.579141,	1.397099,	1.4
9.132,	-1.492244,	-0.829606,	-0.5,	0.577226,	1.395679,	1.4
9.133,	-1.492244,	-0.829606,	-0.5,	0.575311,	1.394256,	1.4
9.134,	-1.492244,	-0.829606,	-0.5,	0.573395,	1.392833,	1.4
9.135,	-1.492244,	-0.829606,	-0.5,	0.571479,	1.391408,	1.4
9.136,	-1.492244,	-0.829606,	-0.5,	0.569562,	1.389981,	1.4
9.137,	-1.492244,	-0.829606,	-0.5,	0.567645,	1.388554,	1.4
9.138,	-1.492244,	-0.829606,	-0.5,	0.565726,	1.387124,	1.4
9.139,	-1.492244,	-0.829606,	-0.5,	0.563808,	1.385694,	1.4
9.14,	-1.492244,	-0.829606,	-0.5,	0.561889,	1.384262,	1.4
9.141,	-1.492244,	-0.829606,	-0.5,	0.559969,	1.382829,	1.4
9.142,	-1.492244,	-0.829606,	-0.5,	0.558049,	1.381394,	1.4
9.143,	-1.492244,	-0.829606,	-0.5,	0.556128,	1.379958,	1.4
9.144,	-1.492244,	-0.829606,	-0.5,	0.554206,	1.37852,	1.4
9.145,	-1.492244,	-0.829606,	-0.5,	0.552284,	1.377081,	1.4
9.146,	-1.492244,	-0.829606,	-0.5,	0.550362,	1.375641,	1.4
9.147,	-1.492244,	-0.829606,	-0.5,	0.548439,	1.3742,	1.4
9.148,	-1.492244,	-0.829606,	-0.5,	0.546515,	1.372757,	1.4
9.149,	-1.492244,	-0.829606,	-0.5,	0.544591,	1.371312,	1.4
9.15,	-1.492244,	-0.829606,	-0.5,	0.542666,	1.369867,	1.4
9.151,	-1.626012,	-0.991377,	-0.5,	0.540741,	1.368419,	1.4
9.152,	-1.626012,	-0.991377,	-0.5,	0.538815,	1.366971,	1.4
9.153,	-1.626012,	-0.991377,	-0.5,	0.536889,	1.365521,	1.4
9.154,	-1.626012,	-0.991377,	-0.5,	0.534962,	1.36407,	1.4
9.155,	-1.626012,	-0.991377,	-0.5,	0.533035,	1.362617,	1.4
9.156,	-1.626012,	-0.991377,	-0.5,	0.531107,	1.361163,	1.4
9.157,	-1.626012,	-0.991377,	-0.5,	0.529178,	1.359708,	1.4
9.158,	-1.626012,	-0.991377,	-0.5,	0.527249,	1.358252,	1.4
9.159,	-1.626012,	-0.991377,	-0.5,	0.52532,	1.356794,	1.4
9.16,	-1.626012,	-0.991377,	-0.5,	0.52339,	1.355334,	1.4
9.161,	-1.626012,	-0.991377,	-0.5,	0.521459,	1.353873,	1.4
9.162,	-1.626012,	-0.991377,	-0.5,	0.519528,	1.352411,	1.4
9.163,	-1.626012,	-0.991377,	-0.5,	0.517597,	1.350948,	1.4
9.164,	-1.626012,	-0.991377,	-0.5,	0.515665,	1.349483,	1.4
9.165,	-1.626012,	-0.991377,	-0.5,	0.513732,	1.348017,	1.4
9.166,	-1.626012,	-0.991377,	-0.5,	0.511799,	1.34655,	1.4
9.167,	-1.626012,	-0.991377,	-0.5,	0.509865,	1.345081,	1.4
9.168,	-1.626012,	-0.991377,	-0.5,	0.507931,	1.343611,	1.4
9.169,	-1.626012,	-0.991377,	-0.5,	0.505996,	1.342139,	1.4
9.17,	-1.626012,	-0.991377,	-0.5,	0.504061,	1.340666,	1.4
9.171,	-1.626012,	-0.991377,	-0.5,	0.502125,	1.339192,	1.4
9.172,	-1.626012,	-0.991377,	-0.5,	0.500189,	1.337717,	1.4
9.173,	-1.626012,	-0.991377,	-0.5,	0.498253,	1.33624,	1.4
9.174,	-1.626012,	-0.991377,	-0.5,	0.496315,	1.334762,	1.4
9.175,	-1.626012,	-0.991377,	-0.5,	0.494378,	1.333282,	1.4
9.176,	-1.626012,	-0.991377,	-0.5,	0.492439,	1.331801,	1.4
9.177,	-1.626012,	-0.991377,	-0.5,	0.490501,	1.330319,	1.4
9.178,	-1.626012,	-0.991377,	-0.5,	0.488562,	1.328835,	1.4
9.179,	-1.626012,	-0.991377,	-0.5,	0.486622,	1.327351,	1.4
9.18,	-1.626012,	-0.991377,	-0.5,	0.484682,	1.325864,	1.4
9.181,	-1.626012,	-0.991377,	-0.5,	0.482741,	1.324377,	1.3
9.182,	-1.626012,	-0.991377,	-0.5,	0.4808,	1.322888,	1.3
9.183,	-1.626012,	-0.991377,	-0.5,	0.478859,	1.321398,	1.3
9.184,	-1.626012,	-0.991377,	-0.5,	0.476916,	1.319906,	1.3
9.185,	-1.626012,	-0.991377,	-0.5,	0.474974,	1.318414,	1.3
9.186,	-1.626012,	-0.991377,	-0.5,	0.473031,	1.316919,	1.3
9.187,	-1.626012,	-0.991377,	-0.5,	0.471087,	1.315424,	1.3
9.188,	-1.626012,	-0.991377,	-0.5,	0.469143,	1.313927,	1.3
9.189,	-1.626012,	-0.991377,	-0.5,	0.467199,	1.312429,	1.3
9.19,	-1.626012,	-0.991377,	-0.5,	0.465254,	1.31093,	1.3
9.191,	-1.626012,	-0.991377,	-0.5,	0.463309,	1.309429,	1.3
9.192,	-1.626012,	-0.991377,	-0.5,	0.461363,	1.307927,	1.3
9.193,	-1.626012,	-0.991377,	-0.5,	0.459417,	1.306424,	1.3
9.194,	-1.626012,	-0.991377,	-0.5,	0.45747,	1.304919,	1.3
9.195,	-1.626012,	-0.991377,	-0.5,	0.455523,	1.303413,	1.3
9.196,	-1.626012,	-0.991377,	-0.5,	0.453575,	1.301906,	1.3
9.197,	-1.626012,	-0.991377,	-0.5,	0.451627,	1.300397,	1.3
9.198,	-1.626012,	-0.991377,	-0.5,	0.449678,	1.298888,	1.3
9.199,	-1.626012,	-0.991377,	-0.5,	0.447729,	1.297377,	1.3
9.2,	-1.626012,	-0.991377,	-0.5,	0.44578,	1.295864,	1.3
9.201,	-1.902338,	-1.179601,	-0.5,	0.44383,	1.29435,	1.3
9.202,	-1.902338,	-1.179601,	-0.5,	0.44188,	1.292835,	1.3
9.203,	-1.902338,	-1.179601,	-0.5,	0.439929,	1.291319,	1.3
9.204,	-1.902338,	-1.179601,	-0.5,	0.437978,	1.289801,	1.3
9.205,	-1.902338,	-1.179601,	-0.5,	0.436026,	1.288283,	1.3
9.206,	-1.902338,	-1.179601,	-0.5,	0.434074,	1.286762,	1.3
9.207,	-1.902338,	-1.179601,	-0.5,	0.432121,	1.285241,	1.3
9.208,	-1.902338,	-1.179601,	-0.5,	0.430168,	1.283718,	1.3
9.209,	-1.902338,	-1.179601,	-0.5,	0.428215,	1.282194,	1.3
9.21,	-1.902338,	-1.179601,	-0.5,	0.426261,	1.280669,	1.3
9.211,	-1.902338,	-1.179601,	-0.5,	0.424307,	1.279142,	1.3
9.212,	-1.902338,	-1.179601,	-0.5,	0.422352,	1.277614,	1.3
9.213,	-1.902338,	-1.179601,	-0.5,	0.420397,	1.276085,	1.3
9.214,	-1.902338,	-1.179601,	-0.5,	0.418441,	1.274555,	1.3
9.215,	-1.902338,	-1.179601,	-0.5,	0.416485,	1.273023,	1.3
9.216,	-1.902338,	-1.179601,	-0.5,	0.414529,	1.27149,	1.3
9.217,	-1.902338,	-1.179601,	-0.5,	0.412572,	1.269956,	1.3
9.218,	-1.902338,	-1.179601,	-0.5,	0.410615,	1.26842,	1.3
9.219,	-1.902338,	-1.179601,	-0.5,	0.408658,	1.266884,	1.3
9.22,	-1.902338,	-1.179601,	-0.5,	0.4067,	1.265346,	1.3
9.221,	-1.902338,	-1.179601,	-0.5,	0.404741,	1.263806,	1.3
9.222,	-1.902338,	-1.179601,	-0.5,	0.402782,	1.262266,	1.3
9.223,	-1.902338,	-1.179601,	-0.5,	0.400823,	1.260724,	1.3
9.224,	-1.902338,	-1.179601,	-0.5,	0.398863,	1.259181,	1.3
9.225,	-1.902338,	-1.179601,	-0.5,	0.396903,	1.257636,	1.3
9.226,	-1.902338,	-1.179601,	-0.5,	0.394943,	1.256091,	1.3
9.227,	-1.902338,	-1.179601,	-0.5,	0.392982,	1.254544,	1.3
9.228,	-1.902338,	-1.179601,	-0.5,	0.391021,	1.252996,	1.3
9.229,	-1.902338,	-1.179601,	-0.5,	0.389059,	1.251446,	1.3
9.23,	-1.902338,	-1.179601,	-0.5,	0.387097,	1.249896,	1.3
9.231,	-1.902338,	-1.179601,	-0.5,	0.385135,	1.248344,	1.3
9.232,	-1.902338,	-1.179601,	-0.5,	0.383172,	1.246791,	1.3
9.233,	-1.902338,	-1.179601,	-0.5,	0.381209,	1.245236,	1.3
9.234,	-1.902338,	-1.179601,	-0.5,	0.379246,	1.243681,	1.3
9.235,	-1.902338,	-1.179601,	-0.5,	0.377282,	1.242124,	1.3
9.236,	-1.902338,	-1.179601,	-0.5,	0.375317,	1.240566,	1.3
9.237,	-1.902338,	-1.179601,	-0.5,	0.373353,	1.239006,	1.3
9.238,	-1.902338,	-1.179601,	-0.5,	0.371388,	1.237446,	1.3
9.239,	-1.902338,	-1.179601,	-0.5,	0.369422,	1.235884,	1.3
9.24,	-1.902338,	-1.179601,	-0.5,	0.367457,	1.234321,	1.3
9.241,	-1.902338,	-1.179601,	-0.5,	0.36549,	1.232757,	1.2
9.242,	-1.902338,	-1.179601,	-0.5,	0.363524,	1.231191,	1.2
9.243,	-1.902338,	-1.179601,	-0.5,	0.361557,	1.229624,	1.2
9.244,	-1.902338,	-1.179601,	-0.5,	0.35959,	1.228056,	1.2
9.245,	-1.902338,	-1.179601,	-0.5,	0.357622,	1.226487,	1.2
9.246,	-1.902338,	-1.179601,	-0.5,	0.355654,	1.224917,	1.2
9.247,	-1.902338,	-1.179601,	-0.5,	0.353686,	1.223345,	1.2
9.248,	-1.902338,	-1.179601,	-0.5,	0.351717,	1.221772,	1.2
9.249,	-1.902338,	-1.179601,	-0.5,	0.349748,	1.220198,	1.2
9.25,	-1.902338,	-1.179601,	-0.5,	0.347779,	1.218623,	1.2
9.251,	0.106005,	-1.10737,	-0.5,	0.345809,	1.217046,	1.2
9.252,	0.106005,	-1.10737,	-0.5,	0.343839,	1.215468,	1.2
9.253,	0.106005,	-1.10737,	-0.5,	0.341869,	1.213889,	1.2
9.254,	0.106005,	-1.10737,	-0.5,	0.339898,	1.212309,	1.2
9.255,	0.106005,	-1.10737,	-0.5,	0.337927,	1.210728,	1.2
9.256,	0.106005,	-1.10737,	-0.5,	0.335956,	1.209145,	1.2
9.257,	0.106005,	-1.10737,	-0.5,	0.333984,	1.207561,	1.2
9.258,	0.106005,	-1.10737,	-0.5,	0.332012,	1.205976,	1.2
9.259,	0.106005,	-1.10737,	-0.5,	0.330039,	1.20439,	1.2
9.26,	0.106005,	-1.10737,	-0.5,	0.328067,	1.202803,	1.2
9.261,	0.106005,	-1.10737,	-0.5,	0.326094,	1.201214,	1.2
9.262,	0.106005,	-1.10737,	-0.5,	0.32412,	1.199624,	1.2
9.263,	0.106005,	-1.10737,	-0.5,	0.322146,	1.198033,	1.2
9.264,	0.106005,	-1.10737,	-0.5,	0.320172,	1.196441,	1.2
9.265,	0.106005,	-1.10737,	-0.5,	0.318198,	1.194847,	1.2
9.266,	0.106005,	-1.10737,	-0.5,	0.316223,	1.193253,	1.2
9.267,	0.106005,	-1.10737,	-0.5,	0.314248,	1.191657,	1.2
9.268,	0.106005,	-1.10737,	-0.5,	0.312273,	1.19006,	1.2
9.269,	0.106005,	-1.10737,	-0.5,	0.310297,	1.188462,	1.2
9.27,	0.106005,	-1.10737,	-0.5,	0.308321,	1.186862,	1.2
9.271,	0.106005,	-1.10737,	-0.5,	0.306345,	1.185262,	1.2
9.272,	0.106005,	-1.10737,	-0.5,	0.304369,	1.18366,	1.2
9.273,	0.106005,	-1.10737,	-0.5,	0.302392,	1.182057,	1.2
9.274,	0.106005,	-1.10737,	-0.5,	0.300415,	1.180453,	1.2
9.275,	0.106005,	-1.10737,	-0.5,	0.298437,	1.178847,	1.2
9.276,	0.106005,	-1.10737,	-0.5,	0.296459,	1.177241,	1.2
9.277,	0.106005,	-1.10737,	-0.5,	0.294481,	1.175633,	1.2
9.278,	0.106005,	-1.10737,	-0.5,	0.292503,	1.174024,	1.2
9.279,	0.106005,	-1.10737,	-0.5,	0.290524,	1.172414,	1.2
9.28,	0.106005,	-1.10737,	-0.5,	0.288545,	1.170803,	1.2
9.281,	0.106005,	-1.10737,	-0.5,	0.286566,	1.169191,	1.2
9.282,	0.106005,	-1.10737,	-0.5,	0.284587,	1.167577,	1.2
9.283,	0.106005,	-1.10737,	-0.5,	0.282607,	1.165962,	1.2
9.284,	0.106005,	-1.10737,	-0.5,	0.280627,	1.164347,	1.2
9.285,	0.106005,	-1.10737,	-0.5,	0.278646,	1.16273,	1.2
9.286,	0.106005,	-1.10737,	-0.5,	0.276666,	1.161111,	1.2
9.287,	0.106005,	-1.10737,	-0.5,	0.274685,	1.159492,	1.2
9.288,	0.106005,	-1.10737,	-0.5,	0.272704,	1.157871,	1.2
9.289,	0.106005,	-1.10737,	-0.5,	0.270722,	1.15625,	1.2
9.29,	0.106005,	-1.10737,	-0.5,	0.268741,	1.154627,	1.2
9.291,	0.106005,	-1.10737,	-0.5,	0.266759,	1.153003,	1.2
9.292,	0.106005,	-1.10737,	-0.5,	0.264776,	1.151378,	1.2
9.293,	0.106005,	-1.10737,	-0.5,	0.262794,	1.149751,	1.2
9.294,	0.106005,	-1.10737,	-0.5,	0.260811,	1.148124,	1.2
9.295,	0.106005,	-1.10737,	-0.5,	0.258828,	1.146495,	1.2
9.296,	0.106005,	-1.10737,	-0.5,	0.256845,	1.144866,	1.2
