"Time","J1.w - Absolute angular velocity of component (= der(phi))","J2.w - Absolute angular velocity of component (= der(phi))","J3.w - Absolute angular velocity of component (= der(phi))","J4.w - Absolute angular velocity of component (= der(phi))"
1.008,2.98551,2.97224,2.97224,1.08
1.009,2.98515,2.96874,2.96874,1.09
1.01,2.98511,2.96523,2.96523,1.1
1.011,2.98537,2.96172,2.96172,1.11
1.012,2.98595,2.9582,2.9582,1.12
1.013,2.98683,2.95467,2.95467,1.13
1.014,2.98801,2.95114,2.95114,1.14
1.015,2.98948,2.9476,2.9476,1.15
1.016,2.99125,2.94406,2.94406,1.16
1.017,2.9933,2.94051,2.94051,1.17
1.018,2.99564,2.93695,2.93695,1.18
1.019,2.99825,2.93339,2.93339,1.19
1.02,3.00114,2.92982,2.92982,1.2
1.021,3.00429,2.92625,2.92625,1.21
1.022,3.00771,2.92267,2.92267,1.22
1.023,3.01137,2.91908,2.91908,1.23
1.024,3.01529,2.91549,2.91549,1.24
1.025,3.01944,2.91189,2.91189,1.25
1.026,3.02383,2.90829,2.90829,1.26
1.027,3.02845,2.90468,2.90468,1.27
1.028,3.03328,2.90106,2.90106,1.28
1.029,3.03833,2.89744,2.89744,1.29
1.03,3.04359,2.89381,2.89381,1.3
1.031,3.04904,2.89018,2.89018,1.31
1.032,3.05467,2.88654,2.88654,1.32
1.033,3.06049,2.88289,2.88289,1.33
1.034,3.06648,2.87924,2.87924,1.34
1.035,3.07264,2.87558,2.87558,1.35
1.036,3.07895,2.87191,2.87191,1.36
1.037,3.0854,2.86824,2.86824,1.37
1.038,3.092,2.86457,2.86457,1.38
1.039,3.09871,2.86088,2.86088,1.39
1.04,3.10555,2.85719,2.85719,1.4
1.041,3.1125,2.8535,2.8535,1.41
1.042,3.11955,2.8498,2.8498,1.42
1.043,3.12669,2.84609,2.84609,1.43
1.044,3.1339,2.84238,2.84238,1.44
1.045,3.14119,2.83866,2.83866,1.45
1.046,3.14854,2.83493,2.83493,1.46
1.047,3.15595,2.8312,2.8312,1.47
1.048,3.16339,2.82746,2.82746,1.48
1.049,3.17086,2.82372,2.82372,1.49
1.05,3.17836,2.81997,2.81997,1.5
1.051,3.18587,2.81622,2.81622,1.51
1.052,3.19338,2.81245,2.81245,1.52
1.053,3.20089,2.80869,2.80869,1.53
1.054,3.20838,2.80491,2.80491,1.54
1.055,3.21584,2.80113,2.80113,1.55
1.056,3.22326,2.79735,2.79735,1.56
1.057,3.23064,2.79355,2.79355,1.57
1.058,3.23796,2.78975,2.78975,1.58
1.059,3.24521,2.78595,2.78595,1.59
1.06,3.25239,2.78214,2.78214,1.6
1.061,3.25948,2.77832,2.77832,1.61
1.062,3.26648,2.7745,2.7745,1.62
1.063,3.27338,2.77067,2.77067,1.63
1.064,3.28016,2.76684,2.76684,1.64
1.065,3.28682,2.763,2.763,1.65
1.066,3.29336,2.75915,2.75915,1.66
1.067,3.29975,2.75529,2.75529,1.67
1.068,3.30599,2.75144,2.75144,1.68
1.069,3.31208,2.74757,2.74757,1.69
1.07,3.31801,2.7437,2.7437,1.7
1.071,3.32376,2.73982,2.73982,1.71
1.072,3.32933,2.73594,2.73594,1.72
1.073,3.33472,2.73205,2.73205,1.73
1.074,3.3399,2.72815,2.72815,1.74
1.075,3.34489,2.72425,2.72425,1.75
1.076,3.34966,2.72034,2.72034,1.76
1.077,3.35422,2.71642,2.71642,1.77
1.078,3.35856,2.7125,2.7125,1.78
1.079,3.36267,2.70858,2.70858,1.79
1.08,3.36654,2.70464,2.70464,1.8
1.081,3.37016,2.7007,2.7007,1.81
1.082,3.37354,2.69676,2.69676,1.82
1.083,3.37667,2.69281,2.69281,1.83
1.084,3.37954,2.68885,2.68885,1.84
1.085,3.38215,2.68489,2.68489,1.85
1.086,3.38449,2.68092,2.68092,1.86
1.087,3.38655,2.67694,2.67694,1.87
1.088,3.38834,2.67296,2.67296,1.88
1.089,3.38986,2.66897,2.66897,1.89
1.09,3.39108,2.66498,2.66498,1.9
1.091,3.39203,2.66098,2.66098,1.91
1.092,3.39268,2.65697,2.65697,1.92
1.093,3.39304,2.65296,2.65296,1.93
1.094,3.3931,2.64894,2.64894,1.94
1.095,3.39287,2.64491,2.64491,1.95
1.096,3.39235,2.64088,2.64088,1.96
1.097,3.39152,2.63684,2.63684,1.97
1.098,3.39039,2.6328,2.6328,1.98
1.099,3.38896,2.62875,2.62875,1.99
1.1,3.38723,2.62469,2.62469,2
1.101,3.3852,2.62063,2.62063,2.01
1.102,3.38286,2.61656,2.61656,2.02
1.103,3.38023,2.61249,2.61249,2.03
1.104,3.37729,2.60841,2.60841,2.04
1.105,3.37406,2.60432,2.60432,2.05
1.106,3.37052,2.60023,2.60023,2.06
1.107,3.3667,2.59613,2.59613,2.07
1.108,3.36257,2.59202,2.59202,2.08
1.109,3.35816,2.58791,2.58791,2.09
1.11,3.35345,2.58379,2.58379,2.1
1.111,3.34846,2.57967,2.57967,2.11
1.112,3.34319,2.57554,2.57554,2.12
1.113,3.33763,2.5714,2.5714,2.13
1.114,3.3318,2.56726,2.56726,2.14
1.115,3.3257,2.56311,2.56311,2.15
1.116,3.31933,2.55895,2.55895,2.16
1.117,3.3127,2.55479,2.55479,2.17
1.118,3.30581,2.55063,2.55063,2.18
1.119,3.29867,2.54645,2.54645,2.19
1.12,3.29128,2.54227,2.54227,2.2
1.121,3.28365,2.53809,2.53809,2.21
1.122,3.27578,2.53389,2.53389,2.22
1.123,3.26768,2.5297,2.5297,2.23
1.124,3.25936,2.52549,2.52549,2.24
1.125,3.25082,2.52128,2.52128,2.25
1.126,3.24208,2.51706,2.51706,2.26
1.127,3.23313,2.51284,2.51284,2.27
1.128,3.22398,2.50861,2.50861,2.28
1.129,3.21465,2.50438,2.50438,2.29
1.13,3.20514,2.50013,2.50013,2.3
1.131,3.19545,2.49589,2.49589,2.31
1.132,3.1856,2.49163,2.49163,2.32
1.133,3.1756,2.48737,2.48737,2.33
1.134,3.16544,2.4831,2.4831,2.34
1.135,3.15515,2.47883,2.47883,2.35
1.136,3.14473,2.47455,2.47455,2.36
1.137,3.13419,2.47027,2.47027,2.37
1.138,3.12353,2.46598,2.46598,2.38
1.139,3.11277,2.46168,2.46168,2.39
1.14,3.10192,2.45737,2.45737,2.4
1.141,3.09098,2.45306,2.45306,2.41
1.142,3.07997,2.44875,2.44875,2.42
1.143,3.06889,2.44442,2.44442,2.43
1.144,3.05776,2.4401,2.4401,2.44
1.145,3.04658,2.44051,2.44051,2.44051
1.146,3.03536,2.44095,2.44095,2.44095
1.147,3.02412,2.44138,2.44138,2.44138
1.148,3.01286,2.44181,2.44181,2.44181
1.149,3.00159,2.44224,2.44224,2.44224
1.15,2.99032,2.44266,2.44266,2.44266
1.151,2.97907,2.44308,2.44308,2.44308
1.152,2.96784,2.44349,2.44349,2.44349
1.153,2.95664,2.4439,2.4439,2.4439
1.154,2.94548,2.44431,2.44431,2.44431
1.155,2.93438,2.44471,2.44471,2.44471
1.156,2.92333,2.44511,2.44511,2.44511
1.157,2.91236,2.4455,2.4455,2.4455
1.158,2.90147,2.44589,2.44589,2.44589
1.159,2.89067,2.44628,2.44628,2.44628
1.16,2.87997,2.44666,2.44666,2.44666
1.161,2.86938,2.44703,2.44703,2.44703
1.162,2.85891,2.44741,2.44741,2.44741
1.163,2.84857,2.44777,2.44777,2.44777
1.164,2.83836,2.44814,2.44814,2.44814
1.165,2.8283,2.4485,2.4485,2.4485
1.166,2.81839,2.44886,2.44886,2.44886
1.167,2.80865,2.44921,2.44921,2.44921
1.168,2.79908,2.44955,2.44955,2.44955
1.169,2.7897,2.4499,2.4499,2.4499
1.17,2.7805,2.45024,2.45024,2.45024
1.171,2.77149,2.45057,2.45057,2.45057
1.172,2.7627,2.4509,2.4509,2.4509
1.173,2.75411,2.45123,2.45123,2.45123
1.174,2.74575,2.45155,2.45155,2.45155
1.175,2.73761,2.45187,2.45187,2.45187
1.176,2.72971,2.45219,2.45219,2.45219
1.177,2.72205,2.4525,2.4525,2.4525
1.178,2.71464,2.4528,2.4528,2.4528
1.179,2.70748,2.4531,2.4531,2.4531
1.18,2.70059,2.4534,2.4534,2.4534
1.181,2.69396,2.45369,2.45369,2.45369
1.182,2.6876,2.45398,2.45398,2.45398
1.183,2.68152,2.45427,2.45427,2.45427
1.184,2.67572,2.45455,2.45455,2.45455
1.185,2.67021,2.45483,2.45483,2.45483
1.186,2.665,2.4551,2.4551,2.4551
1.187,2.66008,2.45537,2.45537,2.45537
1.188,2.65546,2.45563,2.45563,2.45563
1.189,2.65114,2.45589,2.45589,2.45589
1.19,2.64714,2.45615,2.45615,2.45615
1.191,2.64344,2.4564,2.4564,2.4564
1.192,2.64006,2.45665,2.45665,2.45665
1.193,2.63699,2.45689,2.45689,2.45689
1.194,2.63425,2.45713,2.45713,2.45713
1.195,2.63183,2.45736,2.45736,2.45736
1.196,2.62972,2.45759,2.45759,2.45759
1.197,2.62795,2.45782,2.45782,2.45782
1.198,2.6265,2.45804,2.45804,2.45804
1.199,2.62537,2.45826,2.45826,2.45826
1.2,2.62457,2.45848,2.45848,2.45848
1.201,2.6241,2.45868,2.45868,2.45868
1.202,2.62395,2.45889,2.45889,2.45889
1.203,2.62413,2.45909,2.45909,2.45909
1.204,2.62464,2.45929,2.45929,2.45929
1.205,2.62547,2.45948,2.45948,2.45948
1.206,2.62662,2.45967,2.45967,2.45967
1.207,2.62809,2.45986,2.45986,2.45986
1.208,2.62989,2.46004,2.46004,2.46004
1.209,2.63199,2.46021,2.46021,2.46021
1.21,2.63442,2.46039,2.46039,2.46039
1.211,2.63715,2.46055,2.46055,2.46055
1.212,2.6402,2.46072,2.46072,2.46072
1.213,2.64354,2.46088,2.46088,2.46088
1.214,2.64719,2.46103,2.46103,2.46103
1.215,2.65114,2.46118,2.46118,2.46118
1.216,2.65538,2.46133,2.46133,2.46133
1.217,2.6599,2.46147,2.46147,2.46147
1.218,2.66471,2.46161,2.46161,2.46161
1.219,2.6698,2.46175,2.46175,2.46175
1.22,2.67515,2.46188,2.46188,2.46188
1.221,2.68078,2.462,2.462,2.462
1.222,2.68667,2.46213,2.46213,2.46213
1.223,2.69281,2.46224,2.46224,2.46224
1.224,2.6992,2.46236,2.46236,2.46236
1.225,2.70583,2.46247,2.46247,2.46247
1.226,2.71269,2.46257,2.46257,2.46257
1.227,2.71978,2.46267,2.46267,2.46267
1.228,2.7271,2.46277,2.46277,2.46277
1.229,2.73462,2.46286,2.46286,2.46286
1.23,2.74235,2.46295,2.46295,2.46295
1.231,2.75028,2.46304,2.46304,2.46304
1.232,2.7584,2.46312,2.46312,2.46312
1.233,2.7667,2.46319,2.46319,2.46319
1.234,2.77517,2.46326,2.46326,2.46326
1.235,2.7838,2.46333,2.46333,2.46333
1.236,2.79259,2.46339,2.46339,2.46339
1.237,2.80153,2.46345,2.46345,2.46345
1.238,2.8106,2.46351,2.46351,2.46351
1.239,2.8198,2.46356,2.46356,2.46356
1.24,2.82912,2.46361,2.46361,2.46361
1.241,2.83855,2.46365,2.46365,2.46365
1.242,2.84808,2.46369,2.46369,2.46369
1.243,2.85771,2.46372,2.46372,2.46372
1.244,2.86741,2.46375,2.46375,2.46375
1.245,2.87718,2.46378,2.46378,2.46378
1.246,2.88702,2.4638,2.4638,2.4638
1.247,2.8969,2.46382,2.46382,2.46382
1.248,2.90683,2.46383,2.46383,2.46383
1.249,2.9168,2.46384,2.46384,2.46384
1.25,2.92678,2.46384,2.46384,2.46384
1.251,2.93678,2.46384,2.46384,2.46384
1.252,2.94676,2.46384,2.46384,2.46384
1.253,2.95673,2.46384,2.46384,2.46384
1.254,2.96667,2.46384,2.46384,2.46384
1.255,2.97657,2.46384,2.46384,2.46384
1.256,2.98642,2.46384,2.46384,2.46384
1.257,2.99621,2.46384,2.46384,2.46384
1.258,3.00594,2.46384,2.46384,2.46384
1.259,3.01558,2.46384,2.46384,2.46384
1.26,3.02514,2.46384,2.46384,2.46384
1.261,3.0346,2.46384,2.46384,2.46384
1.262,3.04395,2.46384,2.46384,2.46384
1.263,3.05319,2.46384,2.46384,2.46384
1.264,3.06231,2.46384,2.46384,2.46384
1.265,3.07129,2.46384,2.46384,2.46384
1.266,3.08012,2.46384,2.46384,2.46384
1.267,3.08881,2.46384,2.46384,2.46384
1.268,3.09734,2.46384,2.46384,2.46384
1.269,3.10569,2.46384,2.46384,2.46384
1.27,3.11387,2.46384,2.46384,2.46384
1.271,3.12187,2.46384,2.46384,2.46384
1.272,3.12968,2.46384,2.46384,2.46384
1.273,3.13728,2.46384,2.46384,2.46384
1.274,3.14468,2.46384,2.46384,2.46384
1.275,3.15186,2.46384,2.46384,2.46384
1.276,3.15881,2.46384,2.46384,2.46384
1.277,3.16554,2.46384,2.46384,2.46384
1.278,3.17204,2.46384,2.46384,2.46384
1.279,3.17829,2.46384,2.46384,2.46384
1.28,3.1843,2.46384,2.46384,2.46384
1.281,3.19004,2.46384,2.46384,2.46384
1.282,3.19553,2.46384,2.46384,2.46384
1.283,3.20076,2.46384,2.46384,2.46384
1.284,3.20571,2.46384,2.46384,2.46384
1.285,3.21039,2.46384,2.46384,2.46384
1.286,3.21479,2.46384,2.46384,2.46384
1.287,3.21891,2.46384,2.46384,2.46384
1.288,3.22273,2.46384,2.46384,2.46384
1.289,3.22627,2.46384,2.46384,2.46384
1.29,3.22951,2.46384,2.46384,2.46384
1.291,3.23245,2.46384,2.46384,2.46384
1.292,3.23509,2.46384,2.46384,2.46384
1.293,3.23742,2.46384,2.46384,2.46384
1.294,3.23945,2.46384,2.46384,2.46384
1.295,3.24117,2.46384,2.46384,2.46384
1.296,3.24258,2.46384,2.46384,2.46384
1.297,3.24367,2.46384,2.46384,2.46384
1.298,3.24446,2.46384,2.46384,2.46384
1.299,3.24493,2.46384,2.46384,2.46384
1.3,3.24509,2.46384,2.46384,2.46384
1.301,3.24493,2.46384,2.46384,2.46384
1.302,3.24446,2.46384,2.46384,2.46384
1.303,3.24367,2.46384,2.46384,2.46384
1.304,3.24258,2.46384,2.46384,2.46384
1.305,3.24117,2.46384,2.46384,2.46384
1.306,3.23945,2.46384,2.46384,2.46384
1.307,3.23742,2.46384,2.46384,2.46384
1.308,3.23509,2.46384,2.46384,2.46384
1.309,3.23245,2.46384,2.46384,2.46384
1.31,3.22951,2.46384,2.46384,2.46384
1.311,3.22627,2.46384,2.46384,2.46384
1.312,3.22273,2.46384,2.46384,2.46384
1.313,3.21891,2.46384,2.46384,2.46384
1.314,3.21479,2.46384,2.46384,2.46384
1.315,3.21039,2.46384,2.46384,2.46384
1.316,3.20571,2.46384,2.46384,2.46384
1.317,3.20076,2.46384,2.46384,2.46384
1.318,3.19553,2.46384,2.46384,2.46384
1.319,3.19004,2.46384,2.46384,2.46384
1.32,3.1843,2.46384,2.46384,2.46384
1.321,3.17829,2.46384,2.46384,2.46384
1.322,3.17204,2.46384,2.46384,2.46384
1.323,3.16554,2.46384,2.46384,2.46384
1.324,3.15881,2.46384,2.46384,2.46384
1.325,3.15186,2.46384,2.46384,2.46384
1.326,3.14468,2.46384,2.46384,2.46384
1.327,3.13728,2.46384,2.46384,2.46384
1.328,3.12968,2.46384,2.46384,2.46384
1.329,3.12187,2.46384,2.46384,2.46384
1.33,3.11387,2.46384,2.46384,2.46384
1.331,3.10569,2.46384,2.46384,2.46384
1.332,3.09734,2.46384,2.46384,2.46384
1.333,3.08881,2.46384,2.46384,2.46384
1.334,3.08012,2.46384,2.46384,2.46384
1.335,3.07129,2.46384,2.46384,2.46384
1.336,3.06231,2.46384,2.46384,2.46384
1.337,3.05319,2.46384,2.46384,2.46384
1.338,3.04395,2.46384,2.46384,2.46384
1.339,3.0346,2.46384,2.46384,2.46384
1.34,3.02514,2.46384,2.46384,2.46384
1.341,3.01558,2.46384,2.46384,2.46384
1.342,3.00594,2.46384,2.46384,2.46384
1.343,2.99621,2.46384,2.46384,2.46384
1.344,2.98642,2.46384,2.46384,2.46384
1.345,2.97657,2.46384,2.46384,2.46384
1.346,2.96667,2.46384,2.46384,2.46384
1.347,2.95673,2.46384,2.46384,2.46384
1.348,2.94676,2.46384,2.46384,2.46384
1.349,2.93678,2.46384,2.46384,2.46384
1.35,2.92678,2.46384,2.46384,2.46384
1.351,2.91678,2.46384,2.46384,2.46384
1.352,2.90679,2.46384,2.46384,2.46384
1.353,2.89682,2.46384,2.46384,2.46384
1.354,2.88688,2.46384,2.46384,2.46384
1.355,2.87698,2.46384,2.46384,2.46384
1.356,2.86713,2.46384,2.46384,2.46384
1.357,2.85734,2.46384,2.46384,2.46384
1.358,2.84762,2.46384,2.46384,2.46384
1.359,2.83797,2.46384,2.46384,2.46384
1.36,2.82841,2.46384,2.46384,2.46384
1.361,2.81895,2.46384,2.46384,2.46384
1.362,2.8096,2.46384,2.46384,2.46384
1.363,2.80036,2.46384,2.46384,2.46384
1.364,2.79125,2.46384,2.46384,2.46384
1.365,2.78227,2.46384,2.46384,2.46384
1.366,2.77343,2.46384,2.46384,2.46384
1.367,2.76475,2.46384,2.46384,2.46384
1.368,2.75622,2.46384,2.46384,2.46384
1.369,2.74786,2.46384,2.46384,2.46384
1.37,2.73968,2.46384,2.46384,2.46384
1.371,2.73168,2.46384,2.46384,2.46384
1.372,2.72388,2.46384,2.46384,2.46384
1.373,2.71628,2.46384,2.46384,2.46384
1.374,2.70888,2.46384,2.46384,2.46384
1.375,2.7017,2.46384,2.46384,2.46384
1.376,2.69474,2.46384,2.46384,2.46384
1.377,2.68801,2.46384,2.46384,2.46384
1.378,2.68152,2.46384,2.46384,2.46384
1.379,2.67526,2.46384,2.46384,2.46384
1.38,2.66926,2.46384,2.46384,2.46384
1.381,2.66351,2.46384,2.46384,2.46384
1.382,2.65802,2.46384,2.46384,2.46384
1.383,2.6528,2.46384,2.46384,2.46384
1.384,2.64784,2.46384,2.46384,2.46384
1.385,2.64316,2.46384,2.46384,2.46384
1.386,2.63876,2.46384,2.46384,2.46384
1.387,2.63465,2.46384,2.46384,2.46384
1.388,2.63082,2.46384,2.46384,2.46384
1.389,2.62729,2.46384,2.46384,2.46384
1.39,2.62405,2.46384,2.46384,2.46384
1.391,2.62111,2.46384,2.46384,2.46384
1.392,2.61847,2.46384,2.46384,2.46384
1.393,2.61613,2.46384,2.46384,2.46384
1.394,2.61411,2.46384,2.46384,2.46384
1.395,2.61239,2.46384,2.46384,2.46384
1.396,2.61098,2.46384,2.46384,2.46384
1.397,2.60988,2.46384,2.46384,2.46384
1.398,2.6091,2.46384,2.46384,2.46384
1.399,2.60863,2.46384,2.46384,2.46384
1.4,2.60847,2.46384,2.46384,2.46384
1.401,2.60863,2.46384,2.46384,2.46384
1.402,2.6091,2.46384,2.46384,2.46384
1.403,2.60988,2.46384,2.46384,2.46384
1.404,2.61098,2.46384,2.46384,2.46384
1.405,2.61239,2.46384,2.46384,2.46384
1.406,2.61411,2.46384,2.46384,2.46384
1.407,2.61613,2.46384,2.46384,2.46384
1.408,2.61847,2.46384,2.46384,2.46384
1.409,2.62111,2.46384,2.46384,2.46384
1.41,2.62405,2.46384,2.46384,2.46384
1.411,2.62729,2.46384,2.46384,2.46384
1.412,2.63082,2.46384,2.46384,2.46384
1.413,2.63465,2.46384,2.46384,2.46384
1.414,2.63876,2.46384,2.46384,2.46384
1.415,2.64316,2.46384,2.46384,2.46384
1.416,2.64784,2.46384,2.46384,2.46384
1.417,2.6528,2.46384,2.46384,2.46384
1.418,2.65802,2.46384,2.46384,2.46384
1.419,2.66351,2.46384,2.46384,2.46384
1.42,2.66926,2.46384,2.46384,2.46384
1.421,2.67526,2.46384,2.46384,2.46384
1.422,2.68152,2.46384,2.46384,2.46384
1.423,2.68801,2.46384,2.46384,2.46384
1.424,2.69474,2.46384,2.46384,2.46384
1.425,2.7017,2.46384,2.46384,2.46384
1.426,2.70888,2.46384,2.46384,2.46384
1.427,2.71628,2.46384,2.46384,2.46384
1.428,2.72388,2.46384,2.46384,2.46384
1.429,2.73168,2.46384,2.46384,2.46384
1.43,2.73968,2.46384,2.46384,2.46384
1.431,2.74786,2.46384,2.46384,2.46384
1.432,2.75622,2.46384,2.46384,2.46384
1.433,2.76475,2.46384,2.46384,2.46384
1.434,2.77343,2.46384,2.46384,2.46384
1.435,2.78227,2.46384,2.46384,2.46384
1.436,2.79125,2.46384,2.46384,2.46384
1.437,2.80036,2.46384,2.46384,2.46384
1.438,2.8096,2.46384,2.46384,2.46384
1.439,2.81895,2.46384,2.46384,2.46384
1.44,2.82841,2.46384,2.46384,2.46384
1.441,2.83797,2.46384,2.46384,2.46384
1.442,2.84762,2.46384,2.46384,2.46384
1.443,2.85734,2.46384,2.46384,2.46384
1.444,2.86713,2.46384,2.46384,2.46384
1.445,2.87698,2.46384,2.46384,2.46384
1.446,2.88688,2.46384,2.46384,2.46384
1.447,2.89682,2.46384,2.46384,2.46384
1.448,2.90679,2.46384,2.46384,2.46384
1.449,2.91678,2.46384,2.46384,2.46384
1.45,2.92678,2.46384,2.46384,2.46384
1.451,2.93677,2.46384,2.46384,2.46384
1.452,2.94676,2.46384,2.46384,2.46384
1.453,2.95673,2.46384,2.46384,2.46384
1.454,2.96667,2.46384,2.46384,2.46384
1.455,2.97657,2.46384,2.46384,2.46384
1.456,2.98642,2.46384,2.46384,2.46384
1.457,2.99621,2.46384,2.46384,2.46384
1.458,3.00594,2.46384,2.46384,2.46384
1.459,3.01558,2.46384,2.46384,2.46384
1.46,3.02514,2.46384,2.46384,2.46384
1.461,3.0346,2.46384,2.46384,2.46384
1.462,3.04395,2.46384,2.46384,2.46384
1.463,3.05319,2.46384,2.46384,2.46384
1.464,3.06231,2.46384,2.46384,2.46384
1.465,3.07129,2.46384,2.46384,2.46384
1.466,3.08012,2.46384,2.46384,2.46384
1.467,3.08881,2.46384,2.46384,2.46384
1.468,3.09734,2.46384,2.46384,2.46384
1.469,3.10569,2.46384,2.46384,2.46384
1.47,3.11387,2.46384,2.46384,2.46384
1.471,3.12187,2.46384,2.46384,2.46384
1.472,3.12967,2.46384,2.46384,2.46384
1.473,3.13728,2.46384,2.46384,2.46384
1.474,3.14467,2.46384,2.46384,2.46384
1.475,3.15186,2.46384,2.46384,2.46384
1.476,3.15881,2.46384,2.46384,2.46384
1.477,3.16554,2.46384,2.46384,2.46384
1.478,3.17204,2.46384,2.46384,2.46384
1.479,3.17829,2.46384,2.46384,2.46384
1.48,3.18429,2.46384,2.46384,2.46384
1.481,3.19004,2.46384,2.46384,2.46384
1.482,3.19553,2.46384,2.46384,2.46384
1.483,3.20076,2.46384,2.46384,2.46384
1.484,3.20571,2.46384,2.46384,2.46384
1.485,3.21039,2.46384,2.46384,2.46384
1.486,3.21479,2.46384,2.46384,2.46384
1.487,3.21891,2.46384,2.46384,2.46384
1.488,3.22273,2.46384,2.46384,2.46384
1.489,3.22627,2.46384,2.46384,2.46384
1.49,3.22951,2.46384,2.46384,2.46384
1.491,3.23245,2.46384,2.46384,2.46384
1.492,3.23509,2.46384,2.46384,2.46384
1.493,3.23742,2.46384,2.46384,2.46384
1.494,3.23945,2.46384,2.46384,2.46384
1.495,3.24117,2.46384,2.46384,2.46384
1.496,3.24258,2.46384,2.46384,2.46384
1.497,3.24367,2.46384,2.46384,2.46384
1.498,3.24446,2.46384,2.46384,2.46384
1.499,3.24493,2.46384,2.46384,2.46384
1.5,3.24509,2.46384,2.46384,2.46384
