"time","B1.f2.Pt","B1.f2.m","B2.f2.Pt","B2.f2.m","C1.V_bubble","C2.V_bubble","D1.f_out.m","D2.f_out.m","D3.f_out.m","D4.f_out.m","D5.f_out.m","D6.f_out.m","D7.f_out.m","D8.f_out.m","E1.on.signal[1]","E2.on.signal[1]","V1.s_pos.signal[1]","V2.s_pos.signal[1]"
77.75,2.73201,2817.16,5.22885,56.5705,0,0.926501,2817.16,56.5705,-912.148,-698.818,-519.401,-356.579,-211.979,-118.235,1,1,1,0
78,2.73201,2817.16,5.22885,56.5705,0,0.91235,2817.16,56.5705,-912.132,-698.794,-519.367,-356.514,-211.934,-118.418,1,1,1,0
78.25,2.73201,2817.16,5.22885,56.5705,0,0.898199,2817.16,56.5705,-912.116,-698.771,-519.333,-356.451,-211.889,-118.599,1,1,1,0
78.5,2.73201,2817.16,5.22885,56.5705,0,0.884048,2817.16,56.5705,-912.1,-698.748,-519.301,-356.389,-211.844,-118.778,1,1,1,0
78.75,2.73201,2817.16,5.22885,56.5705,0,0.869897,2817.16,56.5705,-912.085,-698.726,-519.269,-356.328,-211.798,-118.954,1,1,1,0
79,2.73201,2817.16,5.22885,56.5705,0,0.855746,2817.16,56.5705,-912.07,-698.704,-519.237,-356.268,-211.753,-119.129,1,1,1,0
79.25,2.73201,2817.16,5.22885,56.5705,0,0.841595,2817.16,56.5705,-912.055,-698.683,-519.206,-356.209,-211.707,-119.301,1,1,1,0
79.5,2.73201,2817.16,5.22885,56.5705,0,0.827444,2817.16,56.5705,-912.041,-698.662,-519.176,-356.151,-211.661,-119.471,1,1,1,0
79.75,2.73201,2817.16,5.22885,56.5705,0,0.813292,2817.16,56.5705,-912.027,-698.641,-519.146,-356.094,-211.616,-119.639,1,1,1,0
80,2.73201,2817.16,5.22885,56.5705,0,0.799141,2817.16,56.5705,-912.013,-698.621,-519.117,-356.037,-211.57,-119.805,1,1,1,0
80.25,2.73201,2817.16,5.22885,56.5705,0,0.78499,2817.16,56.5705,-911.999,-698.601,-519.088,-355.982,-211.524,-119.969,1,1,1,0
80.5,2.73201,2817.16,5.22885,56.5705,0,0.770839,2817.16,56.5705,-911.986,-698.582,-519.06,-355.927,-211.478,-120.131,1,1,1,0
80.75,2.73201,2817.16,5.22885,56.5705,0,0.756688,2817.16,56.5705,-911.973,-698.563,-519.032,-355.873,-211.432,-120.29,1,1,1,0
81,2.73201,2817.16,5.22885,56.5705,0,0.742537,2817.16,56.5705,-911.96,-698.544,-519.005,-355.82,-211.386,-120.448,1,1,1,0
81.25,2.73201,2817.16,5.22885,56.5705,0,0.728386,2817.16,56.5705,-911.948,-698.526,-518.978,-355.768,-211.34,-120.604,1,1,1,0
81.5,2.73201,2817.16,5.22885,56.5705,0,0.714235,2817.16,56.5705,-911.935,-698.508,-518.952,-355.717,-211.294,-120.758,1,1,1,0
81.75,2.73201,2817.16,5.22885,56.5705,0,0.700083,2817.16,56.5705,-911.923,-698.491,-518.927,-355.667,-211.248,-120.91,1,1,1,0
82,2.73201,2817.17,5.22885,56.5705,0,0.685932,2817.17,56.5705,-911.912,-698.474,-518.901,-355.617,-211.202,-121.06,1,1,1,0
82.25,2.73201,2817.17,5.22885,56.5705,0,0.671781,2817.17,56.5705,-911.9,-698.457,-518.877,-355.568,-211.156,-121.208,1,1,1,0
82.5,2.73201,2817.17,5.22885,56.5705,0,0.65763,2817.17,56.5705,-911.889,-698.44,-518.852,-355.52,-211.11,-121.354,1,1,1,0
82.75,2.732,2817.17,5.22885,56.5705,0,0.643479,2817.17,56.5705,-911.878,-698.424,-518.828,-355.473,-211.065,-121.499,1,1,1,0
83,2.732,2817.17,5.22885,56.5705,0,0.629328,2817.17,56.5705,-911.867,-698.408,-518.805,-355.426,-211.019,-121.641,1,1,1,0
83.25,2.732,2817.17,5.22885,56.5705,0,0.615177,2817.17,56.5705,-911.856,-698.393,-518.782,-355.38,-210.974,-121.782,1,1,1,0
83.5,2.732,2817.17,5.22885,56.5705,0,0.601025,2817.17,56.5705,-911.846,-698.377,-518.759,-355.335,-210.929,-121.921,1,1,1,0
83.75,2.732,2817.17,5.22885,56.5705,0,0.586874,2817.17,56.5705,-911.836,-698.362,-518.737,-355.291,-210.883,-122.059,1,1,1,0
84,2.732,2817.17,5.22885,56.5705,0,0.572723,2817.17,56.5705,-911.826,-698.348,-518.715,-355.247,-210.838,-122.194,1,1,1,0
84.25,2.732,2817.17,5.22885,56.5705,0,0.558572,2817.17,56.5705,-911.816,-698.333,-518.694,-355.204,-210.794,-122.328,1,1,1,0
84.5,2.732,2817.17,5.22885,56.5705,0,0.544421,2817.17,56.5705,-911.806,-698.319,-518.673,-355.162,-210.749,-122.46,1,1,1,0
84.75,2.732,2817.17,5.22885,56.5705,0,0.53027,2817.17,56.5705,-911.797,-698.305,-518.652,-355.12,-210.704,-122.591,1,1,1,0
85,2.732,2817.17,5.22885,56.5705,0,0.516119,2817.17,56.5705,-911.787,-698.291,-518.632,-355.079,-210.66,-122.719,1,1,1,0
85.25,2.74476,2807.69,5.22233,62.2623,0,0.503055,2808.03,62.1512,-911.848,-698.289,-518.613,-355.039,-210.616,-122.846,1,1,1,0.02
85.5,2.7602,2795.03,5.20491,79.5385,0,0.490868,2795.14,79.5485,-917.298,-700.541,-519.396,-355.303,-210.652,-122.99,1,1,1,0.045
85.75,2.76833,2788.51,5.18765,95.8559,0,0.478543,2788.86,95.8513,-921.553,-702.401,-520.065,-355.531,-210.685,-123.135,1,1,1,0.07
86,2.77726,2781.15,5.16976,111.844,0,0.466271,2781.4,111.838,-927.995,-705.276,-521.132,-355.92,-210.762,-123.288,1,1,1,0.095
86.25,2.91589,2678.16,5.07148,183.449,0,0.465532,2681.87,182.692,-934.506,-708.14,-522.212,-356.326,-210.848,-123.443,1,1,1,0.12
86.5,3.05595,2559.86,4.85501,342.614,0,0.475619,2560.34,342.677,-995.734,-734.084,-531.555,-359.863,-211.757,-123.78,1,1,1,0.145
86.75,3.10472,2516.62,4.6556,495.539,0,0.48539,2518.68,495.616,-1037.22,-753.1,-538.75,-362.691,-212.559,-124.137,1,1,1,0.17
87,3.15219,2470.59,4.4982,633.915,0,0.491174,2471.14,634.077,-1093.62,-779.656,-549.055,-366.806,-213.725,-124.578,1,1,1,0.195
87.25,3.26599,2363.08,4.30652,784.698,0,0.506051,2365.5,783.997,-1141.12,-803.677,-558.884,-370.863,-214.896,-125.018,1,1,1,0.22
87.5,3.33644,2251.01,4.11812,1066.2,0,0.528084,2251.04,1066.39,-1230.14,-846.666,-575.941,-377.794,-216.899,-125.68,1,1,1,0.245
87.75,3.36738,2195.05,3.96902,1284.21,0,0.531467,2195.95,1284.54,-1287.29,-878.441,-589.756,-383.698,-218.652,-126.275,1,1,1,0.27
88,3.37986,2155.65,3.83717,1396.83,0,0.541642,2155.06,1396.68,-1356.19,-917.38,-606.96,-391.12,-220.876,-126.997,1,1,1,0.295
88.25,3.37859,2160.58,3.70011,1531.1,0,0.555426,2160.82,1531.1,-1407.09,-949.966,-622.508,-398.109,-223.038,-127.716,1,1,1,0.32
88.5,3.37253,2169.09,3.62181,1667.62,0,0.558526,2169.03,1667.72,-1449.64,-980.573,-638.106,-405.354,-225.328,-128.478,1,1,1,0.345
88.75,3.37369,2170.04,3.57183,1781,0,0.554548,2169.86,1781.44,-1494.72,-1012.57,-654.687,-413.165,-227.832,-129.304,1,1,1,0.37
89,3.36938,2176.16,3.53253,1853.72,0,0.549548,2176.09,1853.57,-1521.67,-1037.75,-669.469,-420.526,-230.275,-130.125,1,1,1,0.395
89.25,3.36089,2190.37,3.4902,1929.01,0,0.544886,2190,1929.3,-1557.61,-1066.58,-685.937,-428.716,-233.006,-131.03,1,1,1,0.42
89.5,3.34396,2223.44,3.46349,1978.3,0,0.536601,2223.54,1978.32,-1569.71,-1085.4,-699.266,-435.922,-235.53,-131.894,1,1,1,0.445
89.75,3.33144,2245.67,3.44462,2015.66,0,0.526358,2245.55,2015.72,-1591.71,-1107.77,-714.091,-443.865,-238.318,-132.838,1,1,1,0.47
90,3.31831,2269.48,3.4276,2047.91,0,0.516775,2269.53,2047.92,-1598.32,-1122.98,-726.534,-451.064,-240.962,-133.757,1,1,1,0.495
90.25,3.31002,2282.93,3.41319,2079.29,0,0.505868,2282.97,2079.22,-1608.31,-1138.85,-739.307,-458.531,-243.74,-134.723,1,1,1,0.52
90.5,3.30655,2289.65,3.39539,2115.76,0,0.496547,2289.6,2115.83,-1615.21,-1152.4,-751.221,-465.787,-246.517,-135.701,1,1,1,0.545
90.75,3.30108,2297.1,3.38044,2149.29,0,0.485746,2297.12,2149.24,-1617.73,-1163.39,-762.22,-472.81,-249.287,-136.69,1,1,1,0.57
91,3.29864,2301.29,3.36518,2181.56,0,0.475122,2301.2,2181.67,-1623.97,-1174.9,-773.264,-479.929,-252.138,-137.712,1,1,1,0.595
91.25,3.30062,2299.97,3.35058,2209.24,0,0.464773,2300.15,2209.06,-1622.08,-1182.28,-782.723,-486.527,-254.899,-138.725,1,1,1,0.62
91.5,3.30387,2293.72,3.32925,2248.58,0,0.455375,2293.58,2248.71,-1630.23,-1192.99,-793.179,-493.554,-257.829,-139.795,1,1,1,0.645
91.75,3.29968,2299.84,3.31235,2277.49,0,0.444732,2299.82,2277.54,-1627.19,-1198.37,-801.554,-499.837,-260.601,-140.837,1,1,1,0.67
92,3.29527,2305.5,3.30065,2297.17,0,0.432584,2305.44,2297.2,-1630.18,-1205.58,-810.368,-506.313,-263.475,-141.919,1,1,1,0.695
92.25,3.28942,2314.38,3.29017,2312.22,0,0.420694,2314.36,2312.28,-1627.35,-1209.64,-817.795,-512.272,-266.248,-142.988,1,1,1,0.72
92.5,3.28273,2323.13,3.28363,2322.18,0,0.407594,2323.15,2322.15,-1625.03,-1213.34,-824.842,-518.084,-269.021,-144.071,1,1,1,0.745
92.75,3.27808,2330.02,3.2764,2331.85,0,0.394872,2329.98,2331.92,-1622.86,-1216.36,-831.333,-523.655,-271.761,-145.159,1,1,1,0.77
93,3.27227,2337.45,3.27212,2337.66,0,0.381487,2337.51,2337.61,-1617.24,-1217.46,-836.856,-528.828,-274.425,-146.24,1,1,1,0.795
93.25,3.269,2341.91,3.26669,2344.86,0,0.368239,2341.87,2344.92,-1615.36,-1219.48,-842.376,-533.944,-277.1,-147.336,1,1,1,0.82
93.5,3.2645,2347.7,3.26327,2349.02,0,0.354752,2347.74,2348.99,-1608.63,-1219.04,-846.725,-538.558,-279.661,-148.415,1,1,1,0.845
93.75,3.26197,2350.81,3.25973,2353.81,0,0.341068,2350.78,2353.83,-1606.17,-1219.9,-851.216,-543.151,-282.236,-149.51,1,1,1,0.87
94,3.25892,2354.82,3.25663,2357.31,0,0.32751,2354.85,2357.32,-1600.06,-1218.84,-854.724,-547.293,-284.703,-150.588,1,1,1,0.895
94.25,3.25676,2357.3,3.2546,2360.13,0,0.313571,2357.29,2360.11,-1596.51,-1218.5,-858.2,-551.335,-287.155,-151.675,1,1,1,0.92
94.5,3.25491,2359.79,3.25179,2363.32,0,0.299889,2359.79,2363.35,-1591.78,-1217.34,-861.088,-555.06,-289.528,-152.751,1,1,1,0.945
94.75,3.25303,2361.91,3.25065,2364.84,0,0.285863,2361.92,2364.81,-1587.3,-1216.03,-863.667,-558.572,-291.849,-153.825,1,1,1,0.97
95,3.25195,2363.35,3.2484,2367.52,0,0.272006,2363.34,2367.56,-1583.84,-1214.88,-866.034,-561.901,-294.12,-154.896,1,1,1,0.995
95.25,3.25039,2365.16,3.24752,2368.49,0,0.257987,2365.17,2368.47,-1579.07,-1213.02,-867.912,-564.944,-296.313,-155.956,1,1,1,1
95.5,3.24963,2366.11,3.24616,2370.28,0,0.243956,2366.1,2370.3,-1576.24,-1211.77,-869.773,-567.874,-298.47,-157.016,1,1,1,1
95.75,3.24845,2367.52,3.24524,2371.17,0,0.229952,2367.54,2371.17,-1571.89,-1209.75,-871.151,-570.517,-300.542,-158.063,1,1,1,1
96,3.24786,2368.2,3.24466,2372.06,0,0.215819,2368.19,2372.06,-1569.18,-1208.3,-872.526,-573.054,-302.576,-159.108,1,1,1,1
96.25,3.24706,2369.19,3.24361,2373.14,0,0.201804,2369.2,2373.16,-1565.63,-1206.39,-873.555,-575.356,-304.533,-160.141,1,1,1,1
96.5,3.24656,2369.75,3.24347,2373.4,0,0.187647,2369.74,2373.38,-1562.83,-1204.72,-874.498,-577.523,-306.439,-161.168,1,1,1,1
96.75,3.24605,2370.4,3.24257,2374.44,0,0.173576,2370.4,2374.47,-1560.09,-1203.01,-875.262,-579.52,-308.283,-162.185,1,1,1,1
97,3.2456,2370.89,3.24242,2374.56,0,0.159444,2370.89,2374.54,-1557.32,-1201.24,-875.863,-581.359,-310.065,-163.193,1,1,1,1
97.25,3.2453,2371.28,3.24194,2375.22,0,0.145314,2371.28,2375.23,-1555.12,-1199.66,-876.394,-583.074,-311.795,-164.193,1,1,1,1
97.5,3.24489,2371.73,3.24157,2375.55,0,0.131201,2371.74,2375.55,-1552.63,-1197.95,-876.752,-584.631,-313.459,-165.182,1,1,1,1
97.75,3.24472,2371.96,3.24145,2375.77,0,0.117047,2371.95,2375.76,-1550.69,-1196.44,-877.07,-586.083,-315.073,-166.162,1,1,1,1
98,3.24439,2372.34,3.24103,2376.22,0,0.102922,2372.34,2376.23,-1548.59,-1194.85,-877.258,-587.399,-316.626,-167.13,1,1,1,1
98.25,3.24425,2372.5,3.24096,2376.31,0,0.0887737,2372.49,2376.3,-1546.82,-1193.41,-877.399,-588.614,-318.127,-168.089,1,1,1,1
98.5,3.24403,2372.77,3.2407,2376.62,0,0.0746316,2372.77,2376.63,-1545.05,-1191.96,-877.455,-589.717,-319.571,-169.036,1,1,1,1
98.75,3.24389,2372.92,3.24057,2376.76,0,0.0604857,2372.92,2376.76,-1543.47,-1190.6,-877.463,-590.726,-320.964,-169.973,1,1,1,1
99,3.24375,2373.1,3.24042,2376.95,0,0.0463377,2373.1,2376.95,-1541.97,-1189.28,-877.415,-591.64,-322.304,-170.899,1,1,1,1
99.25,3.24362,2373.25,3.24029,2377.09,0,0.0321894,2373.25,2377.09,-1540.57,-1188.02,-877.324,-592.468,-323.593,-171.813,1,1,1,1
99.5,3.24352,2373.37,3.24019,2377.22,0,0.0180393,2373.37,2377.22,-1539.28,-1186.82,-877.195,-593.215,-324.832,-172.716,1,1,1,1
99.75,3.2434,2373.5,3.24008,2377.34,0,0.00388882,2373.5,2377.34,-1538.05,-1185.66,-877.031,-593.887,-326.023,-173.608,1,1,1,1
100,3.2608,2353.79,3.26779,2343.52,0,0,2354.11,2333.35,-1537.1,-1184.59,-876.844,-594.49,-327.166,-174.488,1,1,1,1
100.25,3.26118,2351.49,3.2625,2349.64,0,0,2350.79,2347.38,-1539.32,-1184.69,-876.895,-595.103,-328.278,-175.358,1,1,1,1
100.5,3.26148,2352.27,3.26093,2352.88,0,0,2354.26,2354.71,-1541.69,-1185.54,-877.52,-595.947,-329.441,-176.245,1,1,1,1
100.75,3.25889,2354.64,3.25805,2355.69,0,0,2354.69,2355.8,-1541.11,-1185.2,-877.649,-596.558,-330.515,-177.11,1,1,1,1
101,3.2592,2354.38,3.25807,2355.77,0,0,2354.11,2355.53,-1543.37,-1185.76,-877.977,-597.175,-331.556,-177.963,1,1,1,1
101.25,3.25701,2357.36,3.25596,2358.63,0,0,2357.25,2358.53,-1541.26,-1184.67,-877.742,-597.549,-332.507,-178.792,1,1,1,1
101.5,3.25757,2356.58,3.25641,2358.02,0,0,2356.39,2357.84,-1543.43,-1185.35,-878.114,-598.115,-333.484,-179.628,1,1,1,1
101.75,3.25565,2359.08,3.25455,2360.39,0,0,2359.19,2360.5,-1541.39,-1184.29,-877.86,-598.41,-334.362,-180.436,1,1,1,1
102,3.256,2358.54,3.25485,2359.94,0,0,2358.45,2359.86,-1542.6,-1184.61,-878.077,-598.85,-335.254,-181.246,1,1,1,1
102.25,3.25486,2360.05,3.25373,2361.39,0,0,2360.06,2361.41,-1541.17,-1183.81,-877.882,-599.103,-336.069,-182.035,1,1,1,1
102.5,3.25481,2359.93,3.25367,2361.31,0,0,2359.94,2361.32,-1541.43,-1183.72,-877.925,-599.415,-336.876,-182.819,1,1,1,1
102.75,3.25432,2360.7,3.25317,2362.07,0,0,2360.71,2362.09,-1540.53,-1183.14,-877.777,-599.627,-337.631,-183.586,1,1,1,1
103,3.25404,2360.83,3.2529,2362.2,0,0,2360.84,2362.21,-1540.22,-1182.82,-877.707,-599.842,-338.362,-184.345,1,1,1,1
103.25,3.25391,2361.16,3.25274,2362.55,0,0,2361.18,2362.57,-1539.65,-1182.36,-877.575,-600.008,-339.055,-185.091,1,1,1,1
103.5,3.25356,2361.43,3.25242,2362.8,0,0,2361.43,2362.81,-1539.06,-1181.91,-877.437,-600.148,-339.718,-185.826,1,1,1,1
103.75,3.25359,2361.51,3.25242,2362.91,0,0,2361.51,2362.91,-1538.69,-1181.54,-877.31,-600.268,-340.352,-186.55,1,1,1,1
104,3.25325,2361.83,3.25211,2363.21,0,0,2361.84,2363.22,-1537.99,-1181.04,-877.13,-600.349,-340.953,-187.261,1,1,1,1
104.25,3.25333,2361.79,3.25216,2363.19,0,0,2361.79,2363.19,-1537.73,-1180.72,-876.998,-600.426,-341.531,-187.963,1,1,1,1
104.5,3.25305,2362.1,3.2519,2363.48,0,0,2362.1,2363.49,-1537.04,-1180.22,-876.798,-600.461,-342.076,-188.651,1,1,1,1
104.75,3.25313,2362.03,3.25196,2363.43,0,0,2362.02,2363.43,-1536.8,-1179.91,-876.654,-600.498,-342.599,-189.33,1,1,1,1
105,3.25292,2362.28,3.25176,2363.67,0,0,2362.28,2363.67,-1536.2,-1179.45,-876.45,-600.497,-343.092,-189.997,1,1,1,1
105.25,3.25296,2362.23,3.25179,2363.63,0,0,2362.22,2363.63,-1535.95,-1179.14,-876.29,-600.497,-343.564,-190.653,1,1,1,1
105.5,3.25282,2362.4,3.25166,2363.8,0,0,2362.41,2363.8,-1535.45,-1178.72,-876.089,-600.467,-344.009,-191.297,1,1,1,1
105.75,3.25283,2362.39,3.25166,2363.79,0,0,2362.38,2363.78,-1535.18,-1178.41,-875.918,-600.436,-344.434,-191.932,1,1,1,1
106,3.25275,2362.5,3.25158,2363.89,0,0,2362.5,2363.89,-1534.77,-1178.04,-875.722,-600.383,-344.834,-192.554,1,1,1,1
106.25,3.25273,2362.51,3.25156,2363.91,0,0,2362.51,2363.9,-1534.49,-1177.73,-875.543,-600.325,-345.215,-193.167,1,1,1,1
106.5,3.25269,2362.57,3.25152,2363.97,0,0,2362.57,2363.97,-1534.16,-1177.41,-875.354,-600.253,-345.574,-193.768,1,1,1,1
106.75,3.25265,2362.6,3.25148,2364,0,0,2362.6,2364,-1533.87,-1177.11,-875.171,-600.173,-345.915,-194.359,1,1,1,1
107,3.25264,2362.63,3.25147,2364.03,0,0,2362.63,2364.03,-1533.6,-1176.82,-874.988,-600.085,-346.236,-194.94,1,1,1,1
107.25,3.2526,2362.66,3.25143,2364.06,0,0,2362.66,2364.06,-1533.33,-1176.53,-874.806,-599.989,-346.538,-195.51,1,1,1,1
107.5,3.2526,2362.68,3.25142,2364.08,0,0,2362.68,2364.08,-1533.1,-1176.27,-874.629,-599.887,-346.824,-196.07,1,1,1,1
107.75,3.25256,2362.71,3.25139,2364.11,0,0,2362.71,2364.11,-1532.85,-1176.01,-874.451,-599.778,-347.092,-196.62,1,1,1,1
108,3.25256,2362.72,3.25139,2364.12,0,0,2362.72,2364.12,-1532.65,-1175.77,-874.28,-599.666,-347.345,-197.16,1,1,1,1
108.25,3.25253,2362.75,3.25136,2364.15,0,0,2362.75,2364.15,-1532.43,-1175.52,-874.107,-599.548,-347.582,-197.69,1,1,1,1
108.5,3.25253,2362.76,3.25135,2364.16,0,0,2362.76,2364.16,-1532.25,-1175.3,-873.942,-599.427,-347.805,-198.211,1,1,1,1
108.75,3.25251,2362.78,3.25133,2364.18,0,0,2362.78,2364.18,-1532.05,-1175.08,-873.776,-599.302,-348.014,-198.721,1,1,1,1
109,3.2525,2362.79,3.25133,2364.19,0,0,2362.79,2364.19,-1531.89,-1174.88,-873.618,-599.175,-348.209,-199.223,1,1,1,1
109.25,3.25249,2362.81,3.25131,2364.21,0,0,2362.81,2364.21,-1531.72,-1174.68,-873.46,-599.045,-348.391,-199.714,1,1,1,1
109.5,3.25248,2362.81,3.25131,2364.21,0,0,2362.81,2364.21,-1531.57,-1174.49,-873.308,-598.914,-348.561,-200.197,1,1,1,1
109.75,3.25247,2362.83,3.2513,2364.23,0,0,2362.83,2364.23,-1531.42,-1174.31,-873.158,-598.781,-348.72,-200.671,1,1,1,1
110,3.25246,2362.84,3.25129,2364.24,0,0,2362.84,2364.24,-1531.28,-1174.14,-873.013,-598.647,-348.867,-201.135,1,1,1,1
110.25,3.25245,2362.85,3.25128,2364.25,0,0,2362.85,2364.25,-1531.15,-1173.97,-872.87,-598.513,-349.003,-201.591,1,1,1,1
110.5,3.25244,2362.85,3.25127,2364.26,0,0,2362.85,2364.26,-1531.02,-1173.81,-872.732,-598.378,-349.129,-202.038,1,1,1,1
110.75,3.25244,2362.86,3.25127,2364.26,0,0,2362.86,2364.26,-1530.9,-1173.66,-872.598,-598.243,-349.245,-202.476,1,1,1,1
111,3.25243,2362.87,3.25126,2364.27,0,0,2362.87,2364.27,-1530.79,-1173.52,-872.467,-598.108,-349.352,-202.906,1,1,1,1
111.25,3.25243,2362.88,3.25125,2364.28,0,0,2362.88,2364.28,-1530.68,-1173.38,-872.34,-597.974,-349.451,-203.327,1,1,1,1
111.5,3.25242,2362.88,3.25125,2364.28,0,0,2362.88,2364.28,-1530.58,-1173.25,-872.216,-597.84,-349.54,-203.74,1,1,1,1
111.75,3.25242,2362.89,3.25124,2364.29,0,0,2362.89,2364.29,-1530.49,-1173.12,-872.097,-597.708,-349.622,-204.146,1,1,1,1
112,3.25241,2362.9,3.25124,2364.3,0,0,2362.9,2364.3,-1530.39,-1173,-871.98,-597.576,-349.696,-204.543,1,1,1,1
112.25,3.25241,2362.9,3.25123,2364.3,0,0,2362.9,2364.3,-1530.31,-1172.89,-871.867,-597.445,-349.763,-204.932,1,1,1,1
112.5,3.2524,2362.91,3.25123,2364.31,0,0,2362.91,2364.31,-1530.22,-1172.78,-871.757,-597.316,-349.823,-205.314,1,1,1,1
112.75,3.2524,2362.91,3.25123,2364.31,0,0,2362.91,2364.31,-1530.15,-1172.67,-871.651,-597.188,-349.877,-205.688,1,1,1,1
113,3.25239,2362.92,3.25122,2364.32,0,0,2362.92,2364.32,-1530.07,-1172.57,-871.548,-597.061,-349.924,-206.055,1,1,1,1
113.25,3.25239,2362.92,3.25122,2364.32,0,0,2362.92,2364.32,-1530,-1172.48,-871.448,-596.937,-349.965,-206.414,1,1,1,1
113.5,3.25239,2362.92,3.25122,2364.32,0,0,2362.92,2364.32,-1529.93,-1172.39,-871.351,-596.814,-350.001,-206.766,1,1,1,1
113.75,3.25238,2362.93,3.25121,2364.33,0,0,2362.93,2364.33,-1529.87,-1172.3,-871.258,-596.692,-350.032,-207.111,1,1,1,1
114,3.25238,2362.93,3.25121,2364.33,0,0,2362.93,2364.33,-1529.8,-1172.21,-871.167,-596.573,-350.057,-207.449,1,1,1,1
114.25,3.25238,2362.93,3.25121,2364.34,0,0,2362.93,2364.34,-1529.75,-1172.13,-871.079,-596.456,-350.078,-207.78,1,1,1,1
114.5,3.25238,2362.94,3.2512,2364.34,0,0,2362.94,2364.34,-1529.69,-1172.06,-870.993,-596.34,-350.095,-208.105,1,1,1,1
114.75,3.25237,2362.94,3.2512,2364.34,0,0,2362.94,2364.34,-1529.64,-1171.98,-870.911,-596.227,-350.107,-208.423,1,1,1,1
115,3.25237,2362.94,3.2512,2364.34,0,0,2362.94,2364.34,-1529.58,-1171.91,-870.831,-596.115,-350.115,-208.734,1,1,1,1
115.25,3.25237,2362.95,3.2512,2364.35,0,0,2362.95,2364.35,-1529.53,-1171.84,-870.754,-596.006,-350.119,-209.039,1,1,1,1
115.5,3.25237,2362.95,3.25119,2364.35,0,0,2362.95,2364.35,-1529.49,-1171.78,-870.679,-595.899,-350.12,-209.338,1,1,1,1
115.75,3.25236,2362.95,3.25119,2364.35,0,0,2362.95,2364.35,-1529.44,-1171.71,-870.606,-595.793,-350.118,-209.63,1,1,1,1
116,3.25236,2362.95,3.25119,2364.36,0,0,2362.95,2364.36,-1529.4,-1171.66,-870.536,-595.69,-350.112,-209.917,1,1,1,1
116.25,3.25236,2362.96,3.25119,2364.36,0,0,2362.96,2364.36,-1529.36,-1171.6,-870.468,-595.589,-350.104,-210.198,1,1,1,1
116.5,3.25236,2362.96,3.25119,2364.36,0,0,2362.96,2364.36,-1529.32,-1171.54,-870.402,-595.49,-350.092,-210.472,1,1,1,1
116.75,3.25236,2362.96,3.25118,2364.36,0,0,2362.96,2364.36,-1529.28,-1171.49,-870.339,-595.394,-350.079,-210.742,1,1,1,1
117,3.25235,2362.96,3.25118,2364.36,0,0,2362.96,2364.36,-1529.25,-1171.44,-870.277,-595.299,-350.062,-211.005,1,1,1,1
117.25,3.25235,2362.97,3.25118,2364.37,0,0,2362.97,2364.37,-1529.21,-1171.39,-870.218,-595.206,-350.044,-211.263,1,1,1,1
117.5,3.25235,2362.97,3.25118,2364.37,0,0,2362.97,2364.37,-1529.18,-1171.34,-870.16,-595.115,-350.023,-211.516,1,1,1,1
117.75,3.25235,2362.97,3.25118,2364.37,0,0,2362.97,2364.37,-1529.15,-1171.3,-870.104,-595.027,-350.001,-211.763,1,1,1,1
118,3.25235,2362.97,3.25118,2364.37,0,0,2362.97,2364.37,-1529.12,-1171.26,-870.05,-594.94,-349.976,-212.005,1,1,1,1
118.25,3.25235,2362.97,3.25117,2364.37,0,0,2362.97,2364.37,-1529.09,-1171.21,-869.998,-594.855,-349.95,-212.242,1,1,1,1
118.5,3.25235,2362.97,3.25117,2364.38,0,0,2362.97,2364.38,-1529.06,-1171.17,-869.947,-594.773,-349.923,-212.475,1,1,1,1
118.75,3.25234,2362.98,3.25117,2364.38,0,0,2362.98,2364.38,-1529.03,-1171.14,-869.898,-594.692,-349.893,-212.702,1,1,1,1
119,3.25234,2362.98,3.25117,2364.38,0,0,2362.98,2364.38,-1529.01,-1171.1,-869.851,-594.613,-349.863,-212.924,1,1,1,1
119.25,3.25234,2362.98,3.25117,2364.38,0,0,2362.98,2364.38,-1528.98,-1171.06,-869.805,-594.536,-349.831,-213.142,1,1,1,1
119.5,3.25234,2362.98,3.25117,2364.38,0,0,2362.98,2364.38,-1528.96,-1171.03,-869.761,-594.461,-349.798,-213.355,1,1,1,1
119.75,3.25234,2362.98,3.25117,2364.38,0,0,2362.98,2364.38,-1528.93,-1171,-869.718,-594.388,-349.765,-213.563,1,1,1,1
120,3.25234,2362.98,3.25117,2364.38,0,0,2362.98,2364.38,-1528.91,-1170.96,-869.676,-594.316,-349.73,-213.768,1,1,1,1
120.05,3.25234,2362.98,3.25117,2364.38,0,0,2362.98,2364.38,-1528.91,-1170.96,-869.668,-594.302,-349.723,-213.808,1,1,1,1
